
Spine Mean Diameter
 ==================== 
Spine Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.260388,µm,Spine,13,2,1,100000003,610000007322,
0.248517,µm,Spine,7,3,1,100000001,610000007339,
0.258998,µm,Spine,13,2,1,100000003,610000007347,
0.24099,µm,Spine,5,3,1,100000003,610000007363,
0.238697,µm,Spine,3,1,1,100000001,610000007375,
0.256876,µm,Spine,13,2,1,100000003,610000007382,
0.26788,µm,Spine,3,1,1,100000001,610000007393,
0.251906,µm,Spine,7,3,1,100000001,610000007404,
0.259697,µm,Spine,14,4,1,100000001,610000007415,
0.252303,µm,Spine,5,3,1,100000003,610000007427,
0.24102,µm,Spine,10,5,1,100000001,610000007431,
0.239177,µm,Spine,6,3,1,100000001,610000007440,
0.267814,µm,Spine,3,1,1,100000001,610000007448,
0.261876,µm,Spine,9,2,1,100000003,610000007452,
0.245667,µm,Spine,15,4,1,100000001,610000007457,
0.235154,µm,Spine,2,1,1,100000002,610000007464,
0.318916,µm,Spine,10,3,1,100000000,610000007466,
0.23724,µm,Spine,11,2,1,100000003,610000007472,
0.402637,µm,Spine,5,3,1,100000001,610000007476,
0.314988,µm,Spine,9,4,1,100000000,610000007478,
0.506874,µm,Spine,11,4,1,100000003,610000007480,
0.265282,µm,Spine,3,1,1,100000001,610000007487,
0.30494,µm,Spine,5,3,1,100000003,610000007494,
0.371537,µm,Spine,2,2,1,100000002,610000007499,
0.250547,µm,Spine,7,3,1,100000001,610000007501,
0.238155,µm,Spine,14,4,1,100000001,610000007506,
0.261719,µm,Spine,11,2,1,100000003,610000007510,
0.191814,µm,Spine,7,6,1,100000002,610000007513,
0.36793,µm,Spine,9,2,1,100000003,610000007518,
0.224794,µm,Spine,6,4,1,100000001,610000007520,
0.201242,µm,Spine,11,3,1,100000001,610000007524,
0.220165,µm,Spine,14,4,1,100000001,610000007531,
0.258932,µm,Spine,12,3,1,100000003,610000007534,
0.251418,µm,Spine,13,4,1,100000000,610000007538,
0.289971,µm,Spine,5,3,1,100000003,610000007543,
0.350604,µm,Spine,3,1,1,100000003,610000007546,
0.362112,µm,Spine,2,1,1,100000001,610000007549,
0.240422,µm,Spine,14,4,1,100000001,610000007555,
0.24903,µm,Spine,3,3,1,100000002,610000007558,
0.456363,µm,Spine,8,2,1,100000000,610000007561,
0.237574,µm,Spine,14,4,1,100000001,610000007565,
0.280902,µm,Spine,3,2,1,100000000,610000007567,
0.284204,µm,Spine,2,2,1,100000002,610000007571,
0.300128,µm,Spine,3,2,1,100000001,610000007576,
0.290236,µm,Spine,13,4,1,100000001,610000007580,
0.496261,µm,Spine,0,1,1,100000003,610000007592,
0.315791,µm,Spine,6,1,1,100000003,610000007596,
0.353895,µm,Spine,9,2,1,100000003,610000007600,
0.384231,µm,Spine,7,2,1,100000001,610000007604,
0.297364,µm,Spine,16,7,1,100000000,610000007607,
0.267103,µm,Spine,3,3,1,100000003,610000007609,
0.231745,µm,Spine,5,3,1,100000003,610000007611,
0.469387,µm,Spine,0,1,1,100000002,610000007614,
0.691673,µm,Spine,5,2,1,100000000,610000007617,
0.345738,µm,Spine,5,2,1,100000000,610000007622,
0.435915,µm,Spine,11,7,1,100000001,610000007625,
0.325829,µm,Spine,9,2,1,100000001,610000007627,
0.453656,µm,Spine,9,2,1,100000000,610000007630,
0.859828,µm,Spine,0,1,1,100000003,610000007636,
0.388732,µm,Spine,5,2,1,100000002,610000007639,
0.378329,µm,Spine,13,5,1,100000000,610000007642,
0.261213,µm,Spine,11,2,1,100000003,610000007644,
0.23186,µm,Spine,4,2,1,100000001,610000007650,
0.209794,µm,Spine,6,4,1,100000003,610000007652,
0.307007,µm,Spine,12,3,1,100000000,610000007654,
0.378809,µm,Spine,2,2,1,100000003,610000007658,
0.34639,µm,Spine,0,1,1,100000003,610000007663,
0.65415,µm,Spine,0,1,1,100000002,610000007667,
0.321531,µm,Spine,5,4,1,100000000,610000007670,
0.266258,µm,Spine,5,2,1,100000000,610000007672,
0.255211,µm,Spine,5,3,1,100000003,610000007674,
0.327653,µm,Spine,3,2,1,100000001,610000007679,
0.327539,µm,Spine,17,5,1,100000000,610000007681,
0.354799,µm,Spine,0,1,1,100000002,610000007687,
0.26921,µm,Spine,5,2,1,100000000,610000007691,
0.466737,µm,Spine,2,2,1,100000002,610000007696,
