
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1.64901,,Surface,1,Image 1,1,0,
1.70154,,Surface,1,Image 1,1,1,
1.38158,,Surface,1,Image 1,1,2,
1.19127,,Surface,1,Image 1,1,3,
