
Spine Part Volume Neck
 ==================== 
Spine Part Volume Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.0275428,µm^3,Spine,Spine Part Volume,13,2,1,100000003,610000007322,
0.0227251,µm^3,Spine,Spine Part Volume,7,3,1,100000001,610000007339,
0.0125021,µm^3,Spine,Spine Part Volume,13,2,1,100000003,610000007347,
0.0223782,µm^3,Spine,Spine Part Volume,5,3,1,100000003,610000007363,
0.0203293,µm^3,Spine,Spine Part Volume,3,1,1,100000001,610000007375,
0.0167567,µm^3,Spine,Spine Part Volume,13,2,1,100000003,610000007382,
0.0441264,µm^3,Spine,Spine Part Volume,3,1,1,100000001,610000007393,
0.0196095,µm^3,Spine,Spine Part Volume,7,3,1,100000001,610000007404,
0.0281198,µm^3,Spine,Spine Part Volume,14,4,1,100000001,610000007415,
0.0253745,µm^3,Spine,Spine Part Volume,5,3,1,100000003,610000007427,
0,µm^3,Spine,Spine Part Volume,10,5,1,100000001,610000007431,
0.0206249,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000007440,
0.0101984,µm^3,Spine,Spine Part Volume,3,1,1,100000001,610000007448,
0,µm^3,Spine,Spine Part Volume,9,2,1,100000003,610000007452,
0.00458843,µm^3,Spine,Spine Part Volume,15,4,1,100000001,610000007457,
0.00762916,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000007464,
0,µm^3,Spine,Spine Part Volume,10,3,1,100000000,610000007466,
0.0069852,µm^3,Spine,Spine Part Volume,11,2,1,100000003,610000007472,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000007476,
0,µm^3,Spine,Spine Part Volume,9,4,1,100000000,610000007478,
0,µm^3,Spine,Spine Part Volume,11,4,1,100000003,610000007480,
0.014406,µm^3,Spine,Spine Part Volume,3,1,1,100000001,610000007487,
0.0340754,µm^3,Spine,Spine Part Volume,5,3,1,100000003,610000007494,
0.0138341,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000007499,
0,µm^3,Spine,Spine Part Volume,7,3,1,100000001,610000007501,
0.00781141,µm^3,Spine,Spine Part Volume,14,4,1,100000001,610000007506,
0,µm^3,Spine,Spine Part Volume,11,2,1,100000003,610000007510,
0.00377783,µm^3,Spine,Spine Part Volume,7,6,1,100000002,610000007513,
0.0180189,µm^3,Spine,Spine Part Volume,9,2,1,100000003,610000007518,
0,µm^3,Spine,Spine Part Volume,6,4,1,100000001,610000007520,
0,µm^3,Spine,Spine Part Volume,11,3,1,100000001,610000007524,
0.0101966,µm^3,Spine,Spine Part Volume,14,4,1,100000001,610000007531,
0.0053679,µm^3,Spine,Spine Part Volume,12,3,1,100000003,610000007534,
0,µm^3,Spine,Spine Part Volume,13,4,1,100000000,610000007538,
0.00850415,µm^3,Spine,Spine Part Volume,5,3,1,100000003,610000007543,
0.0100227,µm^3,Spine,Spine Part Volume,3,1,1,100000003,610000007546,
0.00995375,µm^3,Spine,Spine Part Volume,2,1,1,100000001,610000007549,
0.0126322,µm^3,Spine,Spine Part Volume,14,4,1,100000001,610000007555,
0.00813119,µm^3,Spine,Spine Part Volume,3,3,1,100000002,610000007558,
0.0155333,µm^3,Spine,Spine Part Volume,8,2,1,100000000,610000007561,
0,µm^3,Spine,Spine Part Volume,14,4,1,100000001,610000007565,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000007567,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000007571,
0.00782177,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000007576,
0,µm^3,Spine,Spine Part Volume,13,4,1,100000001,610000007580,
0.142003,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000007592,
0,µm^3,Spine,Spine Part Volume,6,1,1,100000003,610000007596,
0,µm^3,Spine,Spine Part Volume,9,2,1,100000003,610000007600,
0,µm^3,Spine,Spine Part Volume,7,2,1,100000001,610000007604,
0.0043574,µm^3,Spine,Spine Part Volume,16,7,1,100000000,610000007607,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000003,610000007609,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000003,610000007611,
0.0203232,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007614,
