
Spine Attachment Pt Distance from Origin
 ==================== 
Spine Attachment Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
20829.5,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000000,610000007756,
20839.2,µm,Spine,Spine Attachment Pt Distance from Origin,13,4,1,100000000,610000007758,
20857.3,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,100000002,610000007761,
20845.2,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,100000001,610000007764,
20847.4,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,100000001,610000007767,
20858.7,µm,Spine,Spine Attachment Pt Distance from Origin,12,3,1,100000003,610000007769,
20839.3,µm,Spine,Spine Attachment Pt Distance from Origin,17,5,1,100000000,610000007771,
20854.7,µm,Spine,Spine Attachment Pt Distance from Origin,9,2,1,100000001,610000007774,
20859.8,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,100000002,610000007784,
20868.2,µm,Spine,Spine Attachment Pt Distance from Origin,7,5,1,100000002,610000007787,
20854.6,µm,Spine,Spine Attachment Pt Distance from Origin,8,2,1,100000001,610000007793,
20861.4,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000002,610000007805,
20860.1,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000002,610000007807,
20867,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,100000002,610000007809,
20862,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000002,610000007819,
20829.2,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000000,610000007823,
20849.4,µm,Spine,Spine Attachment Pt Distance from Origin,9,5,1,100000001,610000007841,
20834.8,µm,Spine,Spine Attachment Pt Distance from Origin,15,3,1,100000000,610000007843,
20854.4,µm,Spine,Spine Attachment Pt Distance from Origin,8,2,1,100000001,610000007846,
20859.8,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,100000002,610000007849,
20866.9,µm,Spine,Spine Attachment Pt Distance from Origin,7,6,1,100000002,610000007860,
20859.3,µm,Spine,Spine Attachment Pt Distance from Origin,14,4,1,100000001,610000007863,
20844.4,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000001,610000007865,
20853.9,µm,Spine,Spine Attachment Pt Distance from Origin,5,4,1,100000003,610000007871,
20855.9,µm,Spine,Spine Attachment Pt Distance from Origin,9,5,1,100000001,610000007873,
20861.1,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,100000002,610000007879,
20834,µm,Spine,Spine Attachment Pt Distance from Origin,13,4,1,100000000,610000007882,
20857.1,µm,Spine,Spine Attachment Pt Distance from Origin,9,3,1,100000003,610000007884,
20845,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000001,610000007889,
20841.9,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,100000001,610000007891,
20865,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000002,610000007893,
20862.3,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000002,610000007896,
20859.8,µm,Spine,Spine Attachment Pt Distance from Origin,11,3,1,100000003,610000007901,
20832.7,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,100000000,610000007906,
20860.2,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000002,610000007910,
20850.3,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,100000001,610000007913,
20834.1,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000000,610000007918,
20839.4,µm,Spine,Spine Attachment Pt Distance from Origin,14,6,1,100000000,610000007942,
20850.3,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,100000001,610000007945,
20855.9,µm,Spine,Spine Attachment Pt Distance from Origin,8,2,1,100000001,610000007947,
20851.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000002,610000007953,
20856.8,µm,Spine,Spine Attachment Pt Distance from Origin,6,1,1,100000003,610000007956,
20831.4,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,100000000,610000007958,
20866.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000002,610000007961,
20860.4,µm,Spine,Spine Attachment Pt Distance from Origin,14,4,1,100000001,610000007963,
20849.5,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000003,610000007966,
20850.8,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000003,610000007972,
20861.4,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000002,610000007974,
20844.1,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000001,610000007981,
20832.3,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,100000000,610000007991,
20831.6,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000000,610000007993,
20852.4,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,100000001,610000007995,
20862.2,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000002,610000008003,
20859.4,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,100000002,610000008006,
20853.9,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000003,610000008015,
20858.7,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000002,610000008024,
20839.3,µm,Spine,Spine Attachment Pt Distance from Origin,17,6,1,100000000,610000008029,
20841.1,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,100000001,610000008031,
20851.9,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000001,610000008034,
20849,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,100000001,610000008038,
20860.2,µm,Spine,Spine Attachment Pt Distance from Origin,11,3,1,100000003,610000008049,
20829.1,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000000,610000008051,
20848.4,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000001,610000008060,
20840.3,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,100000001,610000008064,
20847.3,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,100000001,610000008066,
20872.7,µm,Spine,Spine Attachment Pt Distance from Origin,10,6,1,100000002,610000008068,
20851.1,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000003,610000008072,
20856.4,µm,Spine,Spine Attachment Pt Distance from Origin,10,3,1,100000001,610000008076,
20840.1,µm,Spine,Spine Attachment Pt Distance from Origin,7,2,1,100000001,610000008080,
20831.1,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000000,610000008089,
20844.4,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000001,610000008102,
20861.3,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000002,610000008105,
20860.6,µm,Spine,Spine Attachment Pt Distance from Origin,9,2,1,100000003,610000008113,
20850.7,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000003,610000008117,
20853.4,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,100000003,610000008123,
20870.8,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,100000002,610000008128,
20862.3,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000002,610000008130,
20843.9,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000003,610000008145,
20844.9,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000001,610000008149,
20833.2,µm,Spine,Spine Attachment Pt Distance from Origin,12,3,1,100000000,610000008155,
20854.9,µm,Spine,Spine Attachment Pt Distance from Origin,8,5,1,100000001,610000008157,
20834.1,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000000,610000008164,
20850.5,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000003,610000008179,
20855.9,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000002,610000008181,
20851.1,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000001,610000008188,
20858.7,µm,Spine,Spine Attachment Pt Distance from Origin,13,4,1,100000001,610000008194,
20834.5,µm,Spine,Spine Attachment Pt Distance from Origin,13,3,1,100000000,610000008203,
20856.3,µm,Spine,Spine Attachment Pt Distance from Origin,7,2,1,100000003,610000008205,
20860.4,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000002,610000008207,
20865.7,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000002,610000008211,
20853.5,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,100000001,610000008214,
20845.3,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000003,610000008221,
20843.9,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000001,610000008223,
20858.7,µm,Spine,Spine Attachment Pt Distance from Origin,13,4,1,100000001,610000008228,
20862.3,µm,Spine,Spine Attachment Pt Distance from Origin,10,2,1,100000003,610000008245,
20852.2,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000003,610000008248,
20850.6,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000003,610000008250,
20851.3,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,100000003,610000008256,
20858.9,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000002,610000008261,
20850.2,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,100000001,610000008314,
20849.1,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000008635,
20837.1,µm,Spine,Spine Attachment Pt Distance from Origin,16,5,1,,610000008635,
20865.4,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000008635,
20850.8,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000008636,
20835.4,µm,Spine,Spine Attachment Pt Distance from Origin,15,4,1,,610000008636,
20866,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000008636,
20851,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000008636,
20850.1,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000008637,
20834.8,µm,Spine,Spine Attachment Pt Distance from Origin,15,3,1,,610000008637,
20851.1,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000008637,
20866.6,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,,610000008638,
20834.8,µm,Spine,Spine Attachment Pt Distance from Origin,15,3,1,,610000008638,
20850.1,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000008638,
20866.5,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,,610000008639,
20852.2,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000008639,
20832.7,µm,Spine,Spine Attachment Pt Distance from Origin,11,2,1,,610000008639,
20858.5,µm,Spine,Spine Attachment Pt Distance from Origin,10,4,1,,610000008639,
20856.4,µm,Spine,Spine Attachment Pt Distance from Origin,9,5,1,,610000008640,
20828.5,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000008640,
20853.2,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000008640,
20873.3,µm,Spine,Spine Attachment Pt Distance from Origin,11,6,1,,610000008640,
20854.6,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000008641,
20872.1,µm,Spine,Spine Attachment Pt Distance from Origin,10,6,1,,610000008641,
20853,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000008641,
20829.1,µm,Spine,Spine Attachment Pt Distance from Origin,7,2,1,,610000008641,
20852.6,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000008642,
20871.8,µm,Spine,Spine Attachment Pt Distance from Origin,8,3,1,,610000008642,
20829.7,µm,Spine,Spine Attachment Pt Distance from Origin,7,2,1,,610000008642,
20853.2,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000008643,
20855.8,µm,Spine,Spine Attachment Pt Distance from Origin,10,6,1,,610000008643,
20836.7,µm,Spine,Spine Attachment Pt Distance from Origin,13,4,1,,610000008643,
20869.7,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,,610000008643,
20832.3,µm,Spine,Spine Attachment Pt Distance from Origin,12,4,1,,610000008644,
20853.3,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000008644,
20869.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,,610000008644,
20855.2,µm,Spine,Spine Attachment Pt Distance from Origin,8,6,1,,610000008644,
20832.3,µm,Spine,Spine Attachment Pt Distance from Origin,12,4,1,,610000008645,
20863.7,µm,Spine,Spine Attachment Pt Distance from Origin,17,6,1,,610000008645,
20855.3,µm,Spine,Spine Attachment Pt Distance from Origin,7,4,1,,610000008645,
20869.6,µm,Spine,Spine Attachment Pt Distance from Origin,5,5,1,,610000008645,
20831.7,µm,Spine,Spine Attachment Pt Distance from Origin,10,3,1,,610000008646,
20862.3,µm,Spine,Spine Attachment Pt Distance from Origin,10,2,1,,610000008646,
20855.3,µm,Spine,Spine Attachment Pt Distance from Origin,7,4,1,,610000008646,
20869.4,µm,Spine,Spine Attachment Pt Distance from Origin,5,5,1,,610000008646,
20834,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,,610000008647,
20862.7,µm,Spine,Spine Attachment Pt Distance from Origin,11,3,1,,610000008647,
20869.5,µm,Spine,Spine Attachment Pt Distance from Origin,5,5,1,,610000008647,
20851.1,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000008648,
20834.1,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000008648,
20860.8,µm,Spine,Spine Attachment Pt Distance from Origin,9,2,1,,610000008648,
20870.4,µm,Spine,Spine Attachment Pt Distance from Origin,6,6,1,,610000008648,
20832.5,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,,610000008649,
20850.8,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000008649,
20859.7,µm,Spine,Spine Attachment Pt Distance from Origin,9,3,1,,610000008649,
20869.8,µm,Spine,Spine Attachment Pt Distance from Origin,6,6,1,,610000008649,
20830.7,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,,610000008650,
20850.6,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000008650,
20868.4,µm,Spine,Spine Attachment Pt Distance from Origin,7,5,1,,610000008650,
20856.7,µm,Spine,Spine Attachment Pt Distance from Origin,6,1,1,,610000008650,
20850.6,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,,610000008651,
20832.2,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000008651,
20868.2,µm,Spine,Spine Attachment Pt Distance from Origin,7,5,1,,610000008651,
20856.6,µm,Spine,Spine Attachment Pt Distance from Origin,6,1,1,,610000008651,
20831.6,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,,610000008652,
20853.2,µm,Spine,Spine Attachment Pt Distance from Origin,11,3,1,,610000008652,
20867.3,µm,Spine,Spine Attachment Pt Distance from Origin,7,6,1,,610000008652,
20863.2,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000008653,
20853.6,µm,Spine,Spine Attachment Pt Distance from Origin,10,3,1,,610000008653,
20832.6,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000008653,
20856.1,µm,Spine,Spine Attachment Pt Distance from Origin,8,2,1,,610000008653,
20832.4,µm,Spine,Spine Attachment Pt Distance from Origin,5,1,1,,610000008654,
20856,µm,Spine,Spine Attachment Pt Distance from Origin,8,2,1,,610000008654,
20854.2,µm,Spine,Spine Attachment Pt Distance from Origin,9,3,1,,610000008654,
20852.7,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000008655,
20833.4,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000008655,
20853.5,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000008656,
20855,µm,Spine,Spine Attachment Pt Distance from Origin,8,3,1,,610000008656,
20853.2,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000008656,
20839.2,µm,Spine,Spine Attachment Pt Distance from Origin,17,6,1,,610000008656,
20861.6,µm,Spine,Spine Attachment Pt Distance from Origin,13,4,1,,610000008657,
20853.2,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000008657,
20854.4,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000008657,
20839.2,µm,Spine,Spine Attachment Pt Distance from Origin,17,6,1,,610000008657,
20861.3,µm,Spine,Spine Attachment Pt Distance from Origin,12,3,1,,610000008658,
20839.2,µm,Spine,Spine Attachment Pt Distance from Origin,15,5,1,,610000008658,
20852.7,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000008658,
20855.4,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000008658,
20859.7,µm,Spine,Spine Attachment Pt Distance from Origin,11,4,1,,610000008659,
20839.3,µm,Spine,Spine Attachment Pt Distance from Origin,13,4,1,,610000008659,
20852.3,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000008659,
20857.4,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000008659,
20859.7,µm,Spine,Spine Attachment Pt Distance from Origin,11,4,1,,610000008660,
20857.5,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000008660,
20854,µm,Spine,Spine Attachment Pt Distance from Origin,8,2,1,,610000008660,
20836.2,µm,Spine,Spine Attachment Pt Distance from Origin,14,6,1,,610000008660,
20835.3,µm,Spine,Spine Attachment Pt Distance from Origin,12,4,1,,610000008661,
20859.9,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000008661,
20857,µm,Spine,Spine Attachment Pt Distance from Origin,9,2,1,,610000008661,
20854.4,µm,Spine,Spine Attachment Pt Distance from Origin,9,3,1,,610000008661,
20835.6,µm,Spine,Spine Attachment Pt Distance from Origin,11,4,1,,610000008662,
20858.9,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000008662,
20857,µm,Spine,Spine Attachment Pt Distance from Origin,9,2,1,,610000008662,
20857.5,µm,Spine,Spine Attachment Pt Distance from Origin,11,3,1,,610000008662,
20835.7,µm,Spine,Spine Attachment Pt Distance from Origin,11,4,1,,610000008663,
20861.8,µm,Spine,Spine Attachment Pt Distance from Origin,18,6,1,,610000008663,
20858.1,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000008663,
20858.2,µm,Spine,Spine Attachment Pt Distance from Origin,11,2,1,,610000008663,
20860.7,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000008664,
20861,µm,Spine,Spine Attachment Pt Distance from Origin,15,4,1,,610000008664,
20857.5,µm,Spine,Spine Attachment Pt Distance from Origin,11,2,1,,610000008664,
20834.1,µm,Spine,Spine Attachment Pt Distance from Origin,11,4,1,,610000008665,
20861.6,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,,610000008665,
20859.8,µm,Spine,Spine Attachment Pt Distance from Origin,15,3,1,,610000008665,
20858.2,µm,Spine,Spine Attachment Pt Distance from Origin,11,3,1,,610000008665,
20833.9,µm,Spine,Spine Attachment Pt Distance from Origin,12,4,1,,610000008666,
20858.6,µm,Spine,Spine Attachment Pt Distance from Origin,12,3,1,,610000008666,
20857.2,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,,610000008666,
20829.3,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000008667,
20857.8,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,,610000008667,
20844.3,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000008668,
20859.8,µm,Spine,Spine Attachment Pt Distance from Origin,13,4,1,,610000008668,
20828.9,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000008668,
20847.5,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000008669,
20857.5,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000008669,
20844.4,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,,610000008669,
20857.6,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,,610000008670,
20846.9,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000008670,
20843.2,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,,610000008670,
20843.9,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,,610000008671,
20845.1,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000008671,
20856.2,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000008672,
20846,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,,610000008672,
20843,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000008673,
20844.5,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,,610000008673,
20839.9,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000008674,
20841.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,1,1,,610000008674,
20864.1,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000008674,
20841.2,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000008675,
20862.5,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000008675,
20862.4,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000008676,
20841.5,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000008676,
20850.7,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,,610000008676,
20853.9,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000008677,
20840.4,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000008677,
20853.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000008678,
20840.9,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000008678,
20841.1,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000008679,
20853.9,µm,Spine,Spine Attachment Pt Distance from Origin,5,4,1,,610000008679,
20841.9,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000008680,
20844.1,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000008681,
20846,µm,Spine,Spine Attachment Pt Distance from Origin,8,5,1,,610000008682,
20845.8,µm,Spine,Spine Attachment Pt Distance from Origin,7,4,1,,610000008683,
20844.6,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000008684,
20844.3,µm,Spine,Spine Attachment Pt Distance from Origin,5,4,1,,610000008685,
