
Spine Center Intensity Mean Ch=4 Img=1
 ==================== 
Spine Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
36.5385,,Spine,4,13,Image 1,2,1,100000003,610000007322,
71.6111,,Spine,4,7,Image 1,3,1,100000001,610000007339,
43.3333,,Spine,4,13,Image 1,2,1,100000003,610000007347,
83.4706,,Spine,4,5,Image 1,3,1,100000003,610000007363,
53,,Spine,4,3,Image 1,1,1,100000001,610000007375,
45.5,,Spine,4,13,Image 1,2,1,100000003,610000007382,
60.9167,,Spine,4,3,Image 1,1,1,100000001,610000007393,
68.75,,Spine,4,7,Image 1,3,1,100000001,610000007404,
55.0833,,Spine,4,14,Image 1,4,1,100000001,610000007415,
88.2308,,Spine,4,5,Image 1,3,1,100000003,610000007427,
30.4,,Spine,4,10,Image 1,5,1,100000001,610000007431,
48,,Spine,4,6,Image 1,3,1,100000001,610000007440,
64.1111,,Spine,4,3,Image 1,1,1,100000001,610000007448,
30.6,,Spine,4,9,Image 1,2,1,100000003,610000007452,
30.3333,,Spine,4,15,Image 1,4,1,100000001,610000007457,
46.875,,Spine,4,2,Image 1,1,1,100000002,610000007464,
48,,Spine,4,10,Image 1,3,1,100000000,610000007466,
35.1429,,Spine,4,11,Image 1,2,1,100000003,610000007472,
28.4,,Spine,4,5,Image 1,3,1,100000001,610000007476,
17,,Spine,4,9,Image 1,4,1,100000000,610000007478,
31,,Spine,4,11,Image 1,4,1,100000003,610000007480,
67.75,,Spine,4,3,Image 1,1,1,100000001,610000007487,
83,,Spine,4,5,Image 1,3,1,100000003,610000007494,
44.8333,,Spine,4,2,Image 1,2,1,100000002,610000007499,
34,,Spine,4,7,Image 1,3,1,100000001,610000007501,
32,,Spine,4,14,Image 1,4,1,100000001,610000007506,
16.8,,Spine,4,11,Image 1,2,1,100000003,610000007510,
11.25,,Spine,4,7,Image 1,6,1,100000002,610000007513,
53,,Spine,4,9,Image 1,2,1,100000003,610000007518,
36,,Spine,4,6,Image 1,4,1,100000001,610000007520,
31,,Spine,4,11,Image 1,3,1,100000001,610000007524,
58.625,,Spine,4,14,Image 1,4,1,100000001,610000007531,
36.25,,Spine,4,12,Image 1,3,1,100000003,610000007534,
38.8,,Spine,4,13,Image 1,4,1,100000000,610000007538,
55.5,,Spine,4,5,Image 1,3,1,100000003,610000007543,
43,,Spine,4,3,Image 1,1,1,100000003,610000007546,
47,,Spine,4,2,Image 1,1,1,100000001,610000007549,
55.8571,,Spine,4,14,Image 1,4,1,100000001,610000007555,
57,,Spine,4,3,Image 1,3,1,100000002,610000007558,
32,,Spine,4,8,Image 1,2,1,100000000,610000007561,
46.6,,Spine,4,14,Image 1,4,1,100000001,610000007565,
48,,Spine,4,3,Image 1,2,1,100000000,610000007567,
51.4,,Spine,4,2,Image 1,2,1,100000002,610000007571,
41,,Spine,4,3,Image 1,2,1,100000001,610000007576,
33.8,,Spine,4,13,Image 1,4,1,100000001,610000007580,
118.417,,Spine,4,0,Image 1,1,1,100000003,610000007592,
54.2,,Spine,4,6,Image 1,1,1,100000003,610000007596,
55.6,,Spine,4,9,Image 1,2,1,100000003,610000007600,
66.8,,Spine,4,7,Image 1,2,1,100000001,610000007604,
25.25,,Spine,4,16,Image 1,7,1,100000000,610000007607,
33.6667,,Spine,4,3,Image 1,3,1,100000003,610000007609,
59.6667,,Spine,4,5,Image 1,3,1,100000003,610000007611,
44.25,,Spine,4,0,Image 1,1,1,100000002,610000007614,
43,,Spine,4,5,Image 1,2,1,100000000,610000007617,
55,,Spine,4,5,Image 1,2,1,100000000,610000007622,
38.5,,Spine,4,11,Image 1,7,1,100000001,610000007625,
58,,Spine,4,9,Image 1,2,1,100000001,610000007627,
50,,Spine,4,9,Image 1,2,1,100000000,610000007630,
70.3333,,Spine,4,0,Image 1,1,1,100000003,610000007636,
50,,Spine,4,5,Image 1,2,1,100000002,610000007639,
