
Segment Area
 ==================== 
Segment Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.542714,µm^2,Segment,11,5,1,100000000,510000000015,
2.01147,µm^2,Segment,10,4,1,100000000,510000000044,
0.412515,µm^2,Segment,9,3,1,100000000,510000000048,
0.626681,µm^2,Segment,8,3,1,100000000,510000000053,
4.60702,µm^2,Segment,7,2,1,100000000,510000000081,
1.53061,µm^2,Segment,6,2,1,100000000,510000000089,
0.71238,µm^2,Segment,5,2,1,100000000,510000000092,
3.45922,µm^2,Segment,4,2,1,100000000,510000000110,
2.55282,µm^2,Segment,3,1,1,100000000,510000000116,
1.65497,µm^2,Segment,2,1,1,100000000,510000000120,
1.12008,µm^2,Segment,1,1,1,100000000,510000000125,
0.580464,µm^2,Segment,0,1,1,100000000,510000000151,
0.677629,µm^2,Segment,11,4,1,100000000,510000000155,
0.507491,µm^2,Segment,8,6,1,100000002,510000000161,
1.59031,µm^2,Segment,7,6,1,100000002,510000000177,
1.71613,µm^2,Segment,6,5,1,100000002,510000000194,
3.05106,µm^2,Segment,5,5,1,100000002,510000000235,
2.92374,µm^2,Segment,4,4,1,100000002,510000000262,
3.66463,µm^2,Segment,3,3,1,100000002,510000000300,
3.29371,µm^2,Segment,2,2,1,100000002,510000000320,
1.773,µm^2,Segment,1,1,1,100000002,510000000333,
1.1859,µm^2,Segment,0,1,1,100000002,510000000340,
0.315109,µm^2,Segment,8,7,1,100000002,510000000365,
1.7549,µm^2,Segment,7,5,1,100000002,510000000382,
2.49642,µm^2,Segment,14,4,1,100000001,510000000420,
0.660356,µm^2,Segment,13,3,1,100000001,510000000426,
1.03517,µm^2,Segment,12,3,1,100000001,510000000438,
1.27046,µm^2,Segment,11,3,1,100000001,510000000453,
0.895064,µm^2,Segment,10,3,1,100000001,510000000460,
2.99848,µm^2,Segment,9,2,1,100000001,510000000485,
3.54927,µm^2,Segment,8,2,1,100000001,510000000529,
2.42849,µm^2,Segment,7,2,1,100000001,510000000553,
1.15414,µm^2,Segment,6,2,1,100000001,510000000565,
0.423784,µm^2,Segment,5,1,1,100000001,510000000567,
1.62306,µm^2,Segment,3,1,1,100000001,510000000581,
2.63909,µm^2,Segment,2,1,1,100000001,510000000603,
1.07649,µm^2,Segment,1,1,1,100000001,510000000609,
2.89147,µm^2,Segment,0,1,1,100000001,510000000629,
1.8961,µm^2,Segment,6,3,1,100000001,510000000681,
0.612419,µm^2,Segment,5,2,1,100000001,510000000686,
3.01904,µm^2,Segment,4,2,1,100000001,510000000727,
0.362012,µm^2,Segment,3,1,1,100000001,510000000729,
0.840415,µm^2,Segment,2,1,1,100000001,510000000736,
0.54554,µm^2,Segment,0,1,1,100000001,510000000741,
0.858176,µm^2,Segment,9,5,1,100000001,510000000772,
0.503904,µm^2,Segment,8,4,1,100000001,510000000777,
