
Spine Terminal Pt Diameter
 ==================== 
Spine Terminal Pt Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.248908,µm,Spine,13,2,1,100000003,610000007322,
0.187986,µm,Spine,7,3,1,100000001,610000007339,
0.275976,µm,Spine,13,2,1,100000003,610000007347,
0.173162,µm,Spine,5,3,1,100000003,610000007363,
0.188401,µm,Spine,3,1,1,100000001,610000007375,
0.325804,µm,Spine,13,2,1,100000003,610000007382,
0.19096,µm,Spine,3,1,1,100000001,610000007393,
0.219246,µm,Spine,7,3,1,100000001,610000007404,
0.24375,µm,Spine,14,4,1,100000001,610000007415,
0.19043,µm,Spine,5,3,1,100000003,610000007427,
0.1625,µm,Spine,10,5,1,100000001,610000007431,
0.211151,µm,Spine,6,3,1,100000001,610000007440,
0.288069,µm,Spine,3,1,1,100000001,610000007448,
0.1625,µm,Spine,9,2,1,100000003,610000007452,
0.185298,µm,Spine,15,4,1,100000001,610000007457,
0.219772,µm,Spine,2,1,1,100000002,610000007464,
0.21464,µm,Spine,10,3,1,100000000,610000007466,
0.189583,µm,Spine,11,2,1,100000003,610000007472,
0.195474,µm,Spine,5,3,1,100000001,610000007476,
0.223437,µm,Spine,9,4,1,100000000,610000007478,
0.434869,µm,Spine,11,4,1,100000003,610000007480,
0.258822,µm,Spine,3,1,1,100000001,610000007487,
0.250669,µm,Spine,5,3,1,100000003,610000007494,
0.216106,µm,Spine,2,2,1,100000002,610000007499,
0.1625,µm,Spine,7,3,1,100000001,610000007501,
0.1625,µm,Spine,14,4,1,100000001,610000007506,
0.1625,µm,Spine,11,2,1,100000003,610000007510,
0.172656,µm,Spine,7,6,1,100000002,610000007513,
0.258145,µm,Spine,9,2,1,100000003,610000007518,
0.169923,µm,Spine,6,4,1,100000001,610000007520,
0.17514,µm,Spine,11,3,1,100000001,610000007524,
0.24375,µm,Spine,14,4,1,100000001,610000007531,
0.216104,µm,Spine,12,3,1,100000003,610000007534,
0.171295,µm,Spine,13,4,1,100000000,610000007538,
0.367208,µm,Spine,5,3,1,100000003,610000007543,
0.248942,µm,Spine,3,1,1,100000003,610000007546,
0.30379,µm,Spine,2,1,1,100000001,610000007549,
0.200484,µm,Spine,14,4,1,100000001,610000007555,
0.294808,µm,Spine,3,3,1,100000002,610000007558,
0.293131,µm,Spine,8,2,1,100000000,610000007561,
0.175484,µm,Spine,14,4,1,100000001,610000007565,
0.233594,µm,Spine,3,2,1,100000000,610000007567,
0.181253,µm,Spine,2,2,1,100000002,610000007571,
0.1625,µm,Spine,3,2,1,100000001,610000007576,
0.24375,µm,Spine,13,4,1,100000001,610000007580,
0.253906,µm,Spine,0,1,1,100000003,610000007592,
0.24375,µm,Spine,6,1,1,100000003,610000007596,
0.170761,µm,Spine,9,2,1,100000003,610000007600,
0.325,µm,Spine,7,2,1,100000001,610000007604,
0.203125,µm,Spine,16,7,1,100000000,610000007607,
0.182775,µm,Spine,3,3,1,100000003,610000007609,
0.239314,µm,Spine,5,3,1,100000003,610000007611,
0.314844,µm,Spine,0,1,1,100000002,610000007614,
0.345732,µm,Spine,5,2,1,100000000,610000007617,
0.24375,µm,Spine,5,2,1,100000000,610000007622,
0.343731,µm,Spine,11,7,1,100000001,610000007625,
0.248919,µm,Spine,9,2,1,100000001,610000007627,
0.254882,µm,Spine,9,2,1,100000000,610000007630,
1.14815,µm,Spine,0,1,1,100000003,610000007636,
0.1625,µm,Spine,5,2,1,100000002,610000007639,
0.24375,µm,Spine,13,5,1,100000000,610000007642,
0.1625,µm,Spine,11,2,1,100000003,610000007644,
0.218301,µm,Spine,4,2,1,100000001,610000007650,
0.190127,µm,Spine,6,4,1,100000003,610000007652,
0.284375,µm,Spine,12,3,1,100000000,610000007654,
0.37517,µm,Spine,2,2,1,100000003,610000007658,
0.674294,µm,Spine,0,1,1,100000003,610000007663,
0.241603,µm,Spine,0,1,1,100000002,610000007667,
0.340234,µm,Spine,5,4,1,100000000,610000007670,
0.202873,µm,Spine,5,2,1,100000000,610000007672,
0.24375,µm,Spine,5,3,1,100000003,610000007674,
0.227301,µm,Spine,3,2,1,100000001,610000007679,
0.218024,µm,Spine,17,5,1,100000000,610000007681,
0.377348,µm,Spine,0,1,1,100000002,610000007687,
0.191639,µm,Spine,5,2,1,100000000,610000007691,
0.371103,µm,Spine,2,2,1,100000002,610000007696,
0.377105,µm,Spine,3,1,1,100000001,610000007698,
0.1625,µm,Spine,4,3,1,100000001,610000007700,
0.203592,µm,Spine,2,3,1,100000002,610000007702,
0.634201,µm,Spine,0,1,1,100000002,610000007704,
0.191401,µm,Spine,3,1,1,100000003,610000007708,
0.375076,µm,Spine,5,2,1,100000001,610000007711,
0.225977,µm,Spine,0,1,1,100000002,610000007713,
0.349521,µm,Spine,4,2,1,100000002,610000007715,
0.1625,µm,Spine,16,6,1,100000000,610000007717,
0.18382,µm,Spine,7,2,1,100000001,610000007719,
0.205785,µm,Spine,1,2,1,100000000,610000007721,
0.19907,µm,Spine,6,1,1,100000003,610000007723,
0.233594,µm,Spine,7,2,1,100000001,610000007725,
0.1625,µm,Spine,1,2,1,100000003,610000007728,
0.177993,µm,Spine,4,1,1,100000003,610000007730,
0.21984,µm,Spine,3,2,1,100000002,610000007732,
0.1625,µm,Spine,12,4,1,100000001,610000007735,
0.227795,µm,Spine,5,3,1,100000001,610000007737,
0.204318,µm,Spine,3,1,1,100000003,610000007739,
0.233849,µm,Spine,2,2,1,100000001,610000007741,
0.323092,µm,Spine,6,3,1,100000001,610000007744,
0.299193,µm,Spine,3,2,1,100000001,610000007746,
0.220734,µm,Spine,8,4,1,100000002,610000007748,
0.197094,µm,Spine,7,5,1,100000002,610000007751,
0.505206,µm,Spine,0,1,1,100000001,610000007754,
0.266604,µm,Spine,4,2,1,100000000,610000007756,
0.421666,µm,Spine,13,4,1,100000000,610000007758,
0.218367,µm,Spine,3,3,1,100000002,610000007761,
0.24375,µm,Spine,7,3,1,100000001,610000007764,
0.318043,µm,Spine,3,1,1,100000001,610000007767,
0.24375,µm,Spine,12,3,1,100000003,610000007769,
0.216651,µm,Spine,17,5,1,100000000,610000007771,
0.276758,µm,Spine,9,2,1,100000001,610000007774,
0.194182,µm,Spine,0,1,1,100000003,610000007779,
0.191856,µm,Spine,4,3,1,100000002,610000007784,
0.182869,µm,Spine,7,5,1,100000002,610000007787,
0.191499,µm,Spine,4,2,1,100000002,610000007790,
0.274445,µm,Spine,8,2,1,100000001,610000007793,
0.509697,µm,Spine,0,1,1,100000003,610000007796,
0.1625,µm,Spine,5,4,1,100000001,610000007798,
0.234457,µm,Spine,7,3,1,100000002,610000007802,
0.224745,µm,Spine,0,1,1,100000002,610000007805,
0.292338,µm,Spine,1,2,1,100000002,610000007807,
0.222903,µm,Spine,3,3,1,100000002,610000007809,
0.69925,µm,Spine,0,1,1,100000002,610000007815,
0.1625,µm,Spine,2,1,1,100000002,610000007819,
0.38111,µm,Spine,2,2,1,100000000,610000007823,
1.29209,µm,Spine,0,1,1,100000003,610000007827,
0.316603,µm,Spine,2,2,1,100000000,610000007833,
0.19988,µm,Spine,7,3,1,100000001,610000007837,
0.186678,µm,Spine,9,5,1,100000001,610000007841,
0.37993,µm,Spine,15,3,1,100000000,610000007843,
0.218275,µm,Spine,8,2,1,100000001,610000007846,
0.363226,µm,Spine,1,1,1,100000002,610000007849,
