
Intensity Sum of Square Ch=3 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
5.37009e+07,,Surface,3,Image 1,1,0,
1.23425e+08,,Surface,3,Image 1,1,1,
4.34743e+07,,Surface,3,Image 1,1,2,
2.0816e+07,,Surface,3,Image 1,1,3,
