
Spine Terminal Pt Position Y
 ==================== 
Spine Terminal Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
20812.8,µm,Spine,Spine Terminal Pt Position,13,2,1,100000003,610000007322,
20803.4,µm,Spine,Spine Terminal Pt Position,7,3,1,100000001,610000007339,
20812.4,µm,Spine,Spine Terminal Pt Position,13,2,1,100000003,610000007347,
20802.8,µm,Spine,Spine Terminal Pt Position,5,3,1,100000003,610000007363,
20801.8,µm,Spine,Spine Terminal Pt Position,3,1,1,100000001,610000007375,
20812.4,µm,Spine,Spine Terminal Pt Position,13,2,1,100000003,610000007382,
20798.5,µm,Spine,Spine Terminal Pt Position,3,1,1,100000001,610000007393,
20803,µm,Spine,Spine Terminal Pt Position,7,3,1,100000001,610000007404,
20812.9,µm,Spine,Spine Terminal Pt Position,14,4,1,100000001,610000007415,
20803,µm,Spine,Spine Terminal Pt Position,5,3,1,100000003,610000007427,
20811.5,µm,Spine,Spine Terminal Pt Position,10,5,1,100000001,610000007431,
20793.7,µm,Spine,Spine Terminal Pt Position,6,3,1,100000001,610000007440,
20801.4,µm,Spine,Spine Terminal Pt Position,3,1,1,100000001,610000007448,
20814.2,µm,Spine,Spine Terminal Pt Position,9,2,1,100000003,610000007452,
20813.5,µm,Spine,Spine Terminal Pt Position,15,4,1,100000001,610000007457,
20814.7,µm,Spine,Spine Terminal Pt Position,2,1,1,100000002,610000007464,
20784.9,µm,Spine,Spine Terminal Pt Position,10,3,1,100000000,610000007466,
20810.6,µm,Spine,Spine Terminal Pt Position,11,2,1,100000003,610000007472,
20807.3,µm,Spine,Spine Terminal Pt Position,5,3,1,100000001,610000007476,
20783.5,µm,Spine,Spine Terminal Pt Position,9,4,1,100000000,610000007478,
20816.1,µm,Spine,Spine Terminal Pt Position,11,4,1,100000003,610000007480,
20801.3,µm,Spine,Spine Terminal Pt Position,3,1,1,100000001,610000007487,
20802.7,µm,Spine,Spine Terminal Pt Position,5,3,1,100000003,610000007494,
20818.2,µm,Spine,Spine Terminal Pt Position,2,2,1,100000002,610000007499,
20806.3,µm,Spine,Spine Terminal Pt Position,7,3,1,100000001,610000007501,
20813.7,µm,Spine,Spine Terminal Pt Position,14,4,1,100000001,610000007506,
20810.7,µm,Spine,Spine Terminal Pt Position,11,2,1,100000003,610000007510,
20820.8,µm,Spine,Spine Terminal Pt Position,7,6,1,100000002,610000007513,
20814.3,µm,Spine,Spine Terminal Pt Position,9,2,1,100000003,610000007518,
20796.3,µm,Spine,Spine Terminal Pt Position,6,4,1,100000001,610000007520,
20810.6,µm,Spine,Spine Terminal Pt Position,11,3,1,100000001,610000007524,
20814.2,µm,Spine,Spine Terminal Pt Position,14,4,1,100000001,610000007531,
20811.9,µm,Spine,Spine Terminal Pt Position,12,3,1,100000003,610000007534,
20788.9,µm,Spine,Spine Terminal Pt Position,13,4,1,100000000,610000007538,
20802.7,µm,Spine,Spine Terminal Pt Position,5,3,1,100000003,610000007543,
20806.3,µm,Spine,Spine Terminal Pt Position,3,1,1,100000003,610000007546,
20800.1,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000007549,
20813.3,µm,Spine,Spine Terminal Pt Position,14,4,1,100000001,610000007555,
20809.6,µm,Spine,Spine Terminal Pt Position,3,3,1,100000002,610000007558,
20784.2,µm,Spine,Spine Terminal Pt Position,8,2,1,100000000,610000007561,
20812.9,µm,Spine,Spine Terminal Pt Position,14,4,1,100000001,610000007565,
20787.5,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000007567,
20810.9,µm,Spine,Spine Terminal Pt Position,2,2,1,100000002,610000007571,
20797.4,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000007576,
20811.6,µm,Spine,Spine Terminal Pt Position,13,4,1,100000001,610000007580,
20801.8,µm,Spine,Spine Terminal Pt Position,,,1,,610000007582,
20809.3,µm,Spine,Spine Terminal Pt Position,6,1,1,100000003,610000007596,
20809.6,µm,Spine,Spine Terminal Pt Position,9,2,1,100000003,610000007600,
20793.1,µm,Spine,Spine Terminal Pt Position,7,2,1,100000001,610000007604,
20786.6,µm,Spine,Spine Terminal Pt Position,16,7,1,100000000,610000007607,
20796.8,µm,Spine,Spine Terminal Pt Position,3,3,1,100000003,610000007609,
20797.8,µm,Spine,Spine Terminal Pt Position,5,3,1,100000003,610000007611,
20813.9,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000007614,
20782.1,µm,Spine,Spine Terminal Pt Position,5,2,1,100000000,610000007617,
20785.8,µm,Spine,Spine Terminal Pt Position,5,2,1,100000000,610000007622,
20809.1,µm,Spine,Spine Terminal Pt Position,11,7,1,100000001,610000007625,
20808.4,µm,Spine,Spine Terminal Pt Position,9,2,1,100000001,610000007627,
20784.4,µm,Spine,Spine Terminal Pt Position,9,2,1,100000000,610000007630,
20801.6,µm,Spine,Spine Terminal Pt Position,,,1,,610000007632,
20807.5,µm,Spine,Spine Terminal Pt Position,5,2,1,100000002,610000007639,
20792,µm,Spine,Spine Terminal Pt Position,13,5,1,100000000,610000007642,
20810.8,µm,Spine,Spine Terminal Pt Position,11,2,1,100000003,610000007644,
20797,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000007650,
20798.1,µm,Spine,Spine Terminal Pt Position,6,4,1,100000003,610000007652,
20786.7,µm,Spine,Spine Terminal Pt Position,12,3,1,100000000,610000007654,
20803,µm,Spine,Spine Terminal Pt Position,2,2,1,100000003,610000007658,
20801.1,µm,Spine,Spine Terminal Pt Position,,,1,,610000007660,
20813.1,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000007667,
20786.5,µm,Spine,Spine Terminal Pt Position,5,4,1,100000000,610000007670,
20785.6,µm,Spine,Spine Terminal Pt Position,5,2,1,100000000,610000007672,
20802.8,µm,Spine,Spine Terminal Pt Position,5,3,1,100000003,610000007674,
20797.3,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000007679,
20791.9,µm,Spine,Spine Terminal Pt Position,17,5,1,100000000,610000007681,
20817.1,µm,Spine,Spine Terminal Pt Position,,,1,,610000007683,
20786.1,µm,Spine,Spine Terminal Pt Position,5,2,1,100000000,610000007691,
20811.1,µm,Spine,Spine Terminal Pt Position,2,2,1,100000002,610000007696,
20800.9,µm,Spine,Spine Terminal Pt Position,3,1,1,100000001,610000007698,
20794.6,µm,Spine,Spine Terminal Pt Position,4,3,1,100000001,610000007700,
20812.2,µm,Spine,Spine Terminal Pt Position,2,3,1,100000002,610000007702,
20814.5,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000007704,
20807,µm,Spine,Spine Terminal Pt Position,3,1,1,100000003,610000007708,
20806.2,µm,Spine,Spine Terminal Pt Position,5,2,1,100000001,610000007711,
20813.7,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000007713,
20803.5,µm,Spine,Spine Terminal Pt Position,4,2,1,100000002,610000007715,
20792.2,µm,Spine,Spine Terminal Pt Position,16,6,1,100000000,610000007717,
20804.8,µm,Spine,Spine Terminal Pt Position,7,2,1,100000001,610000007719,
20782.7,µm,Spine,Spine Terminal Pt Position,1,2,1,100000000,610000007721,
20809.3,µm,Spine,Spine Terminal Pt Position,6,1,1,100000003,610000007723,
20804.1,µm,Spine,Spine Terminal Pt Position,7,2,1,100000001,610000007725,
20802.7,µm,Spine,Spine Terminal Pt Position,1,2,1,100000003,610000007728,
20793.6,µm,Spine,Spine Terminal Pt Position,4,1,1,100000003,610000007730,
20808.3,µm,Spine,Spine Terminal Pt Position,3,2,1,100000002,610000007732,
20811.4,µm,Spine,Spine Terminal Pt Position,12,4,1,100000001,610000007735,
20794.4,µm,Spine,Spine Terminal Pt Position,5,3,1,100000001,610000007737,
20806.1,µm,Spine,Spine Terminal Pt Position,3,1,1,100000003,610000007739,
20796,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000007741,
20798.2,µm,Spine,Spine Terminal Pt Position,6,3,1,100000001,610000007744,
20804.7,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000007746,
20824.9,µm,Spine,Spine Terminal Pt Position,8,4,1,100000002,610000007748,
20821,µm,Spine,Spine Terminal Pt Position,7,5,1,100000002,610000007751,
20801,µm,Spine,Spine Terminal Pt Position,,,1,,610000007753,
20782.1,µm,Spine,Spine Terminal Pt Position,4,2,1,100000000,610000007756,
20792.2,µm,Spine,Spine Terminal Pt Position,13,4,1,100000000,610000007758,
20810.7,µm,Spine,Spine Terminal Pt Position,3,3,1,100000002,610000007761,
20798.4,µm,Spine,Spine Terminal Pt Position,7,3,1,100000001,610000007764,
20800.6,µm,Spine,Spine Terminal Pt Position,3,1,1,100000001,610000007767,
20811.7,µm,Spine,Spine Terminal Pt Position,12,3,1,100000003,610000007769,
20792,µm,Spine,Spine Terminal Pt Position,17,5,1,100000000,610000007771,
20807.7,µm,Spine,Spine Terminal Pt Position,9,2,1,100000001,610000007774,
20800.8,µm,Spine,Spine Terminal Pt Position,,,1,,610000007776,
20812.6,µm,Spine,Spine Terminal Pt Position,4,3,1,100000002,610000007784,
20821.1,µm,Spine,Spine Terminal Pt Position,7,5,1,100000002,610000007787,
20808.9,µm,Spine,Spine Terminal Pt Position,4,2,1,100000002,610000007790,
20807.6,µm,Spine,Spine Terminal Pt Position,8,2,1,100000001,610000007793,
20802.1,µm,Spine,Spine Terminal Pt Position,,,1,,610000007795,
20797.4,µm,Spine,Spine Terminal Pt Position,5,4,1,100000001,610000007798,
20824.2,µm,Spine,Spine Terminal Pt Position,7,3,1,100000002,610000007802,
20814.3,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000007805,
20813.3,µm,Spine,Spine Terminal Pt Position,1,2,1,100000002,610000007807,
20820,µm,Spine,Spine Terminal Pt Position,3,3,1,100000002,610000007809,
20814,µm,Spine,Spine Terminal Pt Position,,,1,,610000007813,
20815.5,µm,Spine,Spine Terminal Pt Position,2,1,1,100000002,610000007819,
20781.5,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000007823,
20801.5,µm,Spine,Spine Terminal Pt Position,,,1,,610000007825,
20781.4,µm,Spine,Spine Terminal Pt Position,,,1,,610000007831,
20802.6,µm,Spine,Spine Terminal Pt Position,7,3,1,100000001,610000007837,
20802.6,µm,Spine,Spine Terminal Pt Position,9,5,1,100000001,610000007841,
20787.9,µm,Spine,Spine Terminal Pt Position,15,3,1,100000000,610000007843,
20807.4,µm,Spine,Spine Terminal Pt Position,8,2,1,100000001,610000007846,
20812.8,µm,Spine,Spine Terminal Pt Position,1,1,1,100000002,610000007849,
20786,µm,Spine,Spine Terminal Pt Position,12,3,1,100000000,610000007851,
20800.6,µm,Spine,Spine Terminal Pt Position,3,1,1,100000001,610000007854,
20809.3,µm,Spine,Spine Terminal Pt Position,7,2,1,100000003,610000007858,
