
Spine Position Z
 ==================== 
Spine Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1389,µm,Spine,Spine Position,13,2,1,100000003,610000007322,
1387.93,µm,Spine,Spine Position,7,3,1,100000001,610000007339,
1388.9,µm,Spine,Spine Position,13,2,1,100000003,610000007347,
1387.98,µm,Spine,Spine Position,5,3,1,100000003,610000007363,
1387.89,µm,Spine,Spine Position,3,1,1,100000001,610000007375,
1388.87,µm,Spine,Spine Position,13,2,1,100000003,610000007382,
1387.91,µm,Spine,Spine Position,3,1,1,100000001,610000007393,
1387.95,µm,Spine,Spine Position,7,3,1,100000001,610000007404,
1387.88,µm,Spine,Spine Position,14,4,1,100000001,610000007415,
1387.99,µm,Spine,Spine Position,5,3,1,100000003,610000007427,
1391.36,µm,Spine,Spine Position,10,5,1,100000001,610000007431,
1387.89,µm,Spine,Spine Position,6,3,1,100000001,610000007440,
1387.9,µm,Spine,Spine Position,3,1,1,100000001,610000007448,
1390.5,µm,Spine,Spine Position,9,2,1,100000003,610000007452,
1388.53,µm,Spine,Spine Position,15,4,1,100000001,610000007457,
1387.99,µm,Spine,Spine Position,2,1,1,100000002,610000007464,
1389.5,µm,Spine,Spine Position,10,3,1,100000000,610000007466,
1388.09,µm,Spine,Spine Position,11,2,1,100000003,610000007472,
1390.82,µm,Spine,Spine Position,5,3,1,100000001,610000007476,
1390.3,µm,Spine,Spine Position,9,4,1,100000000,610000007478,
1391.14,µm,Spine,Spine Position,11,4,1,100000003,610000007480,
1387.89,µm,Spine,Spine Position,3,1,1,100000001,610000007487,
1388.08,µm,Spine,Spine Position,5,3,1,100000003,610000007494,
1390.54,µm,Spine,Spine Position,2,2,1,100000002,610000007499,
1389.62,µm,Spine,Spine Position,7,3,1,100000001,610000007501,
1388.01,µm,Spine,Spine Position,14,4,1,100000001,610000007506,
1388.17,µm,Spine,Spine Position,11,2,1,100000003,610000007510,
1388.26,µm,Spine,Spine Position,7,6,1,100000002,610000007513,
1390.63,µm,Spine,Spine Position,9,2,1,100000003,610000007518,
1389.61,µm,Spine,Spine Position,6,4,1,100000001,610000007520,
1388.41,µm,Spine,Spine Position,11,3,1,100000001,610000007524,
1387.89,µm,Spine,Spine Position,14,4,1,100000001,610000007531,
1389.13,µm,Spine,Spine Position,12,3,1,100000003,610000007534,
1389.91,µm,Spine,Spine Position,13,4,1,100000000,610000007538,
1388.12,µm,Spine,Spine Position,5,3,1,100000003,610000007543,
1390.87,µm,Spine,Spine Position,3,1,1,100000003,610000007546,
1391.45,µm,Spine,Spine Position,2,1,1,100000001,610000007549,
1387.89,µm,Spine,Spine Position,14,4,1,100000001,610000007555,
1388.06,µm,Spine,Spine Position,3,3,1,100000002,610000007558,
1389.94,µm,Spine,Spine Position,8,2,1,100000000,610000007561,
1387.89,µm,Spine,Spine Position,14,4,1,100000001,610000007565,
1391.55,µm,Spine,Spine Position,3,2,1,100000000,610000007567,
1390.65,µm,Spine,Spine Position,2,2,1,100000002,610000007571,
1391.58,µm,Spine,Spine Position,3,2,1,100000001,610000007576,
1389.61,µm,Spine,Spine Position,13,4,1,100000001,610000007580,
1391.53,µm,Spine,Spine Position,0,1,1,100000003,610000007592,
1390.67,µm,Spine,Spine Position,6,1,1,100000003,610000007596,
1389.34,µm,Spine,Spine Position,9,2,1,100000003,610000007600,
1389.05,µm,Spine,Spine Position,7,2,1,100000001,610000007604,
1389.04,µm,Spine,Spine Position,16,7,1,100000000,610000007607,
1390.32,µm,Spine,Spine Position,3,3,1,100000003,610000007609,
1391.18,µm,Spine,Spine Position,5,3,1,100000003,610000007611,
1391.3,µm,Spine,Spine Position,0,1,1,100000002,610000007614,
1389.1,µm,Spine,Spine Position,5,2,1,100000000,610000007617,
1390.64,µm,Spine,Spine Position,5,2,1,100000000,610000007622,
1390.25,µm,Spine,Spine Position,11,7,1,100000001,610000007625,
1388.81,µm,Spine,Spine Position,9,2,1,100000001,610000007627,
1389.8,µm,Spine,Spine Position,9,2,1,100000000,610000007630,
1391.9,µm,Spine,Spine Position,0,1,1,100000003,610000007636,
1389.43,µm,Spine,Spine Position,5,2,1,100000002,610000007639,
1388.98,µm,Spine,Spine Position,13,5,1,100000000,610000007642,
1388.23,µm,Spine,Spine Position,11,2,1,100000003,610000007644,
1387.9,µm,Spine,Spine Position,4,2,1,100000001,610000007650,
1390.47,µm,Spine,Spine Position,6,4,1,100000003,610000007652,
1389.14,µm,Spine,Spine Position,12,3,1,100000000,610000007654,
1390.02,µm,Spine,Spine Position,2,2,1,100000003,610000007658,
1391.87,µm,Spine,Spine Position,0,1,1,100000003,610000007663,
1391.5,µm,Spine,Spine Position,0,1,1,100000002,610000007667,
1390.92,µm,Spine,Spine Position,5,4,1,100000000,610000007670,
1389.56,µm,Spine,Spine Position,5,2,1,100000000,610000007672,
1388.19,µm,Spine,Spine Position,5,3,1,100000003,610000007674,
1391.54,µm,Spine,Spine Position,3,2,1,100000001,610000007679,
1390.1,µm,Spine,Spine Position,17,5,1,100000000,610000007681,
1390.89,µm,Spine,Spine Position,0,1,1,100000002,610000007687,
1389.74,µm,Spine,Spine Position,5,2,1,100000000,610000007691,
1390.87,µm,Spine,Spine Position,2,2,1,100000002,610000007696,
1387.94,µm,Spine,Spine Position,3,1,1,100000001,610000007698,
1388.98,µm,Spine,Spine Position,4,3,1,100000001,610000007700,
1390.36,µm,Spine,Spine Position,2,3,1,100000002,610000007702,
1391.2,µm,Spine,Spine Position,0,1,1,100000002,610000007704,
1390.93,µm,Spine,Spine Position,3,1,1,100000003,610000007708,
1388.63,µm,Spine,Spine Position,5,2,1,100000001,610000007711,
1391.49,µm,Spine,Spine Position,0,1,1,100000002,610000007713,
1388.21,µm,Spine,Spine Position,4,2,1,100000002,610000007715,
1389.31,µm,Spine,Spine Position,16,6,1,100000000,610000007717,
1388.65,µm,Spine,Spine Position,7,2,1,100000001,610000007719,
1391.04,µm,Spine,Spine Position,1,2,1,100000000,610000007721,
1390.6,µm,Spine,Spine Position,6,1,1,100000003,610000007723,
1389.73,µm,Spine,Spine Position,7,2,1,100000001,610000007725,
1390.42,µm,Spine,Spine Position,1,2,1,100000003,610000007728,
1391,µm,Spine,Spine Position,4,1,1,100000003,610000007730,
1389.38,µm,Spine,Spine Position,3,2,1,100000002,610000007732,
1388.17,µm,Spine,Spine Position,12,4,1,100000001,610000007735,
1388.77,µm,Spine,Spine Position,5,3,1,100000001,610000007737,
1390.55,µm,Spine,Spine Position,3,1,1,100000003,610000007739,
1391.57,µm,Spine,Spine Position,2,2,1,100000001,610000007741,
1389.96,µm,Spine,Spine Position,6,3,1,100000001,610000007744,
1390.49,µm,Spine,Spine Position,3,2,1,100000001,610000007746,
1390.71,µm,Spine,Spine Position,8,4,1,100000002,610000007748,
1388.24,µm,Spine,Spine Position,7,5,1,100000002,610000007751,
1390.09,µm,Spine,Spine Position,0,1,1,100000001,610000007754,
1389.35,µm,Spine,Spine Position,4,2,1,100000000,610000007756,
