
Spine Center Intensity Median Ch=2 Img=1
 ==================== 
Spine Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
34.0625,,Spine,2,13,Image 1,2,1,100000003,610000007322,
82.0625,,Spine,2,7,Image 1,3,1,100000001,610000007339,
34.0625,,Spine,2,13,Image 1,2,1,100000003,610000007347,
97.0625,,Spine,2,5,Image 1,3,1,100000003,610000007363,
45.0625,,Spine,2,3,Image 1,1,1,100000001,610000007375,
32.0625,,Spine,2,13,Image 1,2,1,100000003,610000007382,
52.5625,,Spine,2,3,Image 1,1,1,100000001,610000007393,
82.5625,,Spine,2,7,Image 1,3,1,100000001,610000007404,
55.5625,,Spine,2,14,Image 1,4,1,100000001,610000007415,
87.0625,,Spine,2,5,Image 1,3,1,100000003,610000007427,
33.0625,,Spine,2,10,Image 1,5,1,100000001,610000007431,
49.0312,,Spine,2,6,Image 1,3,1,100000001,610000007440,
70.0625,,Spine,2,3,Image 1,1,1,100000001,610000007448,
20.0625,,Spine,2,9,Image 1,2,1,100000003,610000007452,
23.0625,,Spine,2,15,Image 1,4,1,100000001,610000007457,
42.5625,,Spine,2,2,Image 1,1,1,100000002,610000007464,
31.0312,,Spine,2,10,Image 1,3,1,100000000,610000007466,
39.0625,,Spine,2,11,Image 1,2,1,100000003,610000007472,
15.0625,,Spine,2,5,Image 1,3,1,100000001,610000007476,
10.0156,,Spine,2,9,Image 1,4,1,100000000,610000007478,
60.0625,,Spine,2,11,Image 1,4,1,100000003,610000007480,
71.5625,,Spine,2,3,Image 1,1,1,100000001,610000007487,
84.0625,,Spine,2,5,Image 1,3,1,100000003,610000007494,
34.0625,,Spine,2,2,Image 1,2,1,100000002,610000007499,
37.0312,,Spine,2,7,Image 1,3,1,100000001,610000007501,
49.0625,,Spine,2,14,Image 1,4,1,100000001,610000007506,
27.0625,,Spine,2,11,Image 1,2,1,100000003,610000007510,
22.5312,,Spine,2,7,Image 1,6,1,100000002,610000007513,
42.5625,,Spine,2,9,Image 1,2,1,100000003,610000007518,
47.0312,,Spine,2,6,Image 1,4,1,100000001,610000007520,
36.0312,,Spine,2,11,Image 1,3,1,100000001,610000007524,
62.0625,,Spine,2,14,Image 1,4,1,100000001,610000007531,
30.5312,,Spine,2,12,Image 1,3,1,100000003,610000007534,
39.0312,,Spine,2,13,Image 1,4,1,100000000,610000007538,
74.0625,,Spine,2,5,Image 1,3,1,100000003,610000007543,
38.5625,,Spine,2,3,Image 1,1,1,100000003,610000007546,
37.0625,,Spine,2,2,Image 1,1,1,100000001,610000007549,
63.0625,,Spine,2,14,Image 1,4,1,100000001,610000007555,
73.5312,,Spine,2,3,Image 1,3,1,100000002,610000007558,
31.5039,,Spine,2,8,Image 1,2,1,100000000,610000007561,
58.0312,,Spine,2,14,Image 1,4,1,100000001,610000007565,
37.0312,,Spine,2,3,Image 1,2,1,100000000,610000007567,
45.0312,,Spine,2,2,Image 1,2,1,100000002,610000007571,
50.5312,,Spine,2,3,Image 1,2,1,100000001,610000007576,
38.0156,,Spine,2,13,Image 1,4,1,100000001,610000007580,
125.625,,Spine,2,0,Image 1,1,1,100000003,610000007592,
49.0312,,Spine,2,6,Image 1,1,1,100000003,610000007596,
47.0312,,Spine,2,9,Image 1,2,1,100000003,610000007600,
69.0625,,Spine,2,7,Image 1,2,1,100000001,610000007604,
33.0625,,Spine,2,16,Image 1,7,1,100000000,610000007607,
22.0625,,Spine,2,3,Image 1,3,1,100000003,610000007609,
65.0625,,Spine,2,5,Image 1,3,1,100000003,610000007611,
48.5625,,Spine,2,0,Image 1,1,1,100000002,610000007614,
47.0312,,Spine,2,5,Image 1,2,1,100000000,610000007617,
53.0312,,Spine,2,5,Image 1,2,1,100000000,610000007622,
30.5625,,Spine,2,11,Image 1,7,1,100000001,610000007625,
45.0625,,Spine,2,9,Image 1,2,1,100000001,610000007627,
52.0625,,Spine,2,9,Image 1,2,1,100000000,610000007630,
76.5312,,Spine,2,0,Image 1,1,1,100000003,610000007636,
17.125,,Spine,2,5,Image 1,2,1,100000002,610000007639,
53.0312,,Spine,2,13,Image 1,5,1,100000000,610000007642,
44.0312,,Spine,2,11,Image 1,2,1,100000003,610000007644,
47.0625,,Spine,2,4,Image 1,2,1,100000001,610000007650,
20.0312,,Spine,2,6,Image 1,4,1,100000003,610000007652,
17.0625,,Spine,2,12,Image 1,3,1,100000000,610000007654,
65.0312,,Spine,2,2,Image 1,2,1,100000003,610000007658,
67.0312,,Spine,2,0,Image 1,1,1,100000003,610000007663,
33.0312,,Spine,2,0,Image 1,1,1,100000002,610000007667,
25.0078,,Spine,2,5,Image 1,4,1,100000000,610000007670,
29.0312,,Spine,2,5,Image 1,2,1,100000000,610000007672,
55.0312,,Spine,2,5,Image 1,3,1,100000003,610000007674,
48.0312,,Spine,2,3,Image 1,2,1,100000001,610000007679,
26.0156,,Spine,2,17,Image 1,5,1,100000000,610000007681,
71.0625,,Spine,2,0,Image 1,1,1,100000002,610000007687,
48.0312,,Spine,2,5,Image 1,2,1,100000000,610000007691,
50.5625,,Spine,2,2,Image 1,2,1,100000002,610000007696,
40.0312,,Spine,2,3,Image 1,1,1,100000001,610000007698,
34.0156,,Spine,2,4,Image 1,3,1,100000001,610000007700,
36.0312,,Spine,2,2,Image 1,3,1,100000002,610000007702,
41.0156,,Spine,2,0,Image 1,1,1,100000002,610000007704,
50.0625,,Spine,2,3,Image 1,1,1,100000003,610000007708,
53.0625,,Spine,2,5,Image 1,2,1,100000001,610000007711,
25.0625,,Spine,2,0,Image 1,1,1,100000002,610000007713,
49.0156,,Spine,2,4,Image 1,2,1,100000002,610000007715,
7.0625,,Spine,2,16,Image 1,6,1,100000000,610000007717,
48.0312,,Spine,2,7,Image 1,2,1,100000001,610000007719,
48.0156,,Spine,2,1,Image 1,2,1,100000000,610000007721,
20.0312,,Spine,2,6,Image 1,1,1,100000003,610000007723,
39.0312,,Spine,2,7,Image 1,2,1,100000001,610000007725,
60.5156,,Spine,2,1,Image 1,2,1,100000003,610000007728,
53.0156,,Spine,2,4,Image 1,1,1,100000003,610000007730,
28.125,,Spine,2,3,Image 1,2,1,100000002,610000007732,
37.5312,,Spine,2,12,Image 1,4,1,100000001,610000007735,
34.0078,,Spine,2,5,Image 1,3,1,100000001,610000007737,
65.0625,,Spine,2,3,Image 1,1,1,100000003,610000007739,
47.0312,,Spine,2,2,Image 1,2,1,100000001,610000007741,
57.5625,,Spine,2,6,Image 1,3,1,100000001,610000007744,
33.0312,,Spine,2,3,Image 1,2,1,100000001,610000007746,
39.0078,,Spine,2,8,Image 1,4,1,100000002,610000007748,
42.0625,,Spine,2,7,Image 1,5,1,100000002,610000007751,
61.0312,,Spine,2,0,Image 1,1,1,100000001,610000007754,
31.0078,,Spine,2,4,Image 1,2,1,100000000,610000007756,
27.0156,,Spine,2,13,Image 1,4,1,100000000,610000007758,
46.5625,,Spine,2,3,Image 1,3,1,100000002,610000007761,
56.0625,,Spine,2,7,Image 1,3,1,100000001,610000007764,
54.0156,,Spine,2,3,Image 1,1,1,100000001,610000007767,
45.0625,,Spine,2,12,Image 1,3,1,100000003,610000007769,
44.0078,,Spine,2,17,Image 1,5,1,100000000,610000007771,
25.5625,,Spine,2,9,Image 1,2,1,100000001,610000007774,
106.062,,Spine,2,0,Image 1,1,1,100000003,610000007779,
60.0312,,Spine,2,4,Image 1,3,1,100000002,610000007784,
67.0312,,Spine,2,7,Image 1,5,1,100000002,610000007787,
52.5312,,Spine,2,4,Image 1,2,1,100000002,610000007790,
35.0312,,Spine,2,8,Image 1,2,1,100000001,610000007793,
85.0156,,Spine,2,0,Image 1,1,1,100000003,610000007796,
38.0156,,Spine,2,5,Image 1,4,1,100000001,610000007798,
34.0625,,Spine,2,7,Image 1,3,1,100000002,610000007802,
70.5625,,Spine,2,0,Image 1,1,1,100000002,610000007805,
49.0078,,Spine,2,1,Image 1,2,1,100000002,610000007807,
47.0156,,Spine,2,3,Image 1,3,1,100000002,610000007809,
49.0625,,Spine,2,0,Image 1,1,1,100000002,610000007815,
60.0625,,Spine,2,2,Image 1,1,1,100000002,610000007819,
44.0625,,Spine,2,2,Image 1,2,1,100000000,610000007823,
86.5312,,Spine,2,0,Image 1,1,1,100000003,610000007827,
68.5625,,Spine,2,2,Image 1,2,1,100000000,610000007833,
88.0625,,Spine,2,7,Image 1,3,1,100000001,610000007837,
54.0312,,Spine,2,9,Image 1,5,1,100000001,610000007841,
21.0625,,Spine,2,15,Image 1,3,1,100000000,610000007843,
42.0625,,Spine,2,8,Image 1,2,1,100000001,610000007846,
62.5625,,Spine,2,1,Image 1,1,1,100000002,610000007849,
55.0312,,Spine,2,12,Image 1,3,1,100000000,610000007851,
78.0156,,Spine,2,3,Image 1,1,1,100000001,610000007854,
68.125,,Spine,2,7,Image 1,2,1,100000003,610000007858,
34.0156,,Spine,2,7,Image 1,6,1,100000002,610000007860,
48.5312,,Spine,2,14,Image 1,4,1,100000001,610000007863,
43.0312,,Spine,2,1,Image 1,2,1,100000001,610000007865,
38.0156,,Spine,2,0,Image 1,1,1,100000001,610000007868,
45.0625,,Spine,2,5,Image 1,4,1,100000003,610000007871,
69.0156,,Spine,2,9,Image 1,5,1,100000001,610000007873,
60.0156,,Spine,2,0,Image 1,1,1,100000002,610000007876,
60.0625,,Spine,2,1,Image 1,1,1,100000002,610000007879,
21.0156,,Spine,2,13,Image 1,4,1,100000000,610000007882,
27.0312,,Spine,2,9,Image 1,3,1,100000003,610000007884,
57.0625,,Spine,2,9,Image 1,2,1,100000003,610000007887,
69.0078,,Spine,2,0,Image 1,1,1,100000001,610000007889,
34.0312,,Spine,2,3,Image 1,3,1,100000001,610000007891,
47.0312,,Spine,2,2,Image 1,2,1,100000002,610000007893,
55.5625,,Spine,2,0,Image 1,1,1,100000002,610000007896,
50.0156,,Spine,2,7,Image 1,4,1,100000001,610000007899,
26.0625,,Spine,2,11,Image 1,3,1,100000003,610000007901,
80.0156,,Spine,2,0,Image 1,1,1,100000001,610000007904,
63.0625,,Spine,2,4,Image 1,3,1,100000000,610000007906,
72.0312,,Spine,2,5,Image 1,3,1,100000002,610000007910,
38.0312,,Spine,2,5,Image 1,2,1,100000001,610000007913,
68.0625,,Spine,2,5,Image 1,2,1,100000001,610000007916,
57.0156,,Spine,2,3,Image 1,2,1,100000000,610000007918,
77.0625,,Spine,2,0,Image 1,1,1,100000002,610000007923,
120.062,,Spine,2,0,Image 1,1,1,100000001,610000007928,
62.0625,,Spine,2,4,Image 1,1,1,100000001,610000007932,
91.5039,,Spine,2,0,Image 1,1,1,100000003,610000007935,
37.0312,,Spine,2,13,Image 1,4,1,100000003,610000007938,
57.0312,,Spine,2,14,Image 1,6,1,100000000,610000007942,
44.0625,,Spine,2,5,Image 1,2,1,100000001,610000007945,
54.0312,,Spine,2,8,Image 1,2,1,100000001,610000007947,
64.5312,,Spine,2,0,Image 1,1,1,100000002,610000007951,
47.0156,,Spine,2,4,Image 1,2,1,100000002,610000007953,
68.5312,,Spine,2,6,Image 1,1,1,100000003,610000007956,
61.0312,,Spine,2,3,Image 1,1,1,100000000,610000007958,
37.0625,,Spine,2,4,Image 1,2,1,100000002,610000007961,
100.062,,Spine,2,14,Image 1,4,1,100000001,610000007963,
75.0625,,Spine,2,5,Image 1,3,1,100000003,610000007966,
64.0625,,Spine,2,2,Image 1,2,1,100000003,610000007969,
45.0312,,Spine,2,0,Image 1,1,1,100000003,610000007972,
79.0312,,Spine,2,0,Image 1,1,1,100000002,610000007974,
70.0625,,Spine,2,1,Image 1,1,1,100000001,610000007979,
83.0312,,Spine,2,3,Image 1,2,1,100000001,610000007981,
54.0625,,Spine,2,6,Image 1,2,1,100000001,610000007985,
63.0625,,Spine,2,0,Image 1,1,1,100000001,610000007988,
79.5312,,Spine,2,5,Image 1,2,1,100000000,610000007991,
51.0312,,Spine,2,3,Image 1,2,1,100000000,610000007993,
63.0625,,Spine,2,5,Image 1,2,1,100000001,610000007995,
46.5156,,Spine,2,0,Image 1,1,1,100000001,610000007997,
56.125,,Spine,2,3,Image 1,2,1,100000001,610000008000,
55.5625,,Spine,2,0,Image 1,1,1,100000002,610000008003,
59.0625,,Spine,2,1,Image 1,1,1,100000002,610000008006,
126.016,,Spine,2,0,Image 1,1,1,100000003,610000008012,
62.0625,,Spine,2,4,Image 1,2,1,100000003,610000008015,
93.5078,,Spine,2,0,Image 1,1,1,100000003,610000008020,
51.0078,,Spine,2,2,Image 1,2,1,100000002,610000008024,
53.0625,,Spine,2,17,Image 1,6,1,100000000,610000008029,
54.0625,,Spine,2,6,Image 1,2,1,100000001,610000008031,
90.0312,,Spine,2,3,Image 1,2,1,100000001,610000008034,
121.031,,Spine,2,7,Image 1,3,1,100000001,610000008038,
114.516,,Spine,2,0,Image 1,1,1,100000002,610000008040,
113.508,,Spine,2,0,Image 1,1,1,100000002,610000008046,
32.0625,,Spine,2,11,Image 1,3,1,100000003,610000008049,
39.0156,,Spine,2,2,Image 1,2,1,100000000,610000008051,
71.0078,,Spine,2,7,Image 1,4,1,100000001,610000008054,
58.0312,,Spine,2,17,Image 1,6,1,100000000,610000008058,
47.0625,,Spine,2,0,Image 1,1,1,100000001,610000008060,
62.0625,,Spine,2,6,Image 1,2,1,100000001,610000008064,
73.0156,,Spine,2,3,Image 1,1,1,100000001,610000008066,
28.0625,,Spine,2,10,Image 1,6,1,100000002,610000008068,
73.5312,,Spine,2,2,Image 1,2,1,100000003,610000008072,
51.0078,,Spine,2,10,Image 1,3,1,100000001,610000008076,
51.0625,,Spine,2,4,Image 1,2,1,100000003,610000008078,
88.0312,,Spine,2,7,Image 1,2,1,100000001,610000008080,
176.062,,Spine,2,0,Image 1,1,1,100000003,610000008086,
59.0625,,Spine,2,2,Image 1,1,1,100000000,610000008089,
120.016,,Spine,2,0,Image 1,1,1,100000003,610000008092,
87.0156,,Spine,2,3,Image 1,3,1,100000001,610000008094,
96.0156,,Spine,2,0,Image 1,1,1,100000003,610000008096,
100.016,,Spine,2,0,Image 1,1,1,100000001,610000008100,
56.0156,,Spine,2,0,Image 1,1,1,100000001,610000008102,
70.0156,,Spine,2,0,Image 1,1,1,100000002,610000008105,
119.031,,Spine,2,0,Image 1,1,1,100000001,610000008110,
53.0312,,Spine,2,9,Image 1,2,1,100000003,610000008113,
63.0312,,Spine,2,3,Image 1,1,1,100000001,610000008115,
116.031,,Spine,2,1,Image 1,2,1,100000003,610000008117,
96.0156,,Spine,2,0,Image 1,1,1,100000001,610000008120,
68.5625,,Spine,2,6,Image 1,3,1,100000003,610000008123,
34.0625,,Spine,2,7,Image 1,3,1,100000002,610000008128,
69.0312,,Spine,2,0,Image 1,1,1,100000002,610000008130,
103.002,,Spine,2,0,Image 1,1,1,100000003,610000008132,
93.0312,,Spine,2,0,Image 1,1,1,100000001,610000008137,
76.0312,,Spine,2,0,Image 1,1,1,100000001,610000008141,
87.0625,,Spine,2,4,Image 1,2,1,100000003,610000008143,
97.0312,,Spine,2,5,Image 1,3,1,100000003,610000008145,
67.0156,,Spine,2,7,Image 1,5,1,100000002,610000008147,
85.0156,,Spine,2,0,Image 1,1,1,100000001,610000008149,
112.031,,Spine,2,2,Image 1,2,1,100000000,610000008152,
78.0312,,Spine,2,12,Image 1,3,1,100000000,610000008155,
80.0312,,Spine,2,8,Image 1,5,1,100000001,610000008157,
77.0625,,Spine,2,0,Image 1,1,1,100000003,610000008161,
57.0312,,Spine,2,3,Image 1,2,1,100000000,610000008164,
96.0039,,Spine,2,7,Image 1,3,1,100000001,610000008166,
92.0312,,Spine,2,6,Image 1,3,1,100000002,610000008168,
62.0078,,Spine,2,17,Image 1,5,1,100000000,610000008172,
72.0312,,Spine,2,4,Image 1,2,1,100000002,610000008175,
45.0156,,Spine,2,7,Image 1,4,1,100000001,610000008177,
76.0312,,Spine,2,2,Image 1,2,1,100000003,610000008179,
59.0625,,Spine,2,3,Image 1,2,1,100000002,610000008181,
136.062,,Spine,2,2,Image 1,1,1,100000001,610000008188,
58.0078,,Spine,2,13,Image 1,4,1,100000001,610000008194,
124.504,,Spine,2,0,Image 1,1,1,100000002,610000008197,
108.004,,Spine,2,0,Image 1,1,1,100000003,610000008199,
132.031,,Spine,2,13,Image 1,3,1,100000000,610000008203,
80.0625,,Spine,2,7,Image 1,2,1,100000003,610000008205,
75.0312,,Spine,2,5,Image 1,3,1,100000002,610000008207,
57.0625,,Spine,2,3,Image 1,2,1,100000003,610000008209,
83.0312,,Spine,2,2,Image 1,2,1,100000002,610000008211,
77.0625,,Spine,2,5,Image 1,2,1,100000001,610000008214,
92.0312,,Spine,2,9,Image 1,2,1,100000003,610000008218,
41.0625,,Spine,2,2,Image 1,2,1,100000003,610000008221,
53.0156,,Spine,2,3,Image 1,2,1,100000001,610000008223,
