
Spine Part Volume Head
 ==================== 
Spine Part Volume Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.00435762,µm^3,Spine,Spine Part Volume,14,4,1,100000001,610000007565,
0.00333697,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000007567,
0.00726339,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000007571,
0.0050102,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000007576,
0.0108102,µm^3,Spine,Spine Part Volume,13,4,1,100000001,610000007580,
0.0307083,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000007592,
0.0114962,µm^3,Spine,Spine Part Volume,6,1,1,100000003,610000007596,
0.0102254,µm^3,Spine,Spine Part Volume,9,2,1,100000003,610000007600,
0.020655,µm^3,Spine,Spine Part Volume,7,2,1,100000001,610000007604,
0.00219411,µm^3,Spine,Spine Part Volume,16,7,1,100000000,610000007607,
0.00159852,µm^3,Spine,Spine Part Volume,3,3,1,100000003,610000007609,
0.00358819,µm^3,Spine,Spine Part Volume,5,3,1,100000003,610000007611,
0.0081706,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007614,
0.010819,µm^3,Spine,Spine Part Volume,5,2,1,100000000,610000007617,
0.0107063,µm^3,Spine,Spine Part Volume,5,2,1,100000000,610000007622,
0.0106322,µm^3,Spine,Spine Part Volume,11,7,1,100000001,610000007625,
0.00403779,µm^3,Spine,Spine Part Volume,9,2,1,100000001,610000007627,
0.00433496,µm^3,Spine,Spine Part Volume,9,2,1,100000000,610000007630,
0.604247,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000007636,
0.00112339,µm^3,Spine,Spine Part Volume,5,2,1,100000002,610000007639,
0.00379142,µm^3,Spine,Spine Part Volume,13,5,1,100000000,610000007642,
0.00112339,µm^3,Spine,Spine Part Volume,11,2,1,100000003,610000007644,
0.0054876,µm^3,Spine,Spine Part Volume,4,2,1,100000001,610000007650,
0.00179929,µm^3,Spine,Spine Part Volume,6,4,1,100000003,610000007652,
0.00602064,µm^3,Spine,Spine Part Volume,12,3,1,100000000,610000007654,
0.027273,µm^3,Spine,Spine Part Volume,2,2,1,100000003,610000007658,
0.115609,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000007663,
0.0102779,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007667,
0.0103111,µm^3,Spine,Spine Part Volume,5,4,1,100000000,610000007670,
0.00218596,µm^3,Spine,Spine Part Volume,5,2,1,100000000,610000007672,
0.00379142,µm^3,Spine,Spine Part Volume,5,3,1,100000003,610000007674,
0.0112504,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000007679,
0.0027132,µm^3,Spine,Spine Part Volume,17,5,1,100000000,610000007681,
0.0301389,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007687,
0.00184255,µm^3,Spine,Spine Part Volume,5,2,1,100000000,610000007691,
0.0287688,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000007696,
0.0140396,µm^3,Spine,Spine Part Volume,3,1,1,100000001,610000007698,
0.00112339,µm^3,Spine,Spine Part Volume,4,3,1,100000001,610000007700,
0.00220929,µm^3,Spine,Spine Part Volume,2,3,1,100000002,610000007702,
0.0667806,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007704,
0.00560172,µm^3,Spine,Spine Part Volume,3,1,1,100000003,610000007708,
0.0138142,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000007711,
0.00302106,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007713,
0.0111787,µm^3,Spine,Spine Part Volume,4,2,1,100000002,610000007715,
0.00112339,µm^3,Spine,Spine Part Volume,16,6,1,100000000,610000007717,
0.00162611,µm^3,Spine,Spine Part Volume,7,2,1,100000001,610000007719,
0.00228146,µm^3,Spine,Spine Part Volume,1,2,1,100000000,610000007721,
0.0020653,µm^3,Spine,Spine Part Volume,6,1,1,100000003,610000007723,
0.00333697,µm^3,Spine,Spine Part Volume,7,2,1,100000001,610000007725,
0.00112339,µm^3,Spine,Spine Part Volume,1,2,1,100000003,610000007728,
0.0014763,µm^3,Spine,Spine Part Volume,4,1,1,100000003,610000007730,
0.00278157,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000007732,
0.00112339,µm^3,Spine,Spine Part Volume,12,4,1,100000001,610000007735,
0.00309456,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000007737,
0.002233,µm^3,Spine,Spine Part Volume,3,1,1,100000003,610000007739,
0.00334792,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000007741,
0.00882972,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000007744,
0.00701172,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000007746,
0.00281565,µm^3,Spine,Spine Part Volume,8,4,1,100000002,610000007748,
0.00200443,µm^3,Spine,Spine Part Volume,7,5,1,100000002,610000007751,
0.0337579,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007754,
0.00496097,µm^3,Spine,Spine Part Volume,4,2,1,100000000,610000007756,
0.0196279,µm^3,Spine,Spine Part Volume,13,4,1,100000000,610000007758,
0.00272604,µm^3,Spine,Spine Part Volume,3,3,1,100000002,610000007761,
0.00379142,µm^3,Spine,Spine Part Volume,7,3,1,100000001,610000007764,
0.00842219,µm^3,Spine,Spine Part Volume,3,1,1,100000001,610000007767,
0.00379142,µm^3,Spine,Spine Part Volume,12,3,1,100000003,610000007769,
0.00266225,µm^3,Spine,Spine Part Volume,17,5,1,100000000,610000007771,
0.00554968,µm^3,Spine,Spine Part Volume,9,2,1,100000001,610000007774,
0.00766384,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000007779,
0.00559928,µm^3,Spine,Spine Part Volume,4,3,1,100000002,610000007784,
0.001601,µm^3,Spine,Spine Part Volume,7,5,1,100000002,610000007787,
0.00183852,µm^3,Spine,Spine Part Volume,4,2,1,100000002,610000007790,
0.00541171,µm^3,Spine,Spine Part Volume,8,2,1,100000001,610000007793,
0.0346661,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000007796,
0.00112339,µm^3,Spine,Spine Part Volume,5,4,1,100000001,610000007798,
0.010576,µm^3,Spine,Spine Part Volume,7,3,1,100000002,610000007802,
0.00297194,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007805,
0.00654068,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000007807,
0.00289944,µm^3,Spine,Spine Part Volume,3,3,1,100000002,610000007809,
0.089509,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007815,
0.00850016,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000007819,
0.0244649,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000007823,
0.564732,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000007827,
0.00830835,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000007833,
0.0117688,µm^3,Spine,Spine Part Volume,7,3,1,100000001,610000007837,
0.00170313,µm^3,Spine,Spine Part Volume,9,5,1,100000001,610000007841,
0.0143575,µm^3,Spine,Spine Part Volume,15,3,1,100000000,610000007843,
0.00272257,µm^3,Spine,Spine Part Volume,8,2,1,100000001,610000007846,
0.0125458,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000007849,
0.0062871,µm^3,Spine,Spine Part Volume,12,3,1,100000000,610000007851,
0.00264652,µm^3,Spine,Spine Part Volume,3,1,1,100000001,610000007854,
0.00638645,µm^3,Spine,Spine Part Volume,7,2,1,100000003,610000007858,
0.00112339,µm^3,Spine,Spine Part Volume,7,6,1,100000002,610000007860,
0.00398845,µm^3,Spine,Spine Part Volume,14,4,1,100000001,610000007863,
0.00891123,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000007865,
0.0845869,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007868,
0.00112339,µm^3,Spine,Spine Part Volume,5,4,1,100000003,610000007871,
0.00482046,µm^3,Spine,Spine Part Volume,9,5,1,100000001,610000007873,
0.277535,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007876,
0.00950727,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000007879,
0.00329019,µm^3,Spine,Spine Part Volume,13,4,1,100000000,610000007882,
0.00112339,µm^3,Spine,Spine Part Volume,9,3,1,100000003,610000007884,
0.018978,µm^3,Spine,Spine Part Volume,9,2,1,100000003,610000007887,
0.00910252,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007889,
0.00112339,µm^3,Spine,Spine Part Volume,3,3,1,100000001,610000007891,
0.00367417,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000007893,
0.00619698,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007896,
0.00125289,µm^3,Spine,Spine Part Volume,7,4,1,100000001,610000007899,
0.0118728,µm^3,Spine,Spine Part Volume,11,3,1,100000003,610000007901,
0.0491317,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007904,
0.00226013,µm^3,Spine,Spine Part Volume,4,3,1,100000000,610000007906,
0.00124011,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000007910,
0.00173498,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000007913,
0.001751,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000007916,
0.00441522,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000007918,
0.0513411,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007923,
0.00428714,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007928,
0.00510164,µm^3,Spine,Spine Part Volume,4,1,1,100000001,610000007932,
0.0346661,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000007935,
0.0154994,µm^3,Spine,Spine Part Volume,13,4,1,100000003,610000007938,
0.00894428,µm^3,Spine,Spine Part Volume,14,6,1,100000000,610000007942,
0.0083978,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000007945,
0.00188118,µm^3,Spine,Spine Part Volume,8,2,1,100000001,610000007947,
0.0166669,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007951,
0.00909281,µm^3,Spine,Spine Part Volume,4,2,1,100000002,610000007953,
0.00937312,µm^3,Spine,Spine Part Volume,6,1,1,100000003,610000007956,
0.0072176,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000007958,
0.00188118,µm^3,Spine,Spine Part Volume,4,2,1,100000002,610000007961,
0.00302589,µm^3,Spine,Spine Part Volume,14,4,1,100000001,610000007963,
0.00602064,µm^3,Spine,Spine Part Volume,5,3,1,100000003,610000007966,
0.00695868,µm^3,Spine,Spine Part Volume,2,2,1,100000003,610000007969,
0.00134086,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000007972,
0.0825355,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007974,
0.012668,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000007979,
0.00962553,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000007981,
0.014427,µm^3,Spine,Spine Part Volume,6,2,1,100000001,610000007985,
0.237567,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007988,
0.0106912,µm^3,Spine,Spine Part Volume,5,2,1,100000000,610000007991,
0.00112339,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000007993,
0.0142552,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000007995,
0.123378,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007997,
0.00161303,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000008000,
0.00112339,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000008003,
0.0200682,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000008006,
0.0301958,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000008012,
0.00314724,µm^3,Spine,Spine Part Volume,4,2,1,100000003,610000008015,
0.312586,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000008020,
0.00694035,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000008024,
0.00450156,µm^3,Spine,Spine Part Volume,17,6,1,100000000,610000008029,
0.00112339,µm^3,Spine,Spine Part Volume,6,2,1,100000001,610000008031,
0.00112339,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000008034,
0.0058333,µm^3,Spine,Spine Part Volume,7,3,1,100000001,610000008038,
0.027012,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000008040,
0.180324,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000008046,
0.00202505,µm^3,Spine,Spine Part Volume,11,3,1,100000003,610000008049,
0.00905055,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000008051,
0.00489811,µm^3,Spine,Spine Part Volume,7,4,1,100000001,610000008054,
0.0046137,µm^3,Spine,Spine Part Volume,17,6,1,100000000,610000008058,
0.00686731,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000008060,
0.0116445,µm^3,Spine,Spine Part Volume,6,2,1,100000001,610000008064,
0.00842819,µm^3,Spine,Spine Part Volume,3,1,1,100000001,610000008066,
0.00287992,µm^3,Spine,Spine Part Volume,10,6,1,100000002,610000008068,
0.00379142,µm^3,Spine,Spine Part Volume,2,2,1,100000003,610000008072,
0.00425561,µm^3,Spine,Spine Part Volume,10,3,1,100000001,610000008076,
0.00346073,µm^3,Spine,Spine Part Volume,4,2,1,100000003,610000008078,
0.0119928,µm^3,Spine,Spine Part Volume,7,2,1,100000001,610000008080,
0.0127766,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000008086,
0.00961641,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000008089,
0.00191687,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000008092,
0.0190208,µm^3,Spine,Spine Part Volume,3,3,1,100000001,610000008094,
0.0227065,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000008096,
0.00494653,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000008100,
0.0037284,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000008102,
0.00853854,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000008105,
0.15058,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000008110,
0.0064131,µm^3,Spine,Spine Part Volume,9,2,1,100000003,610000008113,
0.00112339,µm^3,Spine,Spine Part Volume,3,1,1,100000001,610000008115,
0.00450926,µm^3,Spine,Spine Part Volume,1,2,1,100000003,610000008117,
0.015745,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000008120,
0.00842863,µm^3,Spine,Spine Part Volume,6,3,1,100000003,610000008123,
0.00734401,µm^3,Spine,Spine Part Volume,7,3,1,100000002,610000008128,
0.00641532,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000008130,
0.0344736,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000008132,
0.0605438,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000008137,
0.00604751,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000008141,
0.00345056,µm^3,Spine,Spine Part Volume,4,2,1,100000003,610000008143,
0.00273672,µm^3,Spine,Spine Part Volume,5,3,1,100000003,610000008145,
0.0284486,µm^3,Spine,Spine Part Volume,7,5,1,100000002,610000008147,
0.00625206,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000008149,
0.00830835,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000008152,
0.00307226,µm^3,Spine,Spine Part Volume,12,3,1,100000000,610000008155,
0.00423227,µm^3,Spine,Spine Part Volume,8,5,1,100000001,610000008157,
0.0601559,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000008161,
0.00379143,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000008164,
0.00494779,µm^3,Spine,Spine Part Volume,7,3,1,100000001,610000008166,
0.00636802,µm^3,Spine,Spine Part Volume,6,3,1,100000002,610000008168,
0.0060924,µm^3,Spine,Spine Part Volume,17,5,1,100000000,610000008172,
0.00603024,µm^3,Spine,Spine Part Volume,4,2,1,100000002,610000008175,
0.00221858,µm^3,Spine,Spine Part Volume,7,4,1,100000001,610000008177,
0.014145,µm^3,Spine,Spine Part Volume,2,2,1,100000003,610000008179,
0.00301888,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000008181,
0.00172433,µm^3,Spine,Spine Part Volume,2,1,1,100000001,610000008188,
0.0425897,µm^3,Spine,Spine Part Volume,13,4,1,100000001,610000008194,
0.0211312,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000008197,
0.137965,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000008199,
0.00112339,µm^3,Spine,Spine Part Volume,13,3,1,100000000,610000008203,
0.00539834,µm^3,Spine,Spine Part Volume,7,2,1,100000003,610000008205,
0.00654717,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000008207,
0.0127265,µm^3,Spine,Spine Part Volume,3,2,1,100000003,610000008209,
0.00335492,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000008211,
0.00258876,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000008214,
0.00379142,µm^3,Spine,Spine Part Volume,9,2,1,100000003,610000008218,
0.00248454,µm^3,Spine,Spine Part Volume,2,2,1,100000003,610000008221,
0.0211741,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000008223,
0.0407072,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000008226,
0.0404906,µm^3,Spine,Spine Part Volume,13,4,1,100000001,610000008228,
0.18966,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000008231,
0.00241578,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000008238,
0.0751515,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000008242,
0.00510395,µm^3,Spine,Spine Part Volume,10,2,1,100000003,610000008245,
0.0106794,µm^3,Spine,Spine Part Volume,3,2,1,100000003,610000008248,
0.0114248,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000008250,
0.0189423,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000008256,
0.0410937,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000008259,
0.0306602,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000008261,
0.0627323,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000008267,
0.0800585,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000008277,
0.0802631,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000008285,
0.0623946,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000008308,
0.0105387,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000008311,
0.0192504,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000008314,
0.0863613,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000008325,
0.0193056,µm^3,Spine,Spine Part Volume,2,1,1,100000001,610000008369,
0.00112339,µm^3,Spine,Spine Part Volume,13,4,1,100000000,610000008412,
0.0132708,µm^3,Spine,Spine Part Volume,12,4,1,100000000,610000008413,
0.0134166,µm^3,Spine,Spine Part Volume,12,4,1,100000000,610000008414,
0.00316277,µm^3,Spine,Spine Part Volume,10,3,1,100000000,610000008415,
0.0505552,µm^3,Spine,Spine Part Volume,7,2,1,100000000,610000008416,
0.0111527,µm^3,Spine,Spine Part Volume,7,2,1,100000000,610000008417,
0.00484432,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000008418,
0.00204452,µm^3,Spine,Spine Part Volume,16,5,1,100000000,610000008419,
0.00728805,µm^3,Spine,Spine Part Volume,15,4,1,100000000,610000008420,
0.0121218,µm^3,Spine,Spine Part Volume,15,3,1,100000000,610000008421,
0.0107797,µm^3,Spine,Spine Part Volume,15,3,1,100000000,610000008422,
0.00292036,µm^3,Spine,Spine Part Volume,11,2,1,100000000,610000008423,
0.0166794,µm^3,Spine,Spine Part Volume,12,4,1,100000000,610000008425,
0.0137196,µm^3,Spine,Spine Part Volume,11,4,1,100000000,610000008426,
0.0108233,µm^3,Spine,Spine Part Volume,17,6,1,100000000,610000008427,
0.0136822,µm^3,Spine,Spine Part Volume,17,6,1,100000000,610000008428,
0.0220829,µm^3,Spine,Spine Part Volume,15,5,1,100000000,610000008429,
0.0346257,µm^3,Spine,Spine Part Volume,13,4,1,100000000,610000008430,
0.00714535,µm^3,Spine,Spine Part Volume,14,6,1,100000000,610000008431,
0.00368383,µm^3,Spine,Spine Part Volume,12,4,1,100000000,610000008432,
0.0121398,µm^3,Spine,Spine Part Volume,11,4,1,100000000,610000008433,
0.0173973,µm^3,Spine,Spine Part Volume,11,4,1,100000000,610000008434,
0.0253565,µm^3,Spine,Spine Part Volume,10,3,1,100000000,610000008435,
0.00979508,µm^3,Spine,Spine Part Volume,7,3,1,100000000,610000008436,
0.0182277,µm^3,Spine,Spine Part Volume,5,1,1,100000000,610000008437,
0.00802945,µm^3,Spine,Spine Part Volume,5,2,1,100000000,610000008438,
0.026062,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000008439,
0.00158516,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000008440,
0.0150249,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000008441,
0.0152885,µm^3,Spine,Spine Part Volume,4,3,1,100000000,610000008442,
0.00739728,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000008443,
0.00740513,µm^3,Spine,Spine Part Volume,3,3,1,100000000,610000008444,
0.0041022,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000008445,
0.0131657,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000008446,
0.00122746,µm^3,Spine,Spine Part Volume,18,6,1,100000001,610000008447,
0.0143673,µm^3,Spine,Spine Part Volume,15,4,1,100000001,610000008448,
0.00605668,µm^3,Spine,Spine Part Volume,15,3,1,100000001,610000008449,
0.00140165,µm^3,Spine,Spine Part Volume,11,3,1,100000001,610000008450,
0.00221248,µm^3,Spine,Spine Part Volume,9,3,1,100000001,610000008451,
0.00362105,µm^3,Spine,Spine Part Volume,8,2,1,100000001,610000008452,
0.00711196,µm^3,Spine,Spine Part Volume,8,2,1,100000001,610000008453,
0.00985933,µm^3,Spine,Spine Part Volume,8,2,1,100000001,610000008454,
0.0179146,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000008455,
0.0190804,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000008456,
0.00804837,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000008457,
0.0761993,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000008458,
0.0299042,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000008459,
0.00731554,µm^3,Spine,Spine Part Volume,3,1,1,100000001,610000008460,
0.0356251,µm^3,Spine,Spine Part Volume,2,1,1,100000001,610000008461,
0.00722154,µm^3,Spine,Spine Part Volume,10,4,1,100000001,610000008462,
0.0132152,µm^3,Spine,Spine Part Volume,9,5,1,100000001,610000008463,
0.00740513,µm^3,Spine,Spine Part Volume,7,3,1,100000001,610000008464,
0.0045021,µm^3,Spine,Spine Part Volume,7,2,1,100000001,610000008465,
0.0120866,µm^3,Spine,Spine Part Volume,10,6,1,100000001,610000008466,
0.0116725,µm^3,Spine,Spine Part Volume,8,6,1,100000001,610000008467,
0.0043795,µm^3,Spine,Spine Part Volume,7,4,1,100000001,610000008468,
0.00415731,µm^3,Spine,Spine Part Volume,7,4,1,100000001,610000008469,
0.0125404,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000008470,
0.00967409,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000008471,
0.00379142,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000008472,
0.0225532,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000008473,
0.0303314,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000008474,
0.0162691,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000008475,
0.00903897,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000008476,
0.00807395,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000008477,
0.00762671,µm^3,Spine,Spine Part Volume,6,2,1,100000001,610000008478,
0.0013774,µm^3,Spine,Spine Part Volume,6,2,1,100000001,610000008479,
0.00112339,µm^3,Spine,Spine Part Volume,7,2,1,100000001,610000008480,
0.0278327,µm^3,Spine,Spine Part Volume,6,2,1,100000001,610000008481,
0.00302016,µm^3,Spine,Spine Part Volume,7,5,1,100000001,610000008482,
0.00626939,µm^3,Spine,Spine Part Volume,7,5,1,100000001,610000008483,
0.00656038,µm^3,Spine,Spine Part Volume,7,4,1,100000001,610000008484,
0.00259605,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000008485,
