
Spine Part Min Diameter Ground
 ==================== 
Spine Part Min Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.416667,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000003165,
0.416667,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003178,
1.60343,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003189,
0.416667,µm,Spine,Spine Part Min Diameter,5,4,1,100000000,610000003198,
0.416667,µm,Spine,Spine Part Min Diameter,5,4,1,100000000,610000003206,
0.416667,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003211,
0.416667,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003217,
0.584973,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000003225,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003230,
0.461597,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003240,
0.461597,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003249,
0.461597,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003255,
0.546875,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003258,
0.615887,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003261,
0.625,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003264,
0.475456,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000003268,
1.04445,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003270,
0.615887,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003272,
1.04167,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003275,
1.38672,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000003278,
0.856655,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003282,
1.04167,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000003285,
0.62244,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003290,
0.913499,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003292,
0.990379,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003297,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003299,
0.677962,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003302,
0.735886,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003306,
0.992969,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003309,
1.06597,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003312,
0.900166,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000003327,
0.625,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003328,
0.480686,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003332,
0.712117,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000003333,
1.40544,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003334,
1.6276,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003335,
0.756876,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003337,
0.863212,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003339,
1.04167,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000003341,
1.0497,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003342,
0.741239,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003343,
0.588981,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003344,
0.886383,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003345,
0.549243,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003346,
1.03121,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003347,
1.22751,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003348,
1.1497,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000003349,
0.756716,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000003350,
1.13197,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003351,
