
Soma Center of Image Mass Ch=4 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
-14489.2,24103.3,1462.35,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000000,800000000,
-14525.3,24135.4,1472.44,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000001,800000001,
-14565.5,24168.8,1454.58,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000002,800000002,
