
Segment Mean Diameter
 ==================== 
Segment Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
1.00145,µm,Segment,3,1,1,100000002,510000000021,
0.666034,µm,Segment,2,1,1,100000002,510000000051,
0.861881,µm,Segment,1,1,1,100000002,510000000069,
0.63836,µm,Segment,0,1,1,100000002,510000000074,
0.917563,µm,Segment,3,2,1,100000002,510000000088,
0.424243,µm,Segment,3,3,1,100000000,510000000100,
0.463763,µm,Segment,2,2,1,100000000,510000000165,
0.753129,µm,Segment,1,1,1,100000000,510000000171,
0.828894,µm,Segment,0,1,1,100000000,510000000255,
0.614897,µm,Segment,2,3,1,100000000,510000000285,
0.64129,µm,Segment,1,2,1,100000000,510000000320,
0.736524,µm,Segment,6,4,1,100000001,510000000346,
1.03625,µm,Segment,5,3,1,100000001,510000000357,
0.51043,µm,Segment,4,2,1,100000001,510000000418,
0.905568,µm,Segment,3,1,1,100000001,510000000422,
0.966919,µm,Segment,2,1,1,100000001,510000000448,
1.14138,µm,Segment,1,1,1,100000001,510000000455,
1.32908,µm,Segment,0,1,1,100000001,510000000465,
1.00024,µm,Segment,3,2,1,100000000,510000000529,
1.01337,µm,Segment,2,2,1,100000000,510000000541,
1.6998,µm,Segment,1,1,1,100000000,510000000560,
1.45944,µm,Segment,0,1,1,100000000,510000000594,
0.941239,µm,Segment,4,2,1,100000001,510000000615,
0.489343,µm,Segment,3,2,1,100000001,510000000674,
0.629606,µm,Segment,2,2,1,100000001,510000000703,
0.669158,µm,Segment,4,3,1,100000001,510000000718,
0.936726,µm,Segment,4,3,1,100000001,510000000733,
0.881186,µm,Segment,3,3,1,100000000,510000000754,
0.734641,µm,Segment,2,3,1,100000000,510000000761,
0.880069,µm,Segment,1,2,1,100000000,510000000898,
1.29702,µm,Segment,0,1,1,100000000,510000000909,
0.722623,µm,Segment,3,2,1,100000000,510000000924,
0.713078,µm,Segment,4,2,1,100000002,510000000958,
0.880702,µm,Segment,3,1,1,100000002,510000000982,
1.04084,µm,Segment,2,1,1,100000002,510000000990,
1.28083,µm,Segment,1,1,1,100000002,510000001000,
0.905461,µm,Segment,0,1,1,100000002,510000001065,
0.895703,µm,Segment,6,3,1,100000001,510000001092,
1.42743,µm,Segment,6,2,1,100000001,510000001103,
1.06142,µm,Segment,5,2,1,100000001,510000001112,
1.01594,µm,Segment,6,3,1,100000001,510000001114,
0.659505,µm,Segment,2,1,1,100000000,510000001152,
0.637394,µm,Segment,6,3,1,100000002,510000001178,
0.972808,µm,Segment,5,2,1,100000002,510000001210,
1.0063,µm,Segment,3,2,1,100000002,510000001246,
1.01509,µm,Segment,2,2,1,100000002,510000001259,
0.780652,µm,Segment,1,2,1,100000002,510000001273,
0.553715,µm,Segment,0,1,1,100000002,510000001337,
0.811951,µm,Segment,2,2,1,100000000,510000001339,
0.840404,µm,Segment,5,4,1,100000002,510000001346,
0.589712,µm,Segment,4,3,1,100000002,510000001407,
0.620768,µm,Segment,7,5,1,100000002,510000001416,
0.79364,µm,Segment,6,4,1,100000002,510000001436,
0.993784,µm,Segment,5,3,1,100000002,510000001443,
0.870166,µm,Segment,6,3,1,100000002,510000001463,
0.731548,µm,Segment,1,2,1,100000002,510000001566,
0.545022,µm,Segment,3,3,1,100000002,510000001612,
0.569227,µm,Segment,2,2,1,100000002,510000001636,
1.02258,µm,Segment,2,1,1,100000002,510000001681,
1.03288,µm,Segment,1,1,1,100000002,510000001711,
0.863285,µm,Segment,2,2,1,100000002,510000001719,
0.448684,µm,Segment,3,3,1,100000001,510000001755,
0.559655,µm,Segment,1,2,1,100000000,510000001817,
1.01521,µm,Segment,0,1,1,100000000,510000001830,
0.754096,µm,Segment,5,2,1,100000000,510000001888,
0.879435,µm,Segment,4,2,1,100000000,510000001890,
0.863609,µm,Segment,3,2,1,100000000,510000001900,
0.706162,µm,Segment,2,2,1,100000000,510000001919,
1.67274,µm,Segment,0,1,1,100000000,510000001929,
0.69895,µm,Segment,3,3,1,100000000,510000001965,
0.891478,µm,Segment,2,2,1,100000000,510000001980,
0.692834,µm,Segment,3,2,1,100000002,510000002005,
0.618935,µm,Segment,3,4,1,100000000,510000002020,
0.65745,µm,Segment,5,3,1,100000002,510000002030,
1.15817,µm,Segment,5,1,1,100000002,510000002033,
0.885933,µm,Segment,4,1,1,100000002,510000002040,
0.956541,µm,Segment,5,2,1,100000002,510000002042,
0.620344,µm,Segment,3,3,1,100000000,510000002063,
0.718467,µm,Segment,2,2,1,100000000,510000002108,
0.998936,µm,Segment,1,1,1,100000000,510000002113,
0.579031,µm,Segment,6,4,1,100000000,510000002123,
0.736877,µm,Segment,5,3,1,100000000,510000002151,
0.793225,µm,Segment,4,3,1,100000000,510000002165,
0.535965,µm,Segment,3,2,1,100000000,510000002186,
1.16775,µm,Segment,2,1,1,100000000,510000002220,
0.989932,µm,Segment,1,1,1,100000000,510000002237,
1.00234,µm,Segment,0,1,1,100000000,510000002252,
1.04825,µm,Segment,4,2,1,100000000,510000002256,
0.83824,µm,Segment,6,3,1,100000000,510000002258,
0.834263,µm,Segment,6,2,1,100000002,510000002278,
0.865668,µm,Segment,3,2,1,100000002,510000002283,
0.964233,µm,Segment,3,3,1,100000002,510000002285,
0.745622,µm,Segment,5,4,1,100000000,510000002300,
0.84651,µm,Segment,4,3,1,100000000,510000002334,
0.863546,µm,Segment,3,3,1,100000000,510000002342,
0.974817,µm,Segment,5,3,1,100000000,510000002345,
0.818686,µm,Segment,0,1,1,100000000,510000002405,
0.790074,µm,Segment,2,1,1,100000000,510000002417,
0.894599,µm,Segment,2,2,1,100000002,510000002435,
1.41159,µm,Segment,1,1,1,100000002,510000002445,
1.19992,µm,Segment,0,1,1,100000002,510000002506,
0.92954,µm,Segment,3,2,1,100000000,510000002515,
0.731955,µm,Segment,4,3,1,100000000,510000002521,
1.14566,µm,Segment,3,1,1,100000000,510000002527,
0.811205,µm,Segment,2,1,1,100000000,510000002553,
0.937143,µm,Segment,1,1,1,100000000,510000002583,
1.09519,µm,Segment,0,1,1,100000000,510000002603,
1.09636,µm,Segment,3,2,1,100000000,510000002606,
1.08526,µm,Segment,2,1,1,100000002,510000002623,
0.999288,µm,Segment,1,2,1,100000002,510000002627,
0.835668,µm,Segment,3,3,1,100000000,510000002676,
0.959274,µm,Segment,1,1,1,100000000,510000002727,
1.00556,µm,Segment,3,2,1,100000000,510000002763,
1.17306,µm,Segment,2,1,1,100000000,510000002772,
