
Soma Ellipticity (prolate)
 ==================== 
Soma Ellipticity (prolate),Unit,Category,Time,FilamentID,ID,
0.726798,,Soma,1,100000000,800000000,
0.311879,,Soma,1,100000001,800000001,
0.465334,,Soma,1,100000002,800000002,
