
Spine Intensity Median Ch=2 Img=1
 ==================== 
Spine Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0.00195312,,Spine,2,1,Image 1,2,1,100000002,610000003165,
1.00391,,Spine,2,1,Image 1,2,1,100000000,610000003178,
0.00390625,,Spine,2,0,Image 1,1,1,100000000,610000003189,
1.125,,Spine,2,5,Image 1,4,1,100000000,610000003198,
1.0625,,Spine,2,5,Image 1,4,1,100000000,610000003206,
0.00390625,,Spine,2,3,Image 1,3,1,100000000,610000003211,
1.00391,,Spine,2,2,Image 1,1,1,100000000,610000003217,
0.00390625,,Spine,2,4,Image 1,2,1,100000002,610000003225,
0.00390625,,Spine,2,0,Image 1,1,1,100000001,610000003230,
1.00391,,Spine,2,1,Image 1,1,1,100000000,610000003240,
1.00391,,Spine,2,1,Image 1,1,1,100000000,610000003249,
1.00391,,Spine,2,1,Image 1,1,1,100000000,610000003255,
8.0625,,Spine,2,1,Image 1,2,1,100000000,610000003258,
1.00391,,Spine,2,2,Image 1,2,1,100000000,610000003261,
0.00195312,,Spine,2,0,Image 1,1,1,100000001,610000003264,
0.00390625,,Spine,2,2,Image 1,1,1,100000002,610000003268,
0.00195312,,Spine,2,0,Image 1,1,1,100000000,610000003270,
1.00391,,Spine,2,2,Image 1,2,1,100000000,610000003272,
0.00195312,,Spine,2,0,Image 1,1,1,100000000,610000003275,
0.0078125,,Spine,2,2,Image 1,1,1,100000002,610000003278,
0.00195312,,Spine,2,0,Image 1,1,1,100000000,610000003282,
1.00781,,Spine,2,2,Image 1,1,1,100000002,610000003285,
0.000976562,,Spine,2,0,Image 1,1,1,100000000,610000003290,
1.00391,,Spine,2,3,Image 1,3,1,100000000,610000003292,
1.00391,,Spine,2,1,Image 1,2,1,100000000,610000003297,
0.000976562,,Spine,2,0,Image 1,1,1,100000000,610000003299,
1.01562,,Spine,2,0,Image 1,1,1,100000000,610000003302,
0.00195312,,Spine,2,0,Image 1,1,1,100000000,610000003306,
3.00781,,Spine,2,0,Image 1,1,1,100000000,610000003309,
0.00390625,,Spine,2,0,Image 1,1,1,100000002,610000003312,
1.00391,,Spine,2,3,Image 1,3,1,100000000,610000003327,
1.00391,,Spine,2,1,Image 1,2,1,100000000,610000003328,
1.00391,,Spine,2,0,Image 1,1,1,100000000,610000003332,
0.00195312,,Spine,2,3,Image 1,2,1,100000000,610000003333,
0.00195312,,Spine,2,1,Image 1,1,1,100000000,610000003334,
0.00195312,,Spine,2,1,Image 1,1,1,100000000,610000003335,
0.00195312,,Spine,2,2,Image 1,1,1,100000000,610000003337,
0.00195312,,Spine,2,0,Image 1,1,1,100000001,610000003339,
0.00390625,,Spine,2,2,Image 1,1,1,100000002,610000003341,
0.00195312,,Spine,2,0,Image 1,1,1,100000002,610000003342,
0.00390625,,Spine,2,0,Image 1,1,1,100000002,610000003343,
0.00390625,,Spine,2,0,Image 1,1,1,100000002,610000003344,
0.00195312,,Spine,2,0,Image 1,1,1,100000002,610000003345,
0.00195312,,Spine,2,0,Image 1,1,1,100000002,610000003346,
0.00195312,,Spine,2,0,Image 1,1,1,100000002,610000003347,
0.00195312,,Spine,2,0,Image 1,1,1,100000002,610000003348,
0.000976562,,Spine,2,1,Image 1,2,1,100000002,610000003349,
0.000976562,,Spine,2,1,Image 1,2,1,100000002,610000003350,
0.00390625,,Spine,2,0,Image 1,1,1,100000002,610000003351,
