
Segment Intensity Min Ch=1 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1,,Segment,1,3,Image 1,1,1,100000002,510000000021,
0,,Segment,1,2,Image 1,1,1,100000002,510000000051,
1,,Segment,1,1,Image 1,1,1,100000002,510000000069,
22,,Segment,1,0,Image 1,1,1,100000002,510000000074,
5,,Segment,1,3,Image 1,2,1,100000002,510000000088,
5,,Segment,1,3,Image 1,3,1,100000000,510000000100,
0,,Segment,1,2,Image 1,2,1,100000000,510000000165,
0,,Segment,1,1,Image 1,1,1,100000000,510000000171,
0,,Segment,1,0,Image 1,1,1,100000000,510000000255,
0,,Segment,1,2,Image 1,3,1,100000000,510000000285,
0,,Segment,1,1,Image 1,2,1,100000000,510000000320,
1,,Segment,1,6,Image 1,4,1,100000001,510000000346,
4,,Segment,1,5,Image 1,3,1,100000001,510000000357,
0,,Segment,1,4,Image 1,2,1,100000001,510000000418,
4,,Segment,1,3,Image 1,1,1,100000001,510000000422,
2,,Segment,1,2,Image 1,1,1,100000001,510000000448,
4,,Segment,1,1,Image 1,1,1,100000001,510000000455,
8,,Segment,1,0,Image 1,1,1,100000001,510000000465,
1,,Segment,1,3,Image 1,2,1,100000000,510000000529,
3,,Segment,1,2,Image 1,2,1,100000000,510000000541,
2,,Segment,1,1,Image 1,1,1,100000000,510000000560,
0,,Segment,1,0,Image 1,1,1,100000000,510000000594,
3,,Segment,1,4,Image 1,2,1,100000001,510000000615,
0,,Segment,1,3,Image 1,2,1,100000001,510000000674,
1,,Segment,1,2,Image 1,2,1,100000001,510000000703,
6,,Segment,1,4,Image 1,3,1,100000001,510000000718,
8,,Segment,1,4,Image 1,3,1,100000001,510000000733,
0,,Segment,1,3,Image 1,3,1,100000000,510000000754,
1,,Segment,1,2,Image 1,3,1,100000000,510000000761,
1,,Segment,1,1,Image 1,2,1,100000000,510000000898,
6,,Segment,1,0,Image 1,1,1,100000000,510000000909,
3,,Segment,1,3,Image 1,2,1,100000000,510000000924,
0,,Segment,1,4,Image 1,2,1,100000002,510000000958,
1,,Segment,1,3,Image 1,1,1,100000002,510000000982,
8,,Segment,1,2,Image 1,1,1,100000002,510000000990,
1,,Segment,1,1,Image 1,1,1,100000002,510000001000,
6,,Segment,1,0,Image 1,1,1,100000002,510000001065,
2,,Segment,1,6,Image 1,3,1,100000001,510000001092,
2,,Segment,1,6,Image 1,2,1,100000001,510000001103,
4,,Segment,1,5,Image 1,2,1,100000001,510000001112,
13,,Segment,1,6,Image 1,3,1,100000001,510000001114,
0,,Segment,1,2,Image 1,1,1,100000000,510000001152,
2,,Segment,1,6,Image 1,3,1,100000002,510000001178,
1,,Segment,1,5,Image 1,2,1,100000002,510000001210,
1,,Segment,1,3,Image 1,2,1,100000002,510000001246,
7,,Segment,1,2,Image 1,2,1,100000002,510000001259,
1,,Segment,1,1,Image 1,2,1,100000002,510000001273,
0,,Segment,1,0,Image 1,1,1,100000002,510000001337,
4,,Segment,1,2,Image 1,2,1,100000000,510000001339,
3,,Segment,1,5,Image 1,4,1,100000002,510000001346,
0,,Segment,1,4,Image 1,3,1,100000002,510000001407,
7,,Segment,1,7,Image 1,5,1,100000002,510000001416,
2,,Segment,1,6,Image 1,4,1,100000002,510000001436,
4,,Segment,1,5,Image 1,3,1,100000002,510000001443,
3,,Segment,1,6,Image 1,3,1,100000002,510000001463,
0,,Segment,1,1,Image 1,2,1,100000002,510000001566,
0,,Segment,1,3,Image 1,3,1,100000002,510000001612,
0,,Segment,1,2,Image 1,2,1,100000002,510000001636,
0,,Segment,1,2,Image 1,1,1,100000002,510000001681,
1,,Segment,1,1,Image 1,1,1,100000002,510000001711,
7,,Segment,1,2,Image 1,2,1,100000002,510000001719,
0,,Segment,1,3,Image 1,3,1,100000001,510000001755,
0,,Segment,1,1,Image 1,2,1,100000000,510000001817,
4,,Segment,1,0,Image 1,1,1,100000000,510000001830,
0,,Segment,1,5,Image 1,2,1,100000000,510000001888,
7,,Segment,1,4,Image 1,2,1,100000000,510000001890,
2,,Segment,1,3,Image 1,2,1,100000000,510000001900,
1,,Segment,1,2,Image 1,2,1,100000000,510000001919,
3,,Segment,1,0,Image 1,1,1,100000000,510000001929,
3,,Segment,1,3,Image 1,3,1,100000000,510000001965,
3,,Segment,1,2,Image 1,2,1,100000000,510000001980,
2,,Segment,1,3,Image 1,2,1,100000002,510000002005,
0,,Segment,1,3,Image 1,4,1,100000000,510000002020,
0,,Segment,1,5,Image 1,3,1,100000002,510000002030,
4,,Segment,1,5,Image 1,1,1,100000002,510000002033,
5,,Segment,1,4,Image 1,1,1,100000002,510000002040,
5,,Segment,1,5,Image 1,2,1,100000002,510000002042,
0,,Segment,1,3,Image 1,3,1,100000000,510000002063,
1,,Segment,1,2,Image 1,2,1,100000000,510000002108,
7,,Segment,1,1,Image 1,1,1,100000000,510000002113,
2,,Segment,1,6,Image 1,4,1,100000000,510000002123,
1,,Segment,1,5,Image 1,3,1,100000000,510000002151,
5,,Segment,1,4,Image 1,3,1,100000000,510000002165,
0,,Segment,1,3,Image 1,2,1,100000000,510000002186,
