
Spine Part Mean Diameter
 ==================== 
Spine Part Mean Diameter Ground,Spine Part Mean Diameter Head,Spine Part Mean Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1.87422,0.719348,0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003189,
0.718338,0.416667,0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003230,
0.655823,0.749765,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003264,
1.25139,1.00282,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003270,
1.04306,0.867513,0.833333,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003275,
0.872663,0.62244,0.717297,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003282,
0.669868,0.62244,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003290,
0.527547,0.416667,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003299,
1.36606,2.05417,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003302,
0.81246,0.735886,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003306,
1.21633,1.43968,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003309,
1.16759,0.846471,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000003312,
0.656278,0.480686,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003332,
1.2345,0.863212,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003339,
1.09671,1.14371,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000003342,
0.810617,0.879996,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000003343,
0.831087,0.588981,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000003344,
0.994449,0.886383,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000003345,
0.828439,0.549243,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000003346,
1.51449,1.99776,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000003347,
1.2586,1.28969,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000003348,
1.1734,1.13197,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000003351,
0.657157,0.911121,0.936499,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003240,
0.657157,0.972619,0.886837,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003249,
0.699464,0.969112,0.625,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003255,
1.70276,1.40544,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003334,
1.81384,1.6276,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003335,
0.505823,0.584904,0.416667,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000003165,
0.643725,0.442708,0.416667,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000003178,
0.647486,0.833333,0.833333,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000003258,
1.15325,0.625,0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000003297,
0.717499,0.625,0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000003328,
1.20077,1.25184,0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000003349,
0.953209,0.756716,0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000003350,
0.563218,0.680635,0.416667,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000003217,
0.520833,2.35262,1.30817,µm,Spine,Spine Part Mean Diameter,2,1,1,100000002,610000003268,
1.94624,1.36534,0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000002,610000003278,
1.4548,1.85428,0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000002,610000003285,
1.01935,0.756876,0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000003337,
1.10462,1.04167,0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000002,610000003341,
0.665316,0.572917,0.416667,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000003261,
0.665316,0.416667,0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000003272,
0.909594,0.712117,0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000003333,
0.50511,0.438639,0.418524,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000003211,
1.10456,0.700806,0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000003292,
0.959326,0.900166,0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000003327,
0.865628,0.448676,0.457208,µm,Spine,Spine Part Mean Diameter,4,2,1,100000002,610000003225,
0.55685,0.502388,0.417308,µm,Spine,Spine Part Mean Diameter,5,4,1,100000000,610000003198,
0.55685,0.48443,0.416667,µm,Spine,Spine Part Mean Diameter,5,4,1,100000000,610000003206,
