
Segment Position
 ==================== 
Segment Position X,Segment Position Y,Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-14562.7,24167.7,1455.7,µm,Segment,Segment Position,0,1,1,100000002,510000000074,
-14489.8,24093.1,1464.86,µm,Segment,Segment Position,0,1,1,100000000,510000000255,
-14529.2,24132.9,1470.71,µm,Segment,Segment Position,0,1,1,100000001,510000000465,
-14490,24109.1,1467.82,µm,Segment,Segment Position,0,1,1,100000000,510000000594,
-14490.6,24096.9,1457.63,µm,Segment,Segment Position,0,1,1,100000000,510000000909,
-14573.1,24170.6,1453.4,µm,Segment,Segment Position,0,1,1,100000002,510000001065,
-14564.5,24176.2,1453.65,µm,Segment,Segment Position,0,1,1,100000002,510000001337,
-14491.3,24104.9,1458.33,µm,Segment,Segment Position,0,1,1,100000000,510000001830,
-14493.2,24105.4,1468.82,µm,Segment,Segment Position,0,1,1,100000000,510000001929,
-14487.6,24095.9,1458.26,µm,Segment,Segment Position,0,1,1,100000000,510000002252,
-14481.4,24103.8,1454.55,µm,Segment,Segment Position,0,1,1,100000000,510000002405,
-14557.8,24169.4,1458.55,µm,Segment,Segment Position,0,1,1,100000002,510000002506,
-14488.9,24106.8,1456.38,µm,Segment,Segment Position,0,1,1,100000000,510000002603,
-14528.6,24139.4,1474.32,µm,Segment,Segment Position,0,1,1,100000001,510000002847,
-14523.1,24137.1,1473.4,µm,Segment,Segment Position,0,1,1,100000001,510000002883,
-14488.7,24104.6,1467.45,µm,Segment,Segment Position,0,1,1,100000000,510000002897,
-14561.6,24166,1455.86,µm,Segment,Segment Position,1,1,1,100000002,510000000069,
-14491.1,24085.1,1463.21,µm,Segment,Segment Position,1,1,1,100000000,510000000171,
-14528.5,24132.3,1466.97,µm,Segment,Segment Position,1,1,1,100000001,510000000455,
-14488.3,24113.8,1468.48,µm,Segment,Segment Position,1,1,1,100000000,510000000560,
-14576.1,24174.2,1455.63,µm,Segment,Segment Position,1,1,1,100000002,510000001000,
-14562.1,24184.7,1455.11,µm,Segment,Segment Position,1,1,1,100000002,510000001711,
-14493.8,24105.5,1455.99,µm,Segment,Segment Position,1,1,1,100000000,510000002113,
-14486.2,24093,1456.28,µm,Segment,Segment Position,1,1,1,100000000,510000002237,
-14550.7,24170.6,1462.93,µm,Segment,Segment Position,1,1,1,100000002,510000002445,
-14484.4,24110.5,1455.3,µm,Segment,Segment Position,1,1,1,100000000,510000002583,
-14491.2,24090.6,1456.3,µm,Segment,Segment Position,1,1,1,100000000,510000002727,
-14494.3,24105.6,1468.98,µm,Segment,Segment Position,1,1,1,100000000,510000002976,
-14487.1,24082.4,1466.5,µm,Segment,Segment Position,1,2,1,100000000,510000000320,
-14501.4,24088.3,1457.4,µm,Segment,Segment Position,1,2,1,100000000,510000000898,
-14563.3,24183.1,1458,µm,Segment,Segment Position,1,2,1,100000002,510000001273,
-14566.8,24174.9,1468,µm,Segment,Segment Position,1,2,1,100000002,510000001566,
-14494,24111.8,1455.24,µm,Segment,Segment Position,1,2,1,100000000,510000001817,
-14551.3,24169.5,1461.04,µm,Segment,Segment Position,1,2,1,100000002,510000002627,
-14487.9,24109.7,1471.64,µm,Segment,Segment Position,1,2,1,100000000,510000002803,
-14530.4,24132.9,1467.51,µm,Segment,Segment Position,1,2,1,100000001,510000002811,
-14495.1,24104.8,1468.94,µm,Segment,Segment Position,1,2,1,100000000,510000002891,
-14487.2,24108.6,1454.31,µm,Segment,Segment Position,1,2,1,100000000,510000002899,
-14481.4,24094.3,1457.99,µm,Segment,Segment Position,1,2,1,100000000,510000002951,
-14562.4,24167.6,1455.7,µm,Segment,Segment Position,1,2,1,100000002,510000002982,
-14563.4,24161.2,1457.74,µm,Segment,Segment Position,2,1,1,100000002,510000000051,
-14527.7,24132.6,1459.88,µm,Segment,Segment Position,2,1,1,100000001,510000000448,
-14578.4,24175.1,1456.98,µm,Segment,Segment Position,2,1,1,100000002,510000000990,
-14493.5,24083.3,1457.49,µm,Segment,Segment Position,2,1,1,100000000,510000001152,
-14559.8,24191.7,1455.49,µm,Segment,Segment Position,2,1,1,100000002,510000001681,
-14482.5,24092,1454.06,µm,Segment,Segment Position,2,1,1,100000000,510000002220,
-14494,24106.8,1471.24,µm,Segment,Segment Position,2,1,1,100000000,510000002417,
-14479.1,24114.3,1455.68,µm,Segment,Segment Position,2,1,1,100000000,510000002553,
-14549.8,24172.6,1468.01,µm,Segment,Segment Position,2,1,1,100000002,510000002623,
-14486.3,24117.2,1469.19,µm,Segment,Segment Position,2,1,1,100000000,510000002772,
-14494.9,24105.4,1454.54,µm,Segment,Segment Position,2,1,1,100000000,510000002979,
-14490.3,24078.9,1470.57,µm,Segment,Segment Position,2,2,1,100000000,510000000165,
-14485.4,24116.5,1468,µm,Segment,Segment Position,2,2,1,100000000,510000000541,
-14529.9,24128.3,1463.97,µm,Segment,Segment Position,2,2,1,100000001,510000000703,
-14579.5,24174.7,1455.51,µm,Segment,Segment Position,2,2,1,100000002,510000001259,
-14484.6,24078.5,1469.06,µm,Segment,Segment Position,2,2,1,100000000,510000001339,
-14558.8,24162.5,1455.88,µm,Segment,Segment Position,2,2,1,100000002,510000001636,
-14562.2,24187.6,1457.41,µm,Segment,Segment Position,2,2,1,100000002,510000001719,
-14496.5,24106.5,1468.75,µm,Segment,Segment Position,2,2,1,100000000,510000001919,
-14507.7,24074.7,1459.11,µm,Segment,Segment Position,2,2,1,100000000,510000001980,
-14500.1,24105.1,1452.81,µm,Segment,Segment Position,2,2,1,100000000,510000002108,
-14548,24171.4,1463.59,µm,Segment,Segment Position,2,2,1,100000002,510000002435,
-14480.9,24111.6,1455.38,µm,Segment,Segment Position,2,2,1,100000000,510000002885,
-14485.9,24092,1453.42,µm,Segment,Segment Position,2,2,1,100000000,510000002955,
-14484,24076.3,1470.39,µm,Segment,Segment Position,2,3,1,100000000,510000000285,
-14505.6,24075.4,1458.82,µm,Segment,Segment Position,2,3,1,100000000,510000000761,
-14564.6,24159,1461.37,µm,Segment,Segment Position,3,1,1,100000002,510000000021,
-14527.2,24135.3,1455.42,µm,Segment,Segment Position,3,1,1,100000001,510000000422,
-14579.1,24176.4,1461.74,µm,Segment,Segment Position,3,1,1,100000002,510000000982,
-14477.2,24117.6,1455.53,µm,Segment,Segment Position,3,1,1,100000000,510000002527,
-14486.2,24119,1471.87,µm,Segment,Segment Position,3,1,1,100000000,510000002779,
-14478,24092.5,1454.58,µm,Segment,Segment Position,3,1,1,100000000,510000002855,
-14564.3,24158,1460.79,µm,Segment,Segment Position,3,2,1,100000002,510000000088,
-14485,24122.1,1464.14,µm,Segment,Segment Position,3,2,1,100000000,510000000529,
-14536,24124.3,1463.55,µm,Segment,Segment Position,3,2,1,100000001,510000000674,
-14485.9,24071.8,1472.99,µm,Segment,Segment Position,3,2,1,100000000,510000000924,
-14584.7,24176.2,1457.15,µm,Segment,Segment Position,3,2,1,100000002,510000001246,
-14499.4,24106.9,1468.45,µm,Segment,Segment Position,3,2,1,100000000,510000001900,
-14553.9,24160.9,1459.08,µm,Segment,Segment Position,3,2,1,100000002,510000002005,
-14479,24090.4,1454.86,µm,Segment,Segment Position,3,2,1,100000000,510000002186,
-14579.7,24175.1,1458.82,µm,Segment,Segment Position,3,2,1,100000002,510000002283,
-14504.4,24108.5,1454.4,µm,Segment,Segment Position,3,2,1,100000000,510000002515,
-14476.9,24118,1456.35,µm,Segment,Segment Position,3,2,1,100000000,510000002606,
-14482.5,24121.2,1472.55,µm,Segment,Segment Position,3,2,1,100000000,510000002763,
-14508.1,24073.6,1457.01,µm,Segment,Segment Position,3,2,1,100000000,510000002975,
-14527.2,24134.9,1455.69,µm,Segment,Segment Position,3,2,1,100000001,510000002981,
-14487.6,24071.5,1474.07,µm,Segment,Segment Position,3,3,1,100000000,510000000100,
-14502.8,24073.8,1457.97,µm,Segment,Segment Position,3,3,1,100000000,510000000754,
-14552.1,24161,1454.29,µm,Segment,Segment Position,3,3,1,100000002,510000001612,
-14531.9,24122.3,1459.66,µm,Segment,Segment Position,3,3,1,100000001,510000001755,
-14508.4,24071.5,1459.35,µm,Segment,Segment Position,3,3,1,100000000,510000001965,
-14506.1,24105.4,1455.1,µm,Segment,Segment Position,3,3,1,100000000,510000002063,
-14581.3,24175,1455.26,µm,Segment,Segment Position,3,3,1,100000002,510000002285,
-14497.8,24108.6,1469.66,µm,Segment,Segment Position,3,3,1,100000000,510000002342,
-14480.1,24116.3,1466.43,µm,Segment,Segment Position,3,3,1,100000000,510000002676,
-14504.3,24072.5,1458.61,µm,Segment,Segment Position,3,4,1,100000000,510000002020,
-14580.1,24174.8,1467.56,µm,Segment,Segment Position,4,1,1,100000002,510000002040,
-14527.1,24136.4,1454.59,µm,Segment,Segment Position,4,1,1,100000001,510000002958,
-14522,24138.6,1458.42,µm,Segment,Segment Position,4,2,1,100000001,510000000418,
-14540.3,24126.5,1473.63,µm,Segment,Segment Position,4,2,1,100000001,510000000615,
-14582.7,24173,1462.85,µm,Segment,Segment Position,4,2,1,100000002,510000000958,
-14501.5,24106.3,1468.73,µm,Segment,Segment Position,4,2,1,100000000,510000001890,
-14478.7,24087.8,1455.72,µm,Segment,Segment Position,4,2,1,100000000,510000002256,
-14587.8,24178.5,1457.8,µm,Segment,Segment Position,4,2,1,100000002,510000002983,
-14539.3,24125.3,1474.05,µm,Segment,Segment Position,4,3,1,100000001,510000000718,
-14538.4,24128.4,1474.01,µm,Segment,Segment Position,4,3,1,100000001,510000000733,
-14590.4,24172.8,1459,µm,Segment,Segment Position,4,3,1,100000002,510000001407,
-14478.3,24088.7,1453.27,µm,Segment,Segment Position,4,3,1,100000000,510000002165,
-14500.6,24112,1468.94,µm,Segment,Segment Position,4,3,1,100000000,510000002334,
-14501.9,24106.9,1467.76,µm,Segment,Segment Position,4,3,1,100000000,510000002521,
-14497.2,24109.8,1470.43,µm,Segment,Segment Position,4,4,1,100000000,510000002977,
-14579.7,24173.9,1469.42,µm,Segment,Segment Position,5,1,1,100000002,510000002033,
-14517.2,24142.7,1465.48,µm,Segment,Segment Position,5,2,1,100000001,510000001112,
-14590.4,24181.2,1458.51,µm,Segment,Segment Position,5,2,1,100000002,510000001210,
-14503.4,24101.8,1470.42,µm,Segment,Segment Position,5,2,1,100000000,510000001888,
-14579.9,24174.2,1469.72,µm,Segment,Segment Position,5,2,1,100000002,510000002042,
-14515.8,24143.7,1462.01,µm,Segment,Segment Position,5,3,1,100000001,510000000357,
-14595.1,24167.1,1459.84,µm,Segment,Segment Position,5,3,1,100000002,510000001443,
-14588.2,24177.8,1455.64,µm,Segment,Segment Position,5,3,1,100000002,510000002030,
