
Segment Center Number of Voxel Ch=2 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
8,,Segment,2,3,Image 1,1,1,100000002,510000000021,
31,,Segment,2,2,Image 1,1,1,100000002,510000000051,
19,,Segment,2,1,Image 1,1,1,100000002,510000000069,
2,,Segment,2,0,Image 1,1,1,100000002,510000000074,
3,,Segment,2,3,Image 1,2,1,100000002,510000000088,
12,,Segment,2,3,Image 1,3,1,100000000,510000000100,
66,,Segment,2,2,Image 1,2,1,100000000,510000000165,
7,,Segment,2,1,Image 1,1,1,100000000,510000000171,
79,,Segment,2,0,Image 1,1,1,100000000,510000000255,
15,,Segment,2,2,Image 1,3,1,100000000,510000000285,
36,,Segment,2,1,Image 1,2,1,100000000,510000000320,
27,,Segment,2,6,Image 1,4,1,100000001,510000000346,
12,,Segment,2,5,Image 1,3,1,100000001,510000000357,
62,,Segment,2,4,Image 1,2,1,100000001,510000000418,
5,,Segment,2,3,Image 1,1,1,100000001,510000000422,
27,,Segment,2,2,Image 1,1,1,100000001,510000000448,
8,,Segment,2,1,Image 1,1,1,100000001,510000000455,
9,,Segment,2,0,Image 1,1,1,100000001,510000000465,
58,,Segment,2,3,Image 1,2,1,100000000,510000000529,
13,,Segment,2,2,Image 1,2,1,100000000,510000000541,
20,,Segment,2,1,Image 1,1,1,100000000,510000000560,
21,,Segment,2,0,Image 1,1,1,100000000,510000000594,
11,,Segment,2,4,Image 1,2,1,100000001,510000000615,
60,,Segment,2,3,Image 1,2,1,100000001,510000000674,
30,,Segment,2,2,Image 1,2,1,100000001,510000000703,
8,,Segment,2,4,Image 1,3,1,100000001,510000000718,
16,,Segment,2,4,Image 1,3,1,100000001,510000000733,
22,,Segment,2,3,Image 1,3,1,100000000,510000000754,
8,,Segment,2,2,Image 1,3,1,100000000,510000000761,
138,,Segment,2,1,Image 1,2,1,100000000,510000000898,
8,,Segment,2,0,Image 1,1,1,100000000,510000000909,
10,,Segment,2,3,Image 1,2,1,100000000,510000000924,
35,,Segment,2,4,Image 1,2,1,100000002,510000000958,
25,,Segment,2,3,Image 1,1,1,100000002,510000000982,
9,,Segment,2,2,Image 1,1,1,100000002,510000000990,
11,,Segment,2,1,Image 1,1,1,100000002,510000001000,
38,,Segment,2,0,Image 1,1,1,100000002,510000001065,
28,,Segment,2,6,Image 1,3,1,100000001,510000001092,
12,,Segment,2,6,Image 1,2,1,100000001,510000001103,
10,,Segment,2,5,Image 1,2,1,100000001,510000001112,
3,,Segment,2,6,Image 1,3,1,100000001,510000001114,
39,,Segment,2,2,Image 1,1,1,100000000,510000001152,
27,,Segment,2,6,Image 1,3,1,100000002,510000001178,
33,,Segment,2,5,Image 1,2,1,100000002,510000001210,
36,,Segment,2,3,Image 1,2,1,100000002,510000001246,
14,,Segment,2,2,Image 1,2,1,100000002,510000001259,
15,,Segment,2,1,Image 1,2,1,100000002,510000001273,
63,,Segment,2,0,Image 1,1,1,100000002,510000001337,
3,,Segment,2,2,Image 1,2,1,100000000,510000001339,
8,,Segment,2,5,Image 1,4,1,100000002,510000001346,
62,,Segment,2,4,Image 1,3,1,100000002,510000001407,
10,,Segment,2,7,Image 1,5,1,100000002,510000001416,
21,,Segment,2,6,Image 1,4,1,100000002,510000001436,
8,,Segment,2,5,Image 1,3,1,100000002,510000001443,
20,,Segment,2,6,Image 1,3,1,100000002,510000001463,
104,,Segment,2,1,Image 1,2,1,100000002,510000001566,
47,,Segment,2,3,Image 1,3,1,100000002,510000001612,
25,,Segment,2,2,Image 1,2,1,100000002,510000001636,
46,,Segment,2,2,Image 1,1,1,100000002,510000001681,
31,,Segment,2,1,Image 1,1,1,100000002,510000001711,
9,,Segment,2,2,Image 1,2,1,100000002,510000001719,
36,,Segment,2,3,Image 1,3,1,100000001,510000001755,
63,,Segment,2,1,Image 1,2,1,100000000,510000001817,
14,,Segment,2,0,Image 1,1,1,100000000,510000001830,
58,,Segment,2,5,Image 1,2,1,100000000,510000001888,
3,,Segment,2,4,Image 1,2,1,100000000,510000001890,
11,,Segment,2,3,Image 1,2,1,100000000,510000001900,
20,,Segment,2,2,Image 1,2,1,100000000,510000001919,
5,,Segment,2,0,Image 1,1,1,100000000,510000001929,
26,,Segment,2,3,Image 1,3,1,100000000,510000001965,
16,,Segment,2,2,Image 1,2,1,100000000,510000001980,
25,,Segment,2,3,Image 1,2,1,100000002,510000002005,
16,,Segment,2,3,Image 1,4,1,100000000,510000002020,
11,,Segment,2,5,Image 1,3,1,100000002,510000002030,
4,,Segment,2,5,Image 1,1,1,100000002,510000002033,
8,,Segment,2,4,Image 1,1,1,100000002,510000002040,
3,,Segment,2,5,Image 1,2,1,100000002,510000002042,
22,,Segment,2,3,Image 1,3,1,100000000,510000002063,
46,,Segment,2,2,Image 1,2,1,100000000,510000002108,
6,,Segment,2,1,Image 1,1,1,100000000,510000002113,
11,,Segment,2,6,Image 1,4,1,100000000,510000002123,
29,,Segment,2,5,Image 1,3,1,100000000,510000002151,
15,,Segment,2,4,Image 1,3,1,100000000,510000002165,
22,,Segment,2,3,Image 1,2,1,100000000,510000002186,
35,,Segment,2,2,Image 1,1,1,100000000,510000002220,
18,,Segment,2,1,Image 1,1,1,100000000,510000002237,
14,,Segment,2,0,Image 1,1,1,100000000,510000002252,
5,,Segment,2,4,Image 1,2,1,100000000,510000002256,
3,,Segment,2,6,Image 1,3,1,100000000,510000002258,
21,,Segment,2,6,Image 1,2,1,100000002,510000002278,
6,,Segment,2,3,Image 1,2,1,100000002,510000002283,
3,,Segment,2,3,Image 1,3,1,100000002,510000002285,
16,,Segment,2,5,Image 1,4,1,100000000,510000002300,
35,,Segment,2,4,Image 1,3,1,100000000,510000002334,
9,,Segment,2,3,Image 1,3,1,100000000,510000002342,
4,,Segment,2,5,Image 1,3,1,100000000,510000002345,
55,,Segment,2,0,Image 1,1,1,100000000,510000002405,
13,,Segment,2,2,Image 1,1,1,100000000,510000002417,
19,,Segment,2,2,Image 1,2,1,100000002,510000002435,
11,,Segment,2,1,Image 1,1,1,100000002,510000002445,
61,,Segment,2,0,Image 1,1,1,100000002,510000002506,
10,,Segment,2,3,Image 1,2,1,100000000,510000002515,
7,,Segment,2,4,Image 1,3,1,100000000,510000002521,
7,,Segment,2,3,Image 1,1,1,100000000,510000002527,
27,,Segment,2,2,Image 1,1,1,100000000,510000002553,
31,,Segment,2,1,Image 1,1,1,100000000,510000002583,
21,,Segment,2,0,Image 1,1,1,100000000,510000002603,
4,,Segment,2,3,Image 1,2,1,100000000,510000002606,
18,,Segment,2,2,Image 1,1,1,100000002,510000002623,
4,,Segment,2,1,Image 1,2,1,100000002,510000002627,
50,,Segment,2,3,Image 1,3,1,100000000,510000002676,
51,,Segment,2,1,Image 1,1,1,100000000,510000002727,
29,,Segment,2,3,Image 1,2,1,100000000,510000002763,
10,,Segment,2,2,Image 1,1,1,100000000,510000002772,
8,,Segment,2,3,Image 1,1,1,100000000,510000002779,
24,,Segment,2,1,Image 1,2,1,100000000,510000002803,
9,,Segment,2,1,Image 1,2,1,100000001,510000002811,
5,,Segment,2,0,Image 1,1,1,100000001,510000002847,
9,,Segment,2,3,Image 1,1,1,100000000,510000002855,
8,,Segment,2,0,Image 1,1,1,100000001,510000002883,
3,,Segment,2,2,Image 1,2,1,100000000,510000002885,
7,,Segment,2,1,Image 1,2,1,100000000,510000002891,
2,,Segment,2,0,Image 1,1,1,100000000,510000002897,
3,,Segment,2,1,Image 1,2,1,100000000,510000002899,
52,,Segment,2,1,Image 1,2,1,100000000,510000002951,
5,,Segment,2,2,Image 1,2,1,100000000,510000002955,
