
Segment Straightness
 ==================== 
Segment Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.981665,,Segment,3,1,1,100000002,510000000021,
0.91996,,Segment,2,1,1,100000002,510000000051,
0.924957,,Segment,1,1,1,100000002,510000000069,
1,,Segment,0,1,1,100000002,510000000074,
0.975424,,Segment,3,2,1,100000002,510000000088,
0.931472,,Segment,3,3,1,100000000,510000000100,
0.878184,,Segment,2,2,1,100000000,510000000165,
0.981386,,Segment,1,1,1,100000000,510000000171,
0.76252,,Segment,0,1,1,100000000,510000000255,
0.96753,,Segment,2,3,1,100000000,510000000285,
0.841839,,Segment,1,2,1,100000000,510000000320,
0.589513,,Segment,6,4,1,100000001,510000000346,
0.947728,,Segment,5,3,1,100000001,510000000357,
0.908646,,Segment,4,2,1,100000001,510000000418,
0.95773,,Segment,3,1,1,100000001,510000000422,
0.913886,,Segment,2,1,1,100000001,510000000448,
0.975259,,Segment,1,1,1,100000001,510000000455,
0.959293,,Segment,0,1,1,100000001,510000000465,
0.800523,,Segment,3,2,1,100000000,510000000529,
0.950453,,Segment,2,2,1,100000000,510000000541,
0.930655,,Segment,1,1,1,100000000,510000000560,
0.963461,,Segment,0,1,1,100000000,510000000594,
0.86996,,Segment,4,2,1,100000001,510000000615,
0.696366,,Segment,3,2,1,100000001,510000000674,
0.781964,,Segment,2,2,1,100000001,510000000703,
0.691237,,Segment,4,3,1,100000001,510000000718,
0.890088,,Segment,4,3,1,100000001,510000000733,
0.747306,,Segment,3,3,1,100000000,510000000754,
0.942531,,Segment,2,3,1,100000000,510000000761,
0.712789,,Segment,1,2,1,100000000,510000000898,
0.975658,,Segment,0,1,1,100000000,510000000909,
0.734414,,Segment,3,2,1,100000000,510000000924,
0.748324,,Segment,4,2,1,100000002,510000000958,
0.837981,,Segment,3,1,1,100000002,510000000982,
0.980076,,Segment,2,1,1,100000002,510000000990,
0.974631,,Segment,1,1,1,100000002,510000001000,
0.782583,,Segment,0,1,1,100000002,510000001065,
0.932992,,Segment,6,3,1,100000001,510000001092,
0.955894,,Segment,6,2,1,100000001,510000001103,
0.970792,,Segment,5,2,1,100000001,510000001112,
0.996378,,Segment,6,3,1,100000001,510000001114,
0.746795,,Segment,2,1,1,100000000,510000001152,
0.962823,,Segment,6,3,1,100000002,510000001178,
0.960015,,Segment,5,2,1,100000002,510000001210,
0.935407,,Segment,3,2,1,100000002,510000001246,
0.934926,,Segment,2,2,1,100000002,510000001259,
0.987857,,Segment,1,2,1,100000002,510000001273,
0.862899,,Segment,0,1,1,100000002,510000001337,
0.994173,,Segment,2,2,1,100000000,510000001339,
0.994096,,Segment,5,4,1,100000002,510000001346,
0.839108,,Segment,4,3,1,100000002,510000001407,
0.960527,,Segment,7,5,1,100000002,510000001416,
0.920673,,Segment,6,4,1,100000002,510000001436,
0.967454,,Segment,5,3,1,100000002,510000001443,
0.935404,,Segment,6,3,1,100000002,510000001463,
0.709886,,Segment,1,2,1,100000002,510000001566,
0.931803,,Segment,3,3,1,100000002,510000001612,
0.92284,,Segment,2,2,1,100000002,510000001636,
0.961788,,Segment,2,1,1,100000002,510000001681,
0.905203,,Segment,1,1,1,100000002,510000001711,
0.983159,,Segment,2,2,1,100000002,510000001719,
0.954303,,Segment,3,3,1,100000001,510000001755,
0.68869,,Segment,1,2,1,100000000,510000001817,
0.877094,,Segment,0,1,1,100000000,510000001830,
0.544094,,Segment,5,2,1,100000000,510000001888,
0.983885,,Segment,4,2,1,100000000,510000001890,
0.934375,,Segment,3,2,1,100000000,510000001900,
0.973764,,Segment,2,2,1,100000000,510000001919,
0.987708,,Segment,0,1,1,100000000,510000001929,
0.761019,,Segment,3,3,1,100000000,510000001965,
0.649702,,Segment,2,2,1,100000000,510000001980,
0.905592,,Segment,3,2,1,100000002,510000002005,
0.939971,,Segment,3,4,1,100000000,510000002020,
0.986132,,Segment,5,3,1,100000002,510000002030,
0.98069,,Segment,5,1,1,100000002,510000002033,
0.962828,,Segment,4,1,1,100000002,510000002040,
0.991859,,Segment,5,2,1,100000002,510000002042,
0.908496,,Segment,3,3,1,100000000,510000002063,
0.777259,,Segment,2,2,1,100000000,510000002108,
0.995876,,Segment,1,1,1,100000000,510000002113,
0.923275,,Segment,6,4,1,100000000,510000002123,
0.868342,,Segment,5,3,1,100000000,510000002151,
0.684154,,Segment,4,3,1,100000000,510000002165,
0.974595,,Segment,3,2,1,100000000,510000002186,
0.950128,,Segment,2,1,1,100000000,510000002220,
0.88247,,Segment,1,1,1,100000000,510000002237,
0.979074,,Segment,0,1,1,100000000,510000002252,
0.98093,,Segment,4,2,1,100000000,510000002256,
0.981774,,Segment,6,3,1,100000000,510000002258,
0.960573,,Segment,6,2,1,100000002,510000002278,
0.987575,,Segment,3,2,1,100000002,510000002283,
0.999673,,Segment,3,3,1,100000002,510000002285,
0.884068,,Segment,5,4,1,100000000,510000002300,
0.900556,,Segment,4,3,1,100000000,510000002334,
0.964364,,Segment,3,3,1,100000000,510000002342,
0.999423,,Segment,5,3,1,100000000,510000002345,
0.880291,,Segment,0,1,1,100000000,510000002405,
0.957652,,Segment,2,1,1,100000000,510000002417,
0.866986,,Segment,2,2,1,100000002,510000002435,
0.977412,,Segment,1,1,1,100000002,510000002445,
0.7856,,Segment,0,1,1,100000002,510000002506,
0.821873,,Segment,3,2,1,100000000,510000002515,
