
Spine Intensity Mean Ch=2 Img=1
 ==================== 
Spine Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
18.9127,,Spine,2,9,Image 1,3,1,100000000,610000007348,
24.3942,,Spine,2,0,Image 1,1,1,100000004,610000007355,
17.541,,Spine,2,2,Image 1,3,1,100000001,610000007357,
17.24,,Spine,2,9,Image 1,3,1,100000000,610000007362,
46.7213,,Spine,2,0,Image 1,1,1,100000004,610000007364,
44.3511,,Spine,2,11,Image 1,5,1,100000000,610000007366,
17.5672,,Spine,2,9,Image 1,3,1,100000000,610000007370,
42.3262,,Spine,2,0,Image 1,1,1,100000004,610000007372,
15.9714,,Spine,2,10,Image 1,3,1,100000003,610000007375,
28.0174,,Spine,2,0,Image 1,1,1,100000003,610000007385,
17.7344,,Spine,2,9,Image 1,3,1,100000000,610000007388,
45.8176,,Spine,2,0,Image 1,1,1,100000004,610000007392,
68.7971,,Spine,2,0,Image 1,1,1,100000004,610000007395,
35.5667,,Spine,2,19,Image 1,9,1,100000001,610000007397,
48.8036,,Spine,2,9,Image 1,3,1,100000003,610000007399,
46.3731,,Spine,2,1,Image 1,2,1,100000000,610000007404,
42.9623,,Spine,2,7,Image 1,4,1,100000001,610000007410,
24.5366,,Spine,2,0,Image 1,1,1,100000004,610000007413,
41.9429,,Spine,2,5,Image 1,2,1,100000001,610000007417,
39.4928,,Spine,2,11,Image 1,3,1,100000001,610000007422,
41.5854,,Spine,2,12,Image 1,6,1,100000001,610000007425,
64.0634,,Spine,2,9,Image 1,5,1,100000000,610000007432,
25.887,,Spine,2,7,Image 1,1,1,100000000,610000007436,
31.9737,,Spine,2,10,Image 1,4,1,100000000,610000007439,
40.2812,,Spine,2,6,Image 1,3,1,100000003,610000007443,
57.6111,,Spine,2,0,Image 1,1,1,100000003,610000007445,
45.6032,,Spine,2,7,Image 1,1,1,100000000,610000007450,
21.2571,,Spine,2,7,Image 1,3,1,100000003,610000007452,
57.821,,Spine,2,1,Image 1,2,1,100000000,610000007455,
41.0404,,Spine,2,22,Image 1,8,1,100000001,610000007458,
31.2692,,Spine,2,11,Image 1,3,1,100000003,610000007460,
54.6481,,Spine,2,12,Image 1,5,1,100000001,610000007463,
41.5793,,Spine,2,5,Image 1,3,1,100000000,610000007466,
52.8375,,Spine,2,5,Image 1,3,1,100000000,610000007469,
60.6462,,Spine,2,8,Image 1,3,1,100000000,610000007472,
41.803,,Spine,2,3,Image 1,2,1,100000003,610000007474,
33.1091,,Spine,2,3,Image 1,3,1,100000003,610000007476,
38.4426,,Spine,2,5,Image 1,2,1,100000003,610000007479,
38.0602,,Spine,2,4,Image 1,3,1,100000000,610000007481,
34.32,,Spine,2,0,Image 1,1,1,100000001,610000007485,
56.8542,,Spine,2,2,Image 1,3,1,100000003,610000007491,
30.5724,,Spine,2,10,Image 1,2,1,100000003,610000007494,
35.6398,,Spine,2,5,Image 1,2,1,100000003,610000007498,
27.1139,,Spine,2,5,Image 1,2,1,100000003,610000007502,
59.3692,,Spine,2,0,Image 1,1,1,100000003,610000007507,
40.8793,,Spine,2,0,Image 1,1,1,100000004,610000007509,
49.1798,,Spine,2,9,Image 1,3,1,100000000,610000007513,
23.5658,,Spine,2,18,Image 1,7,1,100000000,610000007516,
51.7659,,Spine,2,23,Image 1,8,1,100000001,610000007522,
51.3493,,Spine,2,0,Image 1,1,1,100000003,610000007529,
27.0172,,Spine,2,5,Image 1,4,1,100000003,610000007532,
63.1971,,Spine,2,0,Image 1,1,1,100000004,610000007534,
17.5116,,Spine,2,0,Image 1,1,1,100000004,610000007536,
25.175,,Spine,2,7,Image 1,4,1,100000001,610000007538,
45.7874,,Spine,2,0,Image 1,1,1,100000003,610000007542,
25.1333,,Spine,2,18,Image 1,9,1,100000001,610000007544,
31.4211,,Spine,2,5,Image 1,2,1,100000003,610000007546,
58.1233,,Spine,2,2,Image 1,1,1,100000001,610000007548,
51.7143,,Spine,2,20,Image 1,8,1,100000001,610000007550,
27.7857,,Spine,2,9,Image 1,3,1,100000003,610000007553,
43.6509,,Spine,2,10,Image 1,3,1,100000003,610000007557,
37.8675,,Spine,2,6,Image 1,4,1,100000001,610000007560,
24.1507,,Spine,2,12,Image 1,6,1,100000001,610000007563,
35.6696,,Spine,2,17,Image 1,5,1,100000000,610000007567,
48.2683,,Spine,2,18,Image 1,7,1,100000000,610000007570,
40.6813,,Spine,2,0,Image 1,1,1,100000004,610000007574,
44.1061,,Spine,2,3,Image 1,2,1,100000000,610000007576,
40.3579,,Spine,2,13,Image 1,6,1,100000001,610000007579,
27.6577,,Spine,2,2,Image 1,1,1,100000003,610000007581,
