
Soma Ellipsoid Axis B Y
 ==================== 
Soma Ellipsoid Axis B Y,Unit,Category,Collection,Time,FilamentID,ID,
-0.442846,µm,Soma,Soma Ellipsoid Axis B,1,100000000,800000000,
-0.346204,µm,Soma,Soma Ellipsoid Axis B,1,100000001,800000001,
-0.489368,µm,Soma,Soma Ellipsoid Axis B,1,100000003,800002115,
