
Spine Center Intensity Max Ch=3 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
49,,Spine,3,9,Image 1,3,1,100000000,610000007348,
50,,Spine,3,0,Image 1,1,1,100000004,610000007355,
23,,Spine,3,2,Image 1,3,1,100000001,610000007357,
49,,Spine,3,9,Image 1,3,1,100000000,610000007362,
102,,Spine,3,0,Image 1,1,1,100000004,610000007364,
95,,Spine,3,11,Image 1,5,1,100000000,610000007366,
50,,Spine,3,9,Image 1,3,1,100000000,610000007370,
123,,Spine,3,0,Image 1,1,1,100000004,610000007372,
19,,Spine,3,10,Image 1,3,1,100000003,610000007375,
48,,Spine,3,0,Image 1,1,1,100000003,610000007385,
50,,Spine,3,9,Image 1,3,1,100000000,610000007388,
69,,Spine,3,0,Image 1,1,1,100000004,610000007392,
79,,Spine,3,0,Image 1,1,1,100000004,610000007395,
93,,Spine,3,19,Image 1,9,1,100000001,610000007397,
125,,Spine,3,9,Image 1,3,1,100000003,610000007399,
82,,Spine,3,1,Image 1,2,1,100000000,610000007404,
90,,Spine,3,7,Image 1,4,1,100000001,610000007410,
68,,Spine,3,0,Image 1,1,1,100000004,610000007413,
51,,Spine,3,5,Image 1,2,1,100000001,610000007417,
128,,Spine,3,11,Image 1,3,1,100000001,610000007422,
114,,Spine,3,12,Image 1,6,1,100000001,610000007425,
122,,Spine,3,9,Image 1,5,1,100000000,610000007432,
49,,Spine,3,7,Image 1,1,1,100000000,610000007436,
48,,Spine,3,10,Image 1,4,1,100000000,610000007439,
89,,Spine,3,6,Image 1,3,1,100000003,610000007443,
100,,Spine,3,0,Image 1,1,1,100000003,610000007445,
59,,Spine,3,7,Image 1,1,1,100000000,610000007450,
60,,Spine,3,7,Image 1,3,1,100000003,610000007452,
83,,Spine,3,1,Image 1,2,1,100000000,610000007455,
109,,Spine,3,22,Image 1,8,1,100000001,610000007458,
91,,Spine,3,11,Image 1,3,1,100000003,610000007460,
112,,Spine,3,12,Image 1,5,1,100000001,610000007463,
66,,Spine,3,5,Image 1,3,1,100000000,610000007466,
95,,Spine,3,5,Image 1,3,1,100000000,610000007469,
96,,Spine,3,8,Image 1,3,1,100000000,610000007472,
70,,Spine,3,3,Image 1,2,1,100000003,610000007474,
77,,Spine,3,3,Image 1,3,1,100000003,610000007476,
97,,Spine,3,5,Image 1,2,1,100000003,610000007479,
58,,Spine,3,4,Image 1,3,1,100000000,610000007481,
84,,Spine,3,0,Image 1,1,1,100000001,610000007485,
112,,Spine,3,2,Image 1,3,1,100000003,610000007491,
66,,Spine,3,10,Image 1,2,1,100000003,610000007494,
59,,Spine,3,5,Image 1,2,1,100000003,610000007498,
34,,Spine,3,5,Image 1,2,1,100000003,610000007502,
97,,Spine,3,0,Image 1,1,1,100000003,610000007507,
44,,Spine,3,0,Image 1,1,1,100000004,610000007509,
77,,Spine,3,9,Image 1,3,1,100000000,610000007513,
58,,Spine,3,18,Image 1,7,1,100000000,610000007516,
88,,Spine,3,23,Image 1,8,1,100000001,610000007522,
125,,Spine,3,0,Image 1,1,1,100000003,610000007529,
43,,Spine,3,5,Image 1,4,1,100000003,610000007532,
140,,Spine,3,0,Image 1,1,1,100000004,610000007534,
45,,Spine,3,0,Image 1,1,1,100000004,610000007536,
115,,Spine,3,7,Image 1,4,1,100000001,610000007538,
95,,Spine,3,0,Image 1,1,1,100000003,610000007542,
45,,Spine,3,18,Image 1,9,1,100000001,610000007544,
65,,Spine,3,5,Image 1,2,1,100000003,610000007546,
118,,Spine,3,2,Image 1,1,1,100000001,610000007548,
108,,Spine,3,20,Image 1,8,1,100000001,610000007550,
88,,Spine,3,9,Image 1,3,1,100000003,610000007553,
111,,Spine,3,10,Image 1,3,1,100000003,610000007557,
52,,Spine,3,6,Image 1,4,1,100000001,610000007560,
34,,Spine,3,12,Image 1,6,1,100000001,610000007563,
48,,Spine,3,17,Image 1,5,1,100000000,610000007567,
127,,Spine,3,18,Image 1,7,1,100000000,610000007570,
62,,Spine,3,0,Image 1,1,1,100000004,610000007574,
118,,Spine,3,3,Image 1,2,1,100000000,610000007576,
130,,Spine,3,13,Image 1,6,1,100000001,610000007579,
26,,Spine,3,2,Image 1,1,1,100000003,610000007581,
34,,Spine,3,0,Image 1,1,1,100000004,610000007583,
61,,Spine,3,2,Image 1,2,1,100000003,610000007587,
97,,Spine,3,6,Image 1,3,1,100000001,610000007589,
122,,Spine,3,0,Image 1,1,1,100000004,610000007591,
79,,Spine,3,4,Image 1,3,1,100000003,610000007593,
103,,Spine,3,0,Image 1,1,1,100000004,610000007597,
51,,Spine,3,8,Image 1,3,1,100000003,610000007601,
97,,Spine,3,10,Image 1,4,1,100000000,610000007605,
26,,Spine,3,13,Image 1,4,1,100000000,610000007607,
77,,Spine,3,2,Image 1,3,1,100000003,610000007611,
18,,Spine,3,3,Image 1,3,1,100000000,610000007614,
68,,Spine,3,2,Image 1,3,1,100000001,610000007616,
135,,Spine,3,0,Image 1,1,1,100000004,610000007620,
135,,Spine,3,9,Image 1,6,1,100000001,610000007622,
39,,Spine,3,9,Image 1,3,1,100000001,610000007626,
111,,Spine,3,1,Image 1,2,1,100000001,610000007629,
84,,Spine,3,0,Image 1,1,1,100000001,610000007632,
125,,Spine,3,4,Image 1,2,1,100000000,610000007635,
13,,Spine,3,3,Image 1,2,1,100000003,610000007638,
41,,Spine,3,6,Image 1,3,1,100000003,610000007642,
