
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.0873717,,Surface,1,0,
0.0803769,,Surface,1,1,
0.10368,,Surface,1,2,
0.223296,,Surface,1,3,
