
Filament Segment Volume (sum)
 ==================== 
Filament Segment Volume (sum),Unit,Category,Time,ID,
17.1017,µm^3,Filament,1,100000000,
18.6847,µm^3,Filament,1,100000001,
11.7236,µm^3,Filament,1,100000003,
6.76763,µm^3,Filament,1,100000004,
0,µm^3,Filament,1,100000005,
0,µm^3,Filament,1,100000006,
0,µm^3,Filament,1,100000007,
0,µm^3,Filament,1,100000008,
0,µm^3,Filament,1,100000009,
0,µm^3,Filament,1,100000010,
