
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
13.9235,,Surface,2,Image 1,1,0,
10.0853,,Surface,2,Image 1,1,1,
12.0938,,Surface,2,Image 1,1,2,
11.1953,,Surface,2,Image 1,1,3,
