
Spine Center Intensity Median Ch=1 Img=1
 ==================== 
Spine Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0.000976562,,Spine,1,9,Image 1,3,1,100000000,610000007348,
1.00195,,Spine,1,0,Image 1,1,1,100000004,610000007355,
2.00391,,Spine,1,2,Image 1,3,1,100000001,610000007357,
0.501953,,Spine,1,9,Image 1,3,1,100000000,610000007362,
0.00195312,,Spine,1,0,Image 1,1,1,100000004,610000007364,
1.00195,,Spine,1,11,Image 1,5,1,100000000,610000007366,
0.000976562,,Spine,1,9,Image 1,3,1,100000000,610000007370,
2.00195,,Spine,1,0,Image 1,1,1,100000004,610000007372,
3,,Spine,1,10,Image 1,3,1,100000003,610000007375,
1.00781,,Spine,1,0,Image 1,1,1,100000003,610000007385,
0.000976562,,Spine,1,9,Image 1,3,1,100000000,610000007388,
0.0078125,,Spine,1,0,Image 1,1,1,100000004,610000007392,
1.00195,,Spine,1,0,Image 1,1,1,100000004,610000007395,
0.000976562,,Spine,1,19,Image 1,9,1,100000001,610000007397,
2.00781,,Spine,1,9,Image 1,3,1,100000003,610000007399,
2.00195,,Spine,1,1,Image 1,2,1,100000000,610000007404,
2.00195,,Spine,1,7,Image 1,4,1,100000001,610000007410,
2.00391,,Spine,1,0,Image 1,1,1,100000004,610000007413,
1.00195,,Spine,1,5,Image 1,2,1,100000001,610000007417,
2.00195,,Spine,1,11,Image 1,3,1,100000001,610000007422,
3.00391,,Spine,1,12,Image 1,6,1,100000001,610000007425,
1.00195,,Spine,1,9,Image 1,5,1,100000000,610000007432,
1.00195,,Spine,1,7,Image 1,1,1,100000000,610000007436,
0.000976562,,Spine,1,10,Image 1,4,1,100000000,610000007439,
1.00195,,Spine,1,6,Image 1,3,1,100000003,610000007443,
1.00195,,Spine,1,0,Image 1,1,1,100000003,610000007445,
2.00391,,Spine,1,7,Image 1,1,1,100000000,610000007450,
0.000976562,,Spine,1,7,Image 1,3,1,100000003,610000007452,
0.500977,,Spine,1,1,Image 1,2,1,100000000,610000007455,
1,,Spine,1,22,Image 1,8,1,100000001,610000007458,
0.000976562,,Spine,1,11,Image 1,3,1,100000003,610000007460,
1.50195,,Spine,1,12,Image 1,5,1,100000001,610000007463,
1,,Spine,1,5,Image 1,3,1,100000000,610000007466,
0.501953,,Spine,1,5,Image 1,3,1,100000000,610000007469,
1.50098,,Spine,1,8,Image 1,3,1,100000000,610000007472,
0.000976562,,Spine,1,3,Image 1,2,1,100000003,610000007474,
1.00195,,Spine,1,3,Image 1,3,1,100000003,610000007476,
4.00391,,Spine,1,5,Image 1,2,1,100000003,610000007479,
0.000976562,,Spine,1,4,Image 1,3,1,100000000,610000007481,
1.00195,,Spine,1,0,Image 1,1,1,100000001,610000007485,
1.00195,,Spine,1,2,Image 1,3,1,100000003,610000007491,
1.00098,,Spine,1,10,Image 1,2,1,100000003,610000007494,
1.00195,,Spine,1,5,Image 1,2,1,100000003,610000007498,
2.00391,,Spine,1,5,Image 1,2,1,100000003,610000007502,
1.50195,,Spine,1,0,Image 1,1,1,100000003,610000007507,
0.00195312,,Spine,1,0,Image 1,1,1,100000004,610000007509,
1,,Spine,1,9,Image 1,3,1,100000000,610000007513,
1,,Spine,1,18,Image 1,7,1,100000000,610000007516,
1.00195,,Spine,1,23,Image 1,8,1,100000001,610000007522,
1.00391,,Spine,1,0,Image 1,1,1,100000003,610000007529,
2,,Spine,1,5,Image 1,4,1,100000003,610000007532,
0.0078125,,Spine,1,0,Image 1,1,1,100000004,610000007534,
2,,Spine,1,0,Image 1,1,1,100000004,610000007536,
1.00195,,Spine,1,7,Image 1,4,1,100000001,610000007538,
2.00195,,Spine,1,0,Image 1,1,1,100000003,610000007542,
0.000976562,,Spine,1,18,Image 1,9,1,100000001,610000007544,
0.000976562,,Spine,1,5,Image 1,2,1,100000003,610000007546,
2,,Spine,1,2,Image 1,1,1,100000001,610000007548,
1.00195,,Spine,1,20,Image 1,8,1,100000001,610000007550,
2,,Spine,1,9,Image 1,3,1,100000003,610000007553,
1.00098,,Spine,1,10,Image 1,3,1,100000003,610000007557,
1,,Spine,1,6,Image 1,4,1,100000001,610000007560,
0.00195312,,Spine,1,12,Image 1,6,1,100000001,610000007563,
1,,Spine,1,17,Image 1,5,1,100000000,610000007567,
0.500977,,Spine,1,18,Image 1,7,1,100000000,610000007570,
2.00391,,Spine,1,0,Image 1,1,1,100000004,610000007574,
2.00195,,Spine,1,3,Image 1,2,1,100000000,610000007576,
0.500977,,Spine,1,13,Image 1,6,1,100000001,610000007579,
5.03125,,Spine,1,2,Image 1,1,1,100000003,610000007581,
1.00195,,Spine,1,0,Image 1,1,1,100000004,610000007583,
2.00195,,Spine,1,2,Image 1,2,1,100000003,610000007587,
0.000976562,,Spine,1,6,Image 1,3,1,100000001,610000007589,
0.000976562,,Spine,1,0,Image 1,1,1,100000004,610000007591,
2.00195,,Spine,1,4,Image 1,3,1,100000003,610000007593,
2.00195,,Spine,1,0,Image 1,1,1,100000004,610000007597,
3.00195,,Spine,1,8,Image 1,3,1,100000003,610000007601,
1.00195,,Spine,1,10,Image 1,4,1,100000000,610000007605,
1.00195,,Spine,1,13,Image 1,4,1,100000000,610000007607,
0.00195312,,Spine,1,2,Image 1,3,1,100000003,610000007611,
