
Soma Intensity Sum of Square Ch=1 Img=1
 ==================== 
Soma Intensity Sum of Square,Unit,Category,Channel,Image,Time,FilamentID,ID,
20046,,Soma,1,Image 1,1,100000000,800000000,
41840,,Soma,1,Image 1,1,100000001,800000001,
698092,,Soma,1,Image 1,1,100000003,800002115,
