
Spine Terminal Pt Position Z
 ==================== 
Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1434.9,µm,Spine,Spine Terminal Pt Position,9,3,1,100000000,610000007348,
1431.5,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007355,
1432.61,µm,Spine,Spine Terminal Pt Position,2,3,1,100000001,610000007357,
1434.7,µm,Spine,Spine Terminal Pt Position,9,3,1,100000000,610000007362,
1431,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007364,
1430.91,µm,Spine,Spine Terminal Pt Position,11,5,1,100000000,610000007366,
1434.6,µm,Spine,Spine Terminal Pt Position,9,3,1,100000000,610000007370,
1433.6,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007372,
1430.9,µm,Spine,Spine Terminal Pt Position,10,3,1,100000003,610000007375,
1433.1,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000007385,
1434.6,µm,Spine,Spine Terminal Pt Position,9,3,1,100000000,610000007388,
1431.5,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007392,
1431.9,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007395,
1434.03,µm,Spine,Spine Terminal Pt Position,19,9,1,100000001,610000007397,
1434.47,µm,Spine,Spine Terminal Pt Position,9,3,1,100000003,610000007399,
1432.64,µm,Spine,Spine Terminal Pt Position,1,2,1,100000000,610000007404,
1433.7,µm,Spine,Spine Terminal Pt Position,7,4,1,100000001,610000007410,
1433.49,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007413,
1431.9,µm,Spine,Spine Terminal Pt Position,5,2,1,100000001,610000007417,
1432.1,µm,Spine,Spine Terminal Pt Position,11,3,1,100000001,610000007422,
1433.2,µm,Spine,Spine Terminal Pt Position,12,6,1,100000001,610000007425,
1431.5,µm,Spine,Spine Terminal Pt Position,9,5,1,100000000,610000007432,
1433.8,µm,Spine,Spine Terminal Pt Position,7,1,1,100000000,610000007436,
1430.9,µm,Spine,Spine Terminal Pt Position,10,4,1,100000000,610000007439,
1433.6,µm,Spine,Spine Terminal Pt Position,6,3,1,100000003,610000007443,
1432.1,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000007445,
1432.6,µm,Spine,Spine Terminal Pt Position,7,1,1,100000000,610000007450,
1433.96,µm,Spine,Spine Terminal Pt Position,7,3,1,100000003,610000007452,
1432.8,µm,Spine,Spine Terminal Pt Position,1,2,1,100000000,610000007455,
1434.4,µm,Spine,Spine Terminal Pt Position,22,8,1,100000001,610000007458,
1433.1,µm,Spine,Spine Terminal Pt Position,11,3,1,100000003,610000007460,
1432.5,µm,Spine,Spine Terminal Pt Position,12,5,1,100000001,610000007463,
1434.3,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000007466,
1434.5,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000007469,
1431.7,µm,Spine,Spine Terminal Pt Position,8,3,1,100000000,610000007472,
1431,µm,Spine,Spine Terminal Pt Position,3,2,1,100000003,610000007474,
1431.7,µm,Spine,Spine Terminal Pt Position,3,3,1,100000003,610000007476,
1433.2,µm,Spine,Spine Terminal Pt Position,5,2,1,100000003,610000007479,
1434.08,µm,Spine,Spine Terminal Pt Position,4,3,1,100000000,610000007481,
1433.13,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000007485,
1434,µm,Spine,Spine Terminal Pt Position,2,3,1,100000003,610000007491,
1433,µm,Spine,Spine Terminal Pt Position,10,2,1,100000003,610000007494,
1434.3,µm,Spine,Spine Terminal Pt Position,5,2,1,100000003,610000007498,
1433.8,µm,Spine,Spine Terminal Pt Position,5,2,1,100000003,610000007502,
1431.93,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000007507,
1431.2,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007509,
1434.6,µm,Spine,Spine Terminal Pt Position,9,3,1,100000000,610000007513,
1434.9,µm,Spine,Spine Terminal Pt Position,18,7,1,100000000,610000007516,
1435,µm,Spine,Spine Terminal Pt Position,23,8,1,100000001,610000007522,
1433.16,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000007529,
1431.6,µm,Spine,Spine Terminal Pt Position,5,4,1,100000003,610000007532,
1433.5,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007534,
1431.55,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007536,
1432.5,µm,Spine,Spine Terminal Pt Position,7,4,1,100000001,610000007538,
1432.4,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000007542,
1431.3,µm,Spine,Spine Terminal Pt Position,18,9,1,100000001,610000007544,
1434.1,µm,Spine,Spine Terminal Pt Position,5,2,1,100000003,610000007546,
1434.66,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000007548,
1432.7,µm,Spine,Spine Terminal Pt Position,20,8,1,100000001,610000007550,
1431.5,µm,Spine,Spine Terminal Pt Position,9,3,1,100000003,610000007553,
1433.1,µm,Spine,Spine Terminal Pt Position,10,3,1,100000003,610000007557,
1434.8,µm,Spine,Spine Terminal Pt Position,6,4,1,100000001,610000007560,
1433,µm,Spine,Spine Terminal Pt Position,12,6,1,100000001,610000007563,
1432.2,µm,Spine,Spine Terminal Pt Position,17,5,1,100000000,610000007567,
1431.9,µm,Spine,Spine Terminal Pt Position,18,7,1,100000000,610000007570,
1432.4,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007574,
1433,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000007576,
1433.4,µm,Spine,Spine Terminal Pt Position,13,6,1,100000001,610000007579,
1431.4,µm,Spine,Spine Terminal Pt Position,2,1,1,100000003,610000007581,
1433.3,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007583,
1431.7,µm,Spine,Spine Terminal Pt Position,2,2,1,100000003,610000007587,
1432.3,µm,Spine,Spine Terminal Pt Position,6,3,1,100000001,610000007589,
1431.6,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007591,
1432.7,µm,Spine,Spine Terminal Pt Position,4,3,1,100000003,610000007593,
1432.4,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007597,
1433.4,µm,Spine,Spine Terminal Pt Position,8,3,1,100000003,610000007601,
1432.3,µm,Spine,Spine Terminal Pt Position,10,4,1,100000000,610000007605,
1432.7,µm,Spine,Spine Terminal Pt Position,13,4,1,100000000,610000007607,
1433.5,µm,Spine,Spine Terminal Pt Position,2,3,1,100000003,610000007611,
1431.7,µm,Spine,Spine Terminal Pt Position,3,3,1,100000000,610000007614,
1431.3,µm,Spine,Spine Terminal Pt Position,2,3,1,100000001,610000007616,
1431.4,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007620,
1432.6,µm,Spine,Spine Terminal Pt Position,9,6,1,100000001,610000007622,
1433.7,µm,Spine,Spine Terminal Pt Position,9,3,1,100000001,610000007626,
1433.8,µm,Spine,Spine Terminal Pt Position,1,2,1,100000001,610000007629,
1433.1,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000007632,
1432.3,µm,Spine,Spine Terminal Pt Position,4,2,1,100000000,610000007635,
1430.9,µm,Spine,Spine Terminal Pt Position,3,2,1,100000003,610000007638,
1433.6,µm,Spine,Spine Terminal Pt Position,6,3,1,100000003,610000007642,
1433.8,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000007647,
1433.8,µm,Spine,Spine Terminal Pt Position,5,2,1,100000003,610000007650,
1434.69,µm,Spine,Spine Terminal Pt Position,18,7,1,100000000,610000007656,
1431.7,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007659,
1432.7,µm,Spine,Spine Terminal Pt Position,6,3,1,100000001,610000007661,
1435.1,µm,Spine,Spine Terminal Pt Position,6,4,1,100000001,610000007663,
1434.15,µm,Spine,Spine Terminal Pt Position,5,4,1,100000001,610000007665,
1433,µm,Spine,Spine Terminal Pt Position,13,6,1,100000001,610000007668,
1431.9,µm,Spine,Spine Terminal Pt Position,21,8,1,100000001,610000007674,
1433.1,µm,Spine,Spine Terminal Pt Position,4,2,1,100000000,610000007676,
1433,µm,Spine,Spine Terminal Pt Position,12,6,1,100000001,610000007681,
1431.8,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007683,
1431.5,µm,Spine,Spine Terminal Pt Position,8,2,1,100000001,610000007686,
1433.1,µm,Spine,Spine Terminal Pt Position,2,3,1,100000001,610000007688,
1434.4,µm,Spine,Spine Terminal Pt Position,5,4,1,100000001,610000007690,
1433.38,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007692,
1431,µm,Spine,Spine Terminal Pt Position,9,5,1,100000000,610000007696,
1434.3,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000007699,
1431.3,µm,Spine,Spine Terminal Pt Position,5,3,1,100000001,610000007701,
1433.6,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000007703,
1431.4,µm,Spine,Spine Terminal Pt Position,4,3,1,100000003,610000007705,
1434.6,µm,Spine,Spine Terminal Pt Position,5,2,1,100000003,610000007708,
1433.1,µm,Spine,Spine Terminal Pt Position,11,3,1,100000003,610000007710,
1435,µm,Spine,Spine Terminal Pt Position,3,1,1,100000001,610000007712,
1430.8,µm,Spine,Spine Terminal Pt Position,4,2,1,100000000,610000007716,
1431.4,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007718,
1432.6,µm,Spine,Spine Terminal Pt Position,9,3,1,100000000,610000007720,
1431,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007723,
1433.2,µm,Spine,Spine Terminal Pt Position,,,1,100000005,610000007725,
1434.1,µm,Spine,Spine Terminal Pt Position,22,8,1,100000001,610000007728,
1434.13,µm,Spine,Spine Terminal Pt Position,9,3,1,100000003,610000007730,
1433.2,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000007734,
1433.9,µm,Spine,Spine Terminal Pt Position,12,4,1,100000003,610000007736,
1432.9,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007740,
1434.6,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000007744,
1433,µm,Spine,Spine Terminal Pt Position,8,4,1,100000001,610000007748,
1433,µm,Spine,Spine Terminal Pt Position,3,2,1,100000003,610000007751,
1433,µm,Spine,Spine Terminal Pt Position,,,1,100000006,610000007755,
1433.01,µm,Spine,Spine Terminal Pt Position,9,2,1,100000000,610000007759,
1432.6,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007763,
1432.3,µm,Spine,Spine Terminal Pt Position,6,3,1,100000001,610000007765,
1433.9,µm,Spine,Spine Terminal Pt Position,17,7,1,100000000,610000007768,
1434.3,µm,Spine,Spine Terminal Pt Position,5,1,1,100000003,610000007771,
1431,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007774,
1433.48,µm,Spine,Spine Terminal Pt Position,18,7,1,100000001,610000007777,
1433.05,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000007780,
1433,µm,Spine,Spine Terminal Pt Position,9,6,1,100000001,610000007783,
1431.9,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007788,
1433.71,µm,Spine,Spine Terminal Pt Position,3,3,1,100000000,610000007790,
1432.8,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000007793,
1434.1,µm,Spine,Spine Terminal Pt Position,4,2,1,100000003,610000007798,
1433.7,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000007800,
1431.01,µm,Spine,Spine Terminal Pt Position,5,2,1,100000003,610000007805,
1432.8,µm,Spine,Spine Terminal Pt Position,2,1,1,100000000,610000007808,
1433.2,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000007811,
1432.2,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007813,
1433.4,µm,Spine,Spine Terminal Pt Position,9,4,1,100000001,610000007815,
1430.92,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000007818,
1431.4,µm,Spine,Spine Terminal Pt Position,2,2,1,100000003,610000007821,
1432.9,µm,Spine,Spine Terminal Pt Position,10,2,1,100000003,610000007824,
1433.2,µm,Spine,Spine Terminal Pt Position,4,2,1,100000000,610000007826,
1431.9,µm,Spine,Spine Terminal Pt Position,6,3,1,100000001,610000007829,
1435.1,µm,Spine,Spine Terminal Pt Position,,,1,,610000007831,
1431.8,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007838,
1432.6,µm,Spine,Spine Terminal Pt Position,13,4,1,100000001,610000007842,
1434.5,µm,Spine,Spine Terminal Pt Position,5,1,1,100000003,610000007848,
1434.7,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000007850,
1434.67,µm,Spine,Spine Terminal Pt Position,5,1,1,100000000,610000007852,
1432.8,µm,Spine,Spine Terminal Pt Position,7,1,1,100000000,610000007855,
1434.6,µm,Spine,Spine Terminal Pt Position,18,7,1,100000000,610000007857,
1431.8,µm,Spine,Spine Terminal Pt Position,11,2,1,100000001,610000007859,
1432.33,µm,Spine,Spine Terminal Pt Position,4,3,1,100000003,610000007862,
1431.4,µm,Spine,Spine Terminal Pt Position,5,4,1,100000003,610000007865,
1431.26,µm,Spine,Spine Terminal Pt Position,9,5,1,100000000,610000007868,
1432.4,µm,Spine,Spine Terminal Pt Position,,,1,100000004,610000007870,
1433.8,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000007875,
1432.65,µm,Spine,Spine Terminal Pt Position,,,1,,610000007877,
1431.8,µm,Spine,Spine Terminal Pt Position,,,1,,610000007883,
1433.9,µm,Spine,Spine Terminal Pt Position,1,2,1,100000001,610000007888,
1432.6,µm,Spine,Spine Terminal Pt Position,,,1,,610000007890,
1433.6,µm,Spine,Spine Terminal Pt Position,,,1,,610000007898,
