
Spine Intensity Max Ch=3 Img=1
 ==================== 
Spine Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
64,,Spine,3,9,Image 1,3,1,100000000,610000007348,
98,,Spine,3,0,Image 1,1,1,100000004,610000007355,
67,,Spine,3,2,Image 1,3,1,100000001,610000007357,
64,,Spine,3,9,Image 1,3,1,100000000,610000007362,
135,,Spine,3,0,Image 1,1,1,100000004,610000007364,
126,,Spine,3,11,Image 1,5,1,100000000,610000007366,
64,,Spine,3,9,Image 1,3,1,100000000,610000007370,
123,,Spine,3,0,Image 1,1,1,100000004,610000007372,
48,,Spine,3,10,Image 1,3,1,100000003,610000007375,
107,,Spine,3,0,Image 1,1,1,100000003,610000007385,
64,,Spine,3,9,Image 1,3,1,100000000,610000007388,
87,,Spine,3,0,Image 1,1,1,100000004,610000007392,
145,,Spine,3,0,Image 1,1,1,100000004,610000007395,
111,,Spine,3,19,Image 1,9,1,100000001,610000007397,
125,,Spine,3,9,Image 1,3,1,100000003,610000007399,
110,,Spine,3,1,Image 1,2,1,100000000,610000007404,
123,,Spine,3,7,Image 1,4,1,100000001,610000007410,
68,,Spine,3,0,Image 1,1,1,100000004,610000007413,
107,,Spine,3,5,Image 1,2,1,100000001,610000007417,
160,,Spine,3,11,Image 1,3,1,100000001,610000007422,
126,,Spine,3,12,Image 1,6,1,100000001,610000007425,
182,,Spine,3,9,Image 1,5,1,100000000,610000007432,
122,,Spine,3,7,Image 1,1,1,100000000,610000007436,
176,,Spine,3,10,Image 1,4,1,100000000,610000007439,
92,,Spine,3,6,Image 1,3,1,100000003,610000007443,
124,,Spine,3,0,Image 1,1,1,100000003,610000007445,
125,,Spine,3,7,Image 1,1,1,100000000,610000007450,
70,,Spine,3,7,Image 1,3,1,100000003,610000007452,
106,,Spine,3,1,Image 1,2,1,100000000,610000007455,
130,,Spine,3,22,Image 1,8,1,100000001,610000007458,
93,,Spine,3,11,Image 1,3,1,100000003,610000007460,
124,,Spine,3,12,Image 1,5,1,100000001,610000007463,
100,,Spine,3,5,Image 1,3,1,100000000,610000007466,
122,,Spine,3,5,Image 1,3,1,100000000,610000007469,
153,,Spine,3,8,Image 1,3,1,100000000,610000007472,
162,,Spine,3,3,Image 1,2,1,100000003,610000007474,
100,,Spine,3,3,Image 1,3,1,100000003,610000007476,
97,,Spine,3,5,Image 1,2,1,100000003,610000007479,
98,,Spine,3,4,Image 1,3,1,100000000,610000007481,
84,,Spine,3,0,Image 1,1,1,100000001,610000007485,
150,,Spine,3,2,Image 1,3,1,100000003,610000007491,
126,,Spine,3,10,Image 1,2,1,100000003,610000007494,
121,,Spine,3,5,Image 1,2,1,100000003,610000007498,
79,,Spine,3,5,Image 1,2,1,100000003,610000007502,
123,,Spine,3,0,Image 1,1,1,100000003,610000007507,
92,,Spine,3,0,Image 1,1,1,100000004,610000007509,
102,,Spine,3,9,Image 1,3,1,100000000,610000007513,
86,,Spine,3,18,Image 1,7,1,100000000,610000007516,
134,,Spine,3,23,Image 1,8,1,100000001,610000007522,
140,,Spine,3,0,Image 1,1,1,100000003,610000007529,
129,,Spine,3,5,Image 1,4,1,100000003,610000007532,
166,,Spine,3,0,Image 1,1,1,100000004,610000007534,
74,,Spine,3,0,Image 1,1,1,100000004,610000007536,
117,,Spine,3,7,Image 1,4,1,100000001,610000007538,
107,,Spine,3,0,Image 1,1,1,100000003,610000007542,
65,,Spine,3,18,Image 1,9,1,100000001,610000007544,
87,,Spine,3,5,Image 1,2,1,100000003,610000007546,
131,,Spine,3,2,Image 1,1,1,100000001,610000007548,
117,,Spine,3,20,Image 1,8,1,100000001,610000007550,
88,,Spine,3,9,Image 1,3,1,100000003,610000007553,
111,,Spine,3,10,Image 1,3,1,100000003,610000007557,
116,,Spine,3,6,Image 1,4,1,100000001,610000007560,
59,,Spine,3,12,Image 1,6,1,100000001,610000007563,
125,,Spine,3,17,Image 1,5,1,100000000,610000007567,
142,,Spine,3,18,Image 1,7,1,100000000,610000007570,
97,,Spine,3,0,Image 1,1,1,100000004,610000007574,
124,,Spine,3,3,Image 1,2,1,100000000,610000007576,
148,,Spine,3,13,Image 1,6,1,100000001,610000007579,
99,,Spine,3,2,Image 1,1,1,100000003,610000007581,
76,,Spine,3,0,Image 1,1,1,100000004,610000007583,
72,,Spine,3,2,Image 1,2,1,100000003,610000007587,
128,,Spine,3,6,Image 1,3,1,100000001,610000007589,
125,,Spine,3,0,Image 1,1,1,100000004,610000007591,
84,,Spine,3,4,Image 1,3,1,100000003,610000007593,
131,,Spine,3,0,Image 1,1,1,100000004,610000007597,
67,,Spine,3,8,Image 1,3,1,100000003,610000007601,
113,,Spine,3,10,Image 1,4,1,100000000,610000007605,
81,,Spine,3,13,Image 1,4,1,100000000,610000007607,
149,,Spine,3,2,Image 1,3,1,100000003,610000007611,
117,,Spine,3,3,Image 1,3,1,100000000,610000007614,
101,,Spine,3,2,Image 1,3,1,100000001,610000007616,
158,,Spine,3,0,Image 1,1,1,100000004,610000007620,
140,,Spine,3,9,Image 1,6,1,100000001,610000007622,
149,,Spine,3,9,Image 1,3,1,100000001,610000007626,
144,,Spine,3,1,Image 1,2,1,100000001,610000007629,
84,,Spine,3,0,Image 1,1,1,100000001,610000007632,
173,,Spine,3,4,Image 1,2,1,100000000,610000007635,
144,,Spine,3,3,Image 1,2,1,100000003,610000007638,
68,,Spine,3,6,Image 1,3,1,100000003,610000007642,
134,,Spine,3,0,Image 1,1,1,100000000,610000007647,
87,,Spine,3,5,Image 1,2,1,100000003,610000007650,
86,,Spine,3,18,Image 1,7,1,100000000,610000007656,
142,,Spine,3,0,Image 1,1,1,100000004,610000007659,
140,,Spine,3,6,Image 1,3,1,100000001,610000007661,
116,,Spine,3,6,Image 1,4,1,100000001,610000007663,
90,,Spine,3,5,Image 1,4,1,100000001,610000007665,
91,,Spine,3,13,Image 1,6,1,100000001,610000007668,
157,,Spine,3,21,Image 1,8,1,100000001,610000007674,
173,,Spine,3,4,Image 1,2,1,100000000,610000007676,
158,,Spine,3,12,Image 1,6,1,100000001,610000007681,
145,,Spine,3,0,Image 1,1,1,100000004,610000007683,
164,,Spine,3,8,Image 1,2,1,100000001,610000007686,
119,,Spine,3,2,Image 1,3,1,100000001,610000007688,
111,,Spine,3,5,Image 1,4,1,100000001,610000007690,
109,,Spine,3,0,Image 1,1,1,100000004,610000007692,
