
Intensity Max Ch=5 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
226,,Surface,5,Image 1,1,0,
447,,Surface,5,Image 1,1,1,
438,,Surface,5,Image 1,1,2,
369,,Surface,5,Image 1,1,3,
