
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
7.38092,,Surface,2,Image 1,1,0,
5.9924,,Surface,2,Image 1,1,1,
6.95548,,Surface,2,Image 1,1,2,
6.92269,,Surface,2,Image 1,1,3,
