
Pt Time Type=Spine Terminal
 ==================== 
Pt Time,Unit,Category,Depth,Time,Type,FilamentID,ID,
0,s,Point,9,1,Spine Terminal,100000000,800000810,
0,s,Point,9,1,Spine Terminal,100000000,800000811,
0,s,Point,11,1,Spine Terminal,100000000,800000812,
0,s,Point,9,1,Spine Terminal,100000000,800000813,
0,s,Point,9,1,Spine Terminal,100000000,800000814,
0,s,Point,1,1,Spine Terminal,100000000,800000815,
0,s,Point,8,1,Spine Terminal,100000000,800000816,
0,s,Point,8,1,Spine Terminal,100000000,800000817,
0,s,Point,9,1,Spine Terminal,100000000,800000818,
0,s,Point,7,1,Spine Terminal,100000000,800000819,
0,s,Point,10,1,Spine Terminal,100000000,800000820,
0,s,Point,7,1,Spine Terminal,100000000,800000821,
0,s,Point,1,1,Spine Terminal,100000000,800000822,
0,s,Point,5,1,Spine Terminal,100000000,800000823,
0,s,Point,5,1,Spine Terminal,100000000,800000824,
0,s,Point,8,1,Spine Terminal,100000000,800000825,
0,s,Point,4,1,Spine Terminal,100000000,800000826,
0,s,Point,9,1,Spine Terminal,100000000,800000827,
0,s,Point,18,1,Spine Terminal,100000000,800000828,
0,s,Point,3,1,Spine Terminal,100000000,800000829,
0,s,Point,17,1,Spine Terminal,100000000,800000830,
0,s,Point,18,1,Spine Terminal,100000000,800000831,
0,s,Point,3,1,Spine Terminal,100000000,800000832,
0,s,Point,10,1,Spine Terminal,100000000,800000833,
0,s,Point,13,1,Spine Terminal,100000000,800000834,
0,s,Point,3,1,Spine Terminal,100000000,800000835,
0,s,Point,13,1,Spine Terminal,100000000,800000836,
0,s,Point,4,1,Spine Terminal,100000000,800000837,
0,s,Point,2,1,Spine Terminal,100000000,800000838,
0,s,Point,0,1,Spine Terminal,100000000,800000839,
0,s,Point,2,1,Spine Terminal,100000000,800000840,
0,s,Point,18,1,Spine Terminal,100000000,800000841,
0,s,Point,4,1,Spine Terminal,100000000,800000842,
0,s,Point,9,1,Spine Terminal,100000000,800000843,
0,s,Point,5,1,Spine Terminal,100000000,800000844,
0,s,Point,4,1,Spine Terminal,100000000,800000845,
0,s,Point,9,1,Spine Terminal,100000000,800000846,
0,s,Point,0,1,Spine Terminal,100000000,800000847,
0,s,Point,11,1,Spine Terminal,100000000,800000848,
0,s,Point,17,1,Spine Terminal,100000000,800000849,
0,s,Point,9,1,Spine Terminal,100000000,800000850,
0,s,Point,17,1,Spine Terminal,100000000,800000851,
0,s,Point,3,1,Spine Terminal,100000000,800000852,
0,s,Point,2,1,Spine Terminal,100000000,800000853,
0,s,Point,2,1,Spine Terminal,100000000,800000854,
0,s,Point,1,1,Spine Terminal,100000000,800000855,
0,s,Point,0,1,Spine Terminal,100000000,800000856,
0,s,Point,4,1,Spine Terminal,100000000,800000857,
0,s,Point,5,1,Spine Terminal,100000000,800000858,
0,s,Point,5,1,Spine Terminal,100000000,800000859,
0,s,Point,7,1,Spine Terminal,100000000,800000860,
0,s,Point,18,1,Spine Terminal,100000000,800000861,
0,s,Point,8,1,Spine Terminal,100000000,800000862,
0,s,Point,9,1,Spine Terminal,100000000,800000863,
0,s,Point,,1,Spine Terminal,100000000,800000864,
0,s,Point,,1,Spine Terminal,100000000,800000865,
0,s,Point,,1,Spine Terminal,100000000,800000866,
0,s,Point,13,1,Spine Terminal,100000000,800000867,
0,s,Point,7,1,Spine Terminal,100000000,800000868,
0,s,Point,0,1,Spine Terminal,100000000,800000869,
0,s,Point,2,1,Spine Terminal,100000000,800000870,
0,s,Point,7,1,Spine Terminal,100000000,800000871,
0,s,Point,17,1,Spine Terminal,100000000,800000872,
0,s,Point,8,1,Spine Terminal,100000000,800000873,
0,s,Point,11,1,Spine Terminal,100000000,800000874,
0,s,Point,7,1,Spine Terminal,100000000,800000875,
0,s,Point,5,1,Spine Terminal,100000000,800000876,
0,s,Point,10,1,Spine Terminal,100000000,800000877,
0,s,Point,2,1,Spine Terminal,100000000,800000878,
0,s,Point,4,1,Spine Terminal,100000000,800000879,
0,s,Point,2,1,Spine Terminal,100000000,800000880,
0,s,Point,8,1,Spine Terminal,100000000,800000881,
0,s,Point,1,1,Spine Terminal,100000000,800000882,
0,s,Point,4,1,Spine Terminal,100000000,800000883,
0,s,Point,7,1,Spine Terminal,100000000,800000884,
0,s,Point,9,1,Spine Terminal,100000000,800000885,
0,s,Point,1,1,Spine Terminal,100000000,800000886,
0,s,Point,4,1,Spine Terminal,100000000,800000887,
0,s,Point,18,1,Spine Terminal,100000000,800000888,
0,s,Point,0,1,Spine Terminal,100000000,800000889,
0,s,Point,7,1,Spine Terminal,100000000,800000890,
0,s,Point,0,1,Spine Terminal,100000000,800000891,
0,s,Point,9,1,Spine Terminal,100000000,800000892,
0,s,Point,8,1,Spine Terminal,100000000,800000893,
0,s,Point,4,1,Spine Terminal,100000000,800000894,
0,s,Point,3,1,Spine Terminal,100000000,800000895,
0,s,Point,3,1,Spine Terminal,100000000,800000896,
0,s,Point,2,1,Spine Terminal,100000000,800000897,
0,s,Point,1,1,Spine Terminal,100000000,800000898,
0,s,Point,0,1,Spine Terminal,100000000,800000899,
0,s,Point,5,1,Spine Terminal,100000000,800000900,
0,s,Point,4,1,Spine Terminal,100000000,800000901,
0,s,Point,0,1,Spine Terminal,100000000,800000902,
0,s,Point,7,1,Spine Terminal,100000000,800000903,
0,s,Point,5,1,Spine Terminal,100000000,800000904,
0,s,Point,3,1,Spine Terminal,100000000,800000905,
0,s,Point,10,1,Spine Terminal,100000000,800000906,
0,s,Point,14,1,Spine Terminal,100000000,800000907,
0,s,Point,2,1,Spine Terminal,100000000,800000908,
0,s,Point,4,1,Spine Terminal,100000000,800000909,
0,s,Point,0,1,Spine Terminal,100000000,800000910,
0,s,Point,7,1,Spine Terminal,100000000,800000911,
0,s,Point,0,1,Spine Terminal,100000000,800000912,
0,s,Point,1,1,Spine Terminal,100000000,800000913,
0,s,Point,9,1,Spine Terminal,100000000,800000914,
0,s,Point,3,1,Spine Terminal,100000000,800000915,
0,s,Point,4,1,Spine Terminal,100000000,800000916,
0,s,Point,9,1,Spine Terminal,100000000,800000917,
0,s,Point,17,1,Spine Terminal,100000000,800000918,
0,s,Point,2,1,Spine Terminal,100000000,800000919,
0,s,Point,4,1,Spine Terminal,100000000,800000920,
0,s,Point,7,1,Spine Terminal,100000000,800000921,
0,s,Point,12,1,Spine Terminal,100000000,800000922,
0,s,Point,18,1,Spine Terminal,100000000,800000923,
0,s,Point,1,1,Spine Terminal,100000000,800000924,
0,s,Point,2,1,Spine Terminal,100000000,800000925,
0,s,Point,1,1,Spine Terminal,100000000,800000926,
