
Pt Distance from Origin
 ==================== 
Pt Distance from Origin,Unit,Category,Collection,Depth,Time,Type,FilamentID,ID,
21202.5,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000000,800000000,
21168.5,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000001,800000001,
21188.5,µm,Point,Pt Distance from Origin,13,1,Segment Terminal,100000000,800000003,
21189,µm,Point,Pt Distance from Origin,12,1,Segment Branch,100000000,800000004,
21189,µm,Point,Pt Distance from Origin,11,1,Segment Branch,100000000,800000005,
21189.1,µm,Point,Pt Distance from Origin,11,1,Spine Attachment,100000000,800000006,
21190.5,µm,Point,Pt Distance from Origin,10,1,Segment Branch,100000000,800000007,
21192,µm,Point,Pt Distance from Origin,9,1,Segment Branch,100000000,800000008,
21192.1,µm,Point,Pt Distance from Origin,8,1,Segment Branch,100000000,800000009,
21192.6,µm,Point,Pt Distance from Origin,7,1,Segment Branch,100000000,800000010,
21193.6,µm,Point,Pt Distance from Origin,6,1,Segment Branch,100000000,800000011,
21193.8,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000000,800000012,
21195.2,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000000,800000013,
21196,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000000,800000014,
21196.3,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000000,800000015,
21197.7,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000016,
21199.4,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000017,
21185.7,µm,Point,Pt Distance from Origin,19,1,Segment Terminal,100000000,800000018,
21185.5,µm,Point,Pt Distance from Origin,18,1,Segment Branch,100000000,800000019,
21186.6,µm,Point,Pt Distance from Origin,17,1,Segment Branch,100000000,800000020,
21187.3,µm,Point,Pt Distance from Origin,16,1,Segment Branch,100000000,800000021,
21187.4,µm,Point,Pt Distance from Origin,15,1,Segment Branch,100000000,800000022,
21187.8,µm,Point,Pt Distance from Origin,14,1,Segment Branch,100000000,800000023,
21188.6,µm,Point,Pt Distance from Origin,13,1,Segment Branch,100000000,800000024,
21188.5,µm,Point,Pt Distance from Origin,12,1,Segment Branch,100000000,800000025,
21188.5,µm,Point,Pt Distance from Origin,11,1,Segment Branch,100000000,800000026,
21188.5,µm,Point,Pt Distance from Origin,10,1,Segment Branch,100000000,800000027,
21189.7,µm,Point,Pt Distance from Origin,9,1,Segment Branch,100000000,800000028,
21189.9,µm,Point,Pt Distance from Origin,8,1,Segment Branch,100000000,800000029,
21193.2,µm,Point,Pt Distance from Origin,7,1,Segment Branch,100000000,800000030,
21193.5,µm,Point,Pt Distance from Origin,6,1,Segment Branch,100000000,800000031,
21185.6,µm,Point,Pt Distance from Origin,19,1,Segment Terminal,100000000,800000032,
21194.6,µm,Point,Pt Distance from Origin,7,1,Segment Terminal,100000000,800000033,
21194.2,µm,Point,Pt Distance from Origin,6,1,Segment Branch,100000000,800000034,
21194.6,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000000,800000035,
21195.3,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000000,800000036,
21197.3,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000000,800000037,
21199,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000000,800000038,
21201,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000039,
21201.8,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000040,
21198.7,µm,Point,Pt Distance from Origin,11,1,Segment Terminal,100000000,800000041,
21199.1,µm,Point,Pt Distance from Origin,10,1,Segment Branch,100000000,800000042,
21199.2,µm,Point,Pt Distance from Origin,9,1,Segment Branch,100000000,800000043,
21199.1,µm,Point,Pt Distance from Origin,8,1,Segment Branch,100000000,800000044,
21197.2,µm,Point,Pt Distance from Origin,7,1,Segment Branch,100000000,800000045,
21197.1,µm,Point,Pt Distance from Origin,6,1,Segment Branch,100000000,800000046,
21196.6,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000000,800000047,
21196.7,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000000,800000048,
21196,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000000,800000049,
21199.5,µm,Point,Pt Distance from Origin,11,1,Segment Terminal,100000000,800000050,
21199.5,µm,Point,Pt Distance from Origin,10,1,Segment Terminal,100000000,800000051,
21186.4,µm,Point,Pt Distance from Origin,18,1,Segment Terminal,100000000,800000052,
21191.2,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000000,800000053,
21192,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000000,800000054,
21194.1,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000000,800000055,
21195.5,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000000,800000056,
21196.7,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000057,
21199.4,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000058,
21187.2,µm,Point,Pt Distance from Origin,17,1,Segment Terminal,100000000,800000059,
21187.4,µm,Point,Pt Distance from Origin,16,1,Segment Branch,100000000,800000060,
21200.9,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000000,800000061,
21200.1,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000000,800000062,
21198,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000000,800000063,
21199.3,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000064,
21199.8,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000000,800000065,
21197.6,µm,Point,Pt Distance from Origin,9,1,Segment Terminal,100000000,800000066,
