
Spine Attachment Pt Branching Angle
 ==================== 
Spine Attachment Pt Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
75.1892,°,Spine,,,1,100000004,610000007355,
85.4992,°,Spine,2,3,1,100000001,610000007357,
83.9625,°,Spine,,,1,100000004,610000007364,
83.3536,°,Spine,11,5,1,100000000,610000007366,
49.4285,°,Spine,,,1,100000004,610000007372,
92.3523,°,Spine,10,3,1,100000003,610000007375,
82.3768,°,Spine,0,1,1,100000003,610000007385,
70.9131,°,Spine,,,1,100000004,610000007392,
70.627,°,Spine,9,3,1,100000003,610000007399,
73.6284,°,Spine,1,2,1,100000000,610000007404,
89.739,°,Spine,,,1,100000004,610000007413,
93.2424,°,Spine,11,3,1,100000001,610000007422,
86.3695,°,Spine,12,6,1,100000001,610000007425,
96.1315,°,Spine,7,1,1,100000000,610000007436,
70.6729,°,Spine,10,4,1,100000000,610000007439,
66.9144,°,Spine,6,3,1,100000003,610000007443,
78.0634,°,Spine,0,1,1,100000003,610000007445,
67.2226,°,Spine,7,3,1,100000003,610000007452,
85.846,°,Spine,1,2,1,100000000,610000007455,
83.7967,°,Spine,22,8,1,100000001,610000007458,
85.0106,°,Spine,11,3,1,100000003,610000007460,
91.557,°,Spine,5,3,1,100000000,610000007466,
68.9371,°,Spine,5,3,1,100000000,610000007469,
94.9518,°,Spine,8,3,1,100000000,610000007472,
85.6564,°,Spine,3,3,1,100000003,610000007476,
97.0134,°,Spine,5,2,1,100000003,610000007479,
62.5014,°,Spine,4,3,1,100000000,610000007481,
78.519,°,Spine,2,3,1,100000003,610000007491,
84.5537,°,Spine,10,2,1,100000003,610000007494,
61.3189,°,Spine,5,2,1,100000003,610000007502,
78.7233,°,Spine,,,1,100000004,610000007509,
70.6422,°,Spine,18,7,1,100000000,610000007516,
2.23143,°,Spine,0,1,1,100000003,610000007529,
61.8023,°,Spine,5,4,1,100000003,610000007532,
81.6627,°,Spine,,,1,100000004,610000007534,
89.3259,°,Spine,,,1,100000004,610000007536,
81.8159,°,Spine,7,4,1,100000001,610000007538,
90.474,°,Spine,18,9,1,100000001,610000007544,
