
Segment Spine Density
 ==================== 
Segment Spine Density,Unit,Category,Depth,Level,Time,FilamentID,ID,
8.87006,1/10µm,Segment,21,9,1,100000001,510000000030,
5.28055,1/10µm,Segment,20,8,1,100000001,510000000049,
8.46198,1/10µm,Segment,19,8,1,100000001,510000000060,
16.6582,1/10µm,Segment,18,8,1,100000001,510000000094,
0,1/10µm,Segment,17,8,1,100000001,510000000098,
17.2167,1/10µm,Segment,16,7,1,100000001,510000000125,
27.979,1/10µm,Segment,14,6,1,100000001,510000000141,
32.3396,1/10µm,Segment,13,6,1,100000001,510000000167,
25.723,1/10µm,Segment,12,5,1,100000001,510000000183,
16.8421,1/10µm,Segment,11,5,1,100000001,510000000198,
33.083,1/10µm,Segment,10,5,1,100000001,510000000208,
7.31031,1/10µm,Segment,8,5,1,100000001,510000000234,
0,1/10µm,Segment,7,5,1,100000001,510000000239,
13.9654,1/10µm,Segment,6,4,1,100000001,510000000273,
2.59484,1/10µm,Segment,5,4,1,100000001,510000000321,
4.16754,1/10µm,Segment,4,3,1,100000001,510000000346,
13.9942,1/10µm,Segment,3,2,1,100000001,510000000362,
35.3041,1/10µm,Segment,2,1,1,100000001,510000000383,
14.7215,1/10µm,Segment,1,1,1,100000001,510000000399,
11.7264,1/10µm,Segment,0,1,1,100000001,510000000446,
10.5719,1/10µm,Segment,21,8,1,100000001,510000000470,
0,1/10µm,Segment,20,9,1,100000001,510000000480,
0,1/10µm,Segment,19,9,1,100000001,510000000482,
6.61363,1/10µm,Segment,18,9,1,100000001,510000000496,
13.803,1/10µm,Segment,17,7,1,100000001,510000000511,
10.5617,1/10µm,Segment,27,11,1,100000001,510000000521,
18.6109,1/10µm,Segment,26,10,1,100000001,510000000532,
0,1/10µm,Segment,25,10,1,100000001,510000000545,
17.3,1/10µm,Segment,24,9,1,100000001,510000000551,
0,1/10µm,Segment,23,9,1,100000001,510000000564,
55.7484,1/10µm,Segment,22,8,1,100000001,510000000574,
46.7393,1/10µm,Segment,21,8,1,100000001,510000000597,
20.4996,1/10µm,Segment,20,7,1,100000001,510000000601,
22.9496,1/10µm,Segment,19,7,1,100000001,510000000609,
45.7198,1/10µm,Segment,18,7,1,100000001,510000000621,
25.1984,1/10µm,Segment,17,7,1,100000001,510000000624,
8.47009,1/10µm,Segment,16,6,1,100000001,510000000633,
10.9751,1/10µm,Segment,28,11,1,100000001,510000000649,
21.4851,1/10µm,Segment,28,10,1,100000001,510000000660,
0,1/10µm,Segment,26,11,1,100000001,510000000665,
0,1/10µm,Segment,24,10,1,100000001,510000000674,
0,1/10µm,Segment,25,9,1,100000001,510000000676,
0,1/10µm,Segment,24,8,1,100000001,510000000690,
51.6388,1/10µm,Segment,23,8,1,100000001,510000000694,
10.3092,1/10µm,Segment,24,9,1,100000001,510000000702,
0,1/10µm,Segment,22,8,1,100000001,510000000704,
16.7415,1/10µm,Segment,21,8,1,100000001,510000000709,
0,1/10µm,Segment,20,8,1,100000001,510000000729,
0,1/10µm,Segment,22,9,1,100000001,510000000733,
0,1/10µm,Segment,21,9,1,100000001,510000000736,
6.12292,1/10µm,Segment,15,7,1,100000001,510000000809,
0,1/10µm,Segment,22,9,1,100000001,510000000815,
0,1/10µm,Segment,22,7,1,100000001,510000000819,
0,1/10µm,Segment,22,8,1,100000001,510000000822,
21.54,1/10µm,Segment,19,9,1,100000001,510000000832,
29.6823,1/10µm,Segment,18,8,1,100000001,510000000836,
0,1/10µm,Segment,19,8,1,100000001,510000000840,
5.90111,1/10µm,Segment,15,6,1,100000001,510000000893,
22.591,1/10µm,Segment,13,5,1,100000001,510000000900,
0,1/10µm,Segment,17,6,1,100000001,510000000903,
0,1/10µm,Segment,19,8,1,100000001,510000000906,
27.4277,1/10µm,Segment,12,6,1,100000001,510000000938,
19.7789,1/10µm,Segment,14,6,1,100000001,510000000947,
0,1/10µm,Segment,14,7,1,100000001,510000000954,
16.3388,1/10µm,Segment,16,5,1,100000001,510000000959,
19.2401,1/10µm,Segment,9,6,1,100000001,510000001009,
0,1/10µm,Segment,16,6,1,100000001,510000001011,
8.37677,1/10µm,Segment,10,8,1,100000001,510000001034,
19.8456,1/10µm,Segment,9,7,1,100000001,510000001045,
0,1/10µm,Segment,8,6,1,100000001,510000001053,
9.47264,1/10µm,Segment,11,6,1,100000001,510000001065,
0,1/10µm,Segment,11,8,1,100000001,510000001069,
27.9443,1/10µm,Segment,11,7,1,100000001,510000001072,
27.4229,1/10µm,Segment,10,6,1,100000001,510000001075,
9.57014,1/10µm,Segment,9,6,1,100000001,510000001084,
35.031,1/10µm,Segment,7,4,1,100000001,510000001089,
0,1/10µm,Segment,6,5,1,100000001,510000001092,
18.187,1/10µm,Segment,,,1,100000004,510000001094,
8.629,1/10µm,Segment,,,1,100000004,510000001116,
12.4034,1/10µm,Segment,,,1,100000004,510000001125,
0,1/10µm,Segment,,,1,100000004,510000001139,
25.7339,1/10µm,Segment,,,1,100000004,510000001142,
29.6539,1/10µm,Segment,,,1,100000004,510000001155,
23.7757,1/10µm,Segment,,,1,100000004,510000001197,
48.1403,1/10µm,Segment,,,1,100000004,510000001214,
0,1/10µm,Segment,,,1,100000004,510000001223,
0,1/10µm,Segment,,,1,100000004,510000001232,
41.67,1/10µm,Segment,,,1,100000004,510000001236,
27.778,1/10µm,Segment,,,1,100000004,510000001264,
9.44329,1/10µm,Segment,,,1,100000004,510000001278,
58.7114,1/10µm,Segment,,,1,100000004,510000001289,
15.6164,1/10µm,Segment,,,1,100000004,510000001297,
13.2278,1/10µm,Segment,,,1,100000004,510000001344,
18.5648,1/10µm,Segment,,,1,100000004,510000001365,
24.9418,1/10µm,Segment,,,1,100000004,510000001370,
6.19122,1/10µm,Segment,,,1,100000004,510000001386,
8.20088,1/10µm,Segment,8,4,1,100000003,510000001473,
0,1/10µm,Segment,7,4,1,100000003,510000001482,
31.3408,1/10µm,Segment,6,3,1,100000003,510000001490,
50.0884,1/10µm,Segment,5,3,1,100000003,510000001493,
37.615,1/10µm,Segment,4,3,1,100000003,510000001495,
32.4701,1/10µm,Segment,3,2,1,100000003,510000001508,
19.5675,1/10µm,Segment,2,2,1,100000003,510000001534,
26.8706,1/10µm,Segment,1,2,1,100000003,510000001558,
0,1/10µm,Segment,0,1,1,100000003,510000001563,
20.8323,1/10µm,Segment,,,1,100000004,510000001575,
0,1/10µm,Segment,,,1,100000004,510000001577,
0,1/10µm,Segment,,,1,100000004,510000001589,
18.0393,1/10µm,Segment,,,1,100000004,510000001606,
0,1/10µm,Segment,,,1,100000004,510000001608,
0,1/10µm,Segment,,,1,100000004,510000001612,
79.1354,1/10µm,Segment,,,1,100000004,510000001614,
0,1/10µm,Segment,,,1,100000004,510000001617,
0,1/10µm,Segment,,,1,100000004,510000001622,
25.9571,1/10µm,Segment,,,1,100000004,510000001625,
4.85238,1/10µm,Segment,,,1,100000004,510000001645,
16.6386,1/10µm,Segment,,,1,100000004,510000001664,
5.42091,1/10µm,Segment,,,1,100000004,510000001684,
18.098,1/10µm,Segment,,,1,100000004,510000001709,
9.98026,1/10µm,Segment,,,1,100000004,510000001718,
21.0122,1/10µm,Segment,,,1,100000004,510000001728,
16.2975,1/10µm,Segment,,,1,100000004,510000001735,
12.9196,1/10µm,Segment,,,1,100000004,510000001761,
7.23731,1/10µm,Segment,,,1,100000004,510000001777,
11.8064,1/10µm,Segment,,,1,100000004,510000001791,
0,1/10µm,Segment,,,1,100000004,510000001802,
4.26373,1/10µm,Segment,,,1,100000004,510000001824,
11.4428,1/10µm,Segment,,,1,100000004,510000001854,
26.6343,1/10µm,Segment,,,1,100000004,510000001859,
23.181,1/10µm,Segment,,,1,100000004,510000001872,
0,1/10µm,Segment,,,1,100000004,510000001876,
12.3036,1/10µm,Segment,,,1,100000004,510000001898,
0,1/10µm,Segment,,,1,100000004,510000001900,
0,1/10µm,Segment,,,1,100000004,510000001910,
31.7877,1/10µm,Segment,,,1,100000004,510000001922,
32.8761,1/10µm,Segment,,,1,100000004,510000001929,
22.5042,1/10µm,Segment,,,1,100000004,510000001936,
0,1/10µm,Segment,,,1,100000004,510000001938,
0,1/10µm,Segment,,,1,100000004,510000001945,
0,1/10µm,Segment,,,1,100000004,510000001968,
