
Spine Terminal Pt Time
 ==================== 
Spine Terminal Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,9,3,1,100000000,610000007348,
0,s,Spine,,,1,100000004,610000007355,
0,s,Spine,2,3,1,100000001,610000007357,
0,s,Spine,9,3,1,100000000,610000007362,
0,s,Spine,,,1,100000004,610000007364,
0,s,Spine,11,5,1,100000000,610000007366,
0,s,Spine,9,3,1,100000000,610000007370,
0,s,Spine,,,1,100000004,610000007372,
0,s,Spine,10,3,1,100000003,610000007375,
0,s,Spine,0,1,1,100000003,610000007385,
0,s,Spine,9,3,1,100000000,610000007388,
0,s,Spine,,,1,100000004,610000007392,
0,s,Spine,,,1,100000004,610000007395,
0,s,Spine,19,9,1,100000001,610000007397,
0,s,Spine,9,3,1,100000003,610000007399,
0,s,Spine,1,2,1,100000000,610000007404,
0,s,Spine,7,4,1,100000001,610000007410,
0,s,Spine,,,1,100000004,610000007413,
0,s,Spine,5,2,1,100000001,610000007417,
0,s,Spine,11,3,1,100000001,610000007422,
0,s,Spine,12,6,1,100000001,610000007425,
0,s,Spine,9,5,1,100000000,610000007432,
0,s,Spine,7,1,1,100000000,610000007436,
0,s,Spine,10,4,1,100000000,610000007439,
0,s,Spine,6,3,1,100000003,610000007443,
0,s,Spine,0,1,1,100000003,610000007445,
0,s,Spine,7,1,1,100000000,610000007450,
0,s,Spine,7,3,1,100000003,610000007452,
0,s,Spine,1,2,1,100000000,610000007455,
0,s,Spine,22,8,1,100000001,610000007458,
0,s,Spine,11,3,1,100000003,610000007460,
0,s,Spine,12,5,1,100000001,610000007463,
0,s,Spine,5,3,1,100000000,610000007466,
0,s,Spine,5,3,1,100000000,610000007469,
0,s,Spine,8,3,1,100000000,610000007472,
0,s,Spine,3,2,1,100000003,610000007474,
0,s,Spine,3,3,1,100000003,610000007476,
0,s,Spine,5,2,1,100000003,610000007479,
0,s,Spine,4,3,1,100000000,610000007481,
0,s,Spine,0,1,1,100000001,610000007485,
0,s,Spine,2,3,1,100000003,610000007491,
0,s,Spine,10,2,1,100000003,610000007494,
0,s,Spine,5,2,1,100000003,610000007498,
0,s,Spine,5,2,1,100000003,610000007502,
0,s,Spine,0,1,1,100000003,610000007507,
0,s,Spine,,,1,100000004,610000007509,
0,s,Spine,9,3,1,100000000,610000007513,
0,s,Spine,18,7,1,100000000,610000007516,
0,s,Spine,23,8,1,100000001,610000007522,
0,s,Spine,0,1,1,100000003,610000007529,
0,s,Spine,5,4,1,100000003,610000007532,
0,s,Spine,,,1,100000004,610000007534,
0,s,Spine,,,1,100000004,610000007536,
0,s,Spine,7,4,1,100000001,610000007538,
0,s,Spine,0,1,1,100000003,610000007542,
0,s,Spine,18,9,1,100000001,610000007544,
0,s,Spine,5,2,1,100000003,610000007546,
0,s,Spine,2,1,1,100000001,610000007548,
0,s,Spine,20,8,1,100000001,610000007550,
0,s,Spine,9,3,1,100000003,610000007553,
0,s,Spine,10,3,1,100000003,610000007557,
0,s,Spine,6,4,1,100000001,610000007560,
0,s,Spine,12,6,1,100000001,610000007563,
0,s,Spine,17,5,1,100000000,610000007567,
0,s,Spine,18,7,1,100000000,610000007570,
0,s,Spine,,,1,100000004,610000007574,
0,s,Spine,3,2,1,100000000,610000007576,
0,s,Spine,13,6,1,100000001,610000007579,
0,s,Spine,2,1,1,100000003,610000007581,
0,s,Spine,,,1,100000004,610000007583,
0,s,Spine,2,2,1,100000003,610000007587,
0,s,Spine,6,3,1,100000001,610000007589,
0,s,Spine,,,1,100000004,610000007591,
0,s,Spine,4,3,1,100000003,610000007593,
0,s,Spine,,,1,100000004,610000007597,
0,s,Spine,8,3,1,100000003,610000007601,
0,s,Spine,10,4,1,100000000,610000007605,
0,s,Spine,13,4,1,100000000,610000007607,
0,s,Spine,2,3,1,100000003,610000007611,
0,s,Spine,3,3,1,100000000,610000007614,
0,s,Spine,2,3,1,100000001,610000007616,
0,s,Spine,,,1,100000004,610000007620,
0,s,Spine,9,6,1,100000001,610000007622,
0,s,Spine,9,3,1,100000001,610000007626,
0,s,Spine,1,2,1,100000001,610000007629,
0,s,Spine,0,1,1,100000001,610000007632,
0,s,Spine,4,2,1,100000000,610000007635,
0,s,Spine,3,2,1,100000003,610000007638,
0,s,Spine,6,3,1,100000003,610000007642,
0,s,Spine,0,1,1,100000000,610000007647,
0,s,Spine,5,2,1,100000003,610000007650,
0,s,Spine,18,7,1,100000000,610000007656,
0,s,Spine,,,1,100000004,610000007659,
0,s,Spine,6,3,1,100000001,610000007661,
0,s,Spine,6,4,1,100000001,610000007663,
0,s,Spine,5,4,1,100000001,610000007665,
0,s,Spine,13,6,1,100000001,610000007668,
0,s,Spine,21,8,1,100000001,610000007674,
0,s,Spine,4,2,1,100000000,610000007676,
0,s,Spine,12,6,1,100000001,610000007681,
0,s,Spine,,,1,100000004,610000007683,
0,s,Spine,8,2,1,100000001,610000007686,
0,s,Spine,2,3,1,100000001,610000007688,
0,s,Spine,5,4,1,100000001,610000007690,
0,s,Spine,,,1,100000004,610000007692,
0,s,Spine,9,5,1,100000000,610000007696,
0,s,Spine,5,3,1,100000000,610000007699,
0,s,Spine,5,3,1,100000001,610000007701,
