
Segment Center Intensity Max Ch=1 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
3,,Segment,1,21,Image 1,9,1,100000001,510000000030,
4,,Segment,1,20,Image 1,8,1,100000001,510000000049,
3,,Segment,1,19,Image 1,8,1,100000001,510000000060,
8,,Segment,1,18,Image 1,8,1,100000001,510000000094,
3,,Segment,1,17,Image 1,8,1,100000001,510000000098,
4,,Segment,1,16,Image 1,7,1,100000001,510000000125,
11,,Segment,1,14,Image 1,6,1,100000001,510000000141,
4,,Segment,1,13,Image 1,6,1,100000001,510000000167,
14,,Segment,1,12,Image 1,5,1,100000001,510000000183,
14,,Segment,1,11,Image 1,5,1,100000001,510000000198,
5,,Segment,1,10,Image 1,5,1,100000001,510000000208,
2,,Segment,1,8,Image 1,5,1,100000001,510000000234,
1,,Segment,1,7,Image 1,5,1,100000001,510000000239,
2,,Segment,1,6,Image 1,4,1,100000001,510000000273,
25,,Segment,1,5,Image 1,4,1,100000001,510000000321,
4,,Segment,1,4,Image 1,3,1,100000001,510000000346,
16,,Segment,1,3,Image 1,2,1,100000001,510000000362,
15,,Segment,1,2,Image 1,1,1,100000001,510000000383,
22,,Segment,1,1,Image 1,1,1,100000001,510000000399,
19,,Segment,1,0,Image 1,1,1,100000001,510000000446,
9,,Segment,1,21,Image 1,8,1,100000001,510000000470,
3,,Segment,1,20,Image 1,9,1,100000001,510000000480,
2,,Segment,1,19,Image 1,9,1,100000001,510000000482,
3,,Segment,1,18,Image 1,9,1,100000001,510000000496,
3,,Segment,1,17,Image 1,7,1,100000001,510000000511,
5,,Segment,1,27,Image 1,11,1,100000001,510000000521,
5,,Segment,1,26,Image 1,10,1,100000001,510000000532,
2,,Segment,1,25,Image 1,10,1,100000001,510000000545,
3,,Segment,1,24,Image 1,9,1,100000001,510000000551,
3,,Segment,1,23,Image 1,9,1,100000001,510000000564,
3,,Segment,1,22,Image 1,8,1,100000001,510000000574,
3,,Segment,1,21,Image 1,8,1,100000001,510000000597,
2,,Segment,1,20,Image 1,7,1,100000001,510000000601,
4,,Segment,1,19,Image 1,7,1,100000001,510000000609,
6,,Segment,1,18,Image 1,7,1,100000001,510000000621,
1,,Segment,1,17,Image 1,7,1,100000001,510000000624,
4,,Segment,1,16,Image 1,6,1,100000001,510000000633,
3,,Segment,1,28,Image 1,11,1,100000001,510000000649,
2,,Segment,1,28,Image 1,10,1,100000001,510000000660,
2,,Segment,1,26,Image 1,11,1,100000001,510000000665,
4,,Segment,1,24,Image 1,10,1,100000001,510000000674,
1,,Segment,1,25,Image 1,9,1,100000001,510000000676,
4,,Segment,1,24,Image 1,8,1,100000001,510000000690,
4,,Segment,1,23,Image 1,8,1,100000001,510000000694,
2,,Segment,1,24,Image 1,9,1,100000001,510000000702,
4,,Segment,1,22,Image 1,8,1,100000001,510000000704,
4,,Segment,1,21,Image 1,8,1,100000001,510000000709,
4,,Segment,1,20,Image 1,8,1,100000001,510000000729,
4,,Segment,1,22,Image 1,9,1,100000001,510000000733,
305,,Segment,1,21,Image 1,9,1,100000001,510000000736,
7,,Segment,1,15,Image 1,7,1,100000001,510000000809,
4,,Segment,1,22,Image 1,9,1,100000001,510000000815,
1,,Segment,1,22,Image 1,7,1,100000001,510000000819,
1,,Segment,1,22,Image 1,8,1,100000001,510000000822,
2,,Segment,1,19,Image 1,9,1,100000001,510000000832,
5,,Segment,1,18,Image 1,8,1,100000001,510000000836,
37,,Segment,1,19,Image 1,8,1,100000001,510000000840,
3,,Segment,1,15,Image 1,6,1,100000001,510000000893,
2,,Segment,1,13,Image 1,5,1,100000001,510000000900,
2,,Segment,1,17,Image 1,6,1,100000001,510000000903,
1,,Segment,1,19,Image 1,8,1,100000001,510000000906,
14,,Segment,1,12,Image 1,6,1,100000001,510000000938,
4,,Segment,1,14,Image 1,6,1,100000001,510000000947,
5,,Segment,1,14,Image 1,7,1,100000001,510000000954,
10,,Segment,1,16,Image 1,5,1,100000001,510000000959,
7,,Segment,1,9,Image 1,6,1,100000001,510000001009,
1,,Segment,1,16,Image 1,6,1,100000001,510000001011,
4,,Segment,1,10,Image 1,8,1,100000001,510000001034,
8,,Segment,1,9,Image 1,7,1,100000001,510000001045,
3,,Segment,1,8,Image 1,6,1,100000001,510000001053,
3,,Segment,1,11,Image 1,6,1,100000001,510000001065,
11,,Segment,1,11,Image 1,8,1,100000001,510000001069,
11,,Segment,1,11,Image 1,7,1,100000001,510000001072,
1,,Segment,1,10,Image 1,6,1,100000001,510000001075,
3,,Segment,1,9,Image 1,6,1,100000001,510000001084,
3,,Segment,1,7,Image 1,4,1,100000001,510000001089,
1,,Segment,1,6,Image 1,5,1,100000001,510000001092,
4,,Segment,1,0,Image 1,1,1,100000004,510000001094,
3,,Segment,1,0,Image 1,1,1,100000004,510000001116,
2,,Segment,1,0,Image 1,1,1,100000004,510000001125,
3,,Segment,1,0,Image 1,1,1,100000004,510000001139,
6,,Segment,1,0,Image 1,1,1,100000004,510000001142,
3,,Segment,1,0,Image 1,1,1,100000004,510000001155,
3,,Segment,1,0,Image 1,1,1,100000004,510000001197,
2,,Segment,1,0,Image 1,1,1,100000004,510000001214,
5,,Segment,1,0,Image 1,1,1,100000004,510000001223,
3,,Segment,1,0,Image 1,1,1,100000004,510000001232,
5,,Segment,1,0,Image 1,1,1,100000004,510000001236,
3,,Segment,1,0,Image 1,1,1,100000004,510000001264,
3,,Segment,1,0,Image 1,1,1,100000004,510000001278,
3,,Segment,1,0,Image 1,1,1,100000004,510000001289,
114,,Segment,1,0,Image 1,1,1,100000004,510000001297,
68,,Segment,1,0,Image 1,1,1,100000004,510000001344,
5,,Segment,1,0,Image 1,1,1,100000004,510000001365,
5,,Segment,1,0,Image 1,1,1,100000004,510000001370,
3,,Segment,1,0,Image 1,1,1,100000004,510000001386,
21,,Segment,1,8,Image 1,4,1,100000003,510000001473,
101,,Segment,1,7,Image 1,4,1,100000003,510000001482,
101,,Segment,1,6,Image 1,3,1,100000003,510000001490,
1,,Segment,1,5,Image 1,3,1,100000003,510000001493,
2,,Segment,1,4,Image 1,3,1,100000003,510000001495,
3,,Segment,1,3,Image 1,2,1,100000003,510000001508,
15,,Segment,1,2,Image 1,2,1,100000003,510000001534,
32,,Segment,1,1,Image 1,2,1,100000003,510000001558,
2,,Segment,1,0,Image 1,1,1,100000003,510000001563,
11,,Segment,1,0,Image 1,1,1,100000004,510000001575,
3,,Segment,1,0,Image 1,1,1,100000004,510000001577,
2,,Segment,1,0,Image 1,1,1,100000004,510000001589,
3,,Segment,1,0,Image 1,1,1,100000004,510000001606,
2,,Segment,1,0,Image 1,1,1,100000004,510000001608,
9,,Segment,1,0,Image 1,1,1,100000004,510000001612,
4,,Segment,1,0,Image 1,1,1,100000004,510000001614,
1,,Segment,1,0,Image 1,1,1,100000004,510000001617,
1,,Segment,1,0,Image 1,1,1,100000004,510000001622,
0,,Segment,1,0,Image 1,1,1,100000004,510000001625,
5,,Segment,1,0,Image 1,1,1,100000004,510000001645,
5,,Segment,1,0,Image 1,1,1,100000004,510000001664,
3,,Segment,1,0,Image 1,1,1,100000004,510000001684,
3,,Segment,1,0,Image 1,1,1,100000004,510000001709,
13,,Segment,1,0,Image 1,1,1,100000004,510000001718,
3,,Segment,1,0,Image 1,1,1,100000004,510000001728,
3,,Segment,1,0,Image 1,1,1,100000004,510000001735,
12,,Segment,1,0,Image 1,1,1,100000004,510000001761,
4,,Segment,1,0,Image 1,1,1,100000004,510000001777,
4,,Segment,1,0,Image 1,1,1,100000004,510000001791,
2,,Segment,1,0,Image 1,1,1,100000004,510000001802,
3,,Segment,1,0,Image 1,1,1,100000004,510000001824,
6,,Segment,1,0,Image 1,1,1,100000004,510000001854,
3,,Segment,1,0,Image 1,1,1,100000004,510000001859,
6,,Segment,1,0,Image 1,1,1,100000004,510000001872,
2,,Segment,1,0,Image 1,1,1,100000004,510000001876,
4,,Segment,1,0,Image 1,1,1,100000004,510000001898,
3,,Segment,1,0,Image 1,1,1,100000004,510000001900,
3,,Segment,1,0,Image 1,1,1,100000004,510000001910,
3,,Segment,1,0,Image 1,1,1,100000004,510000001922,
2,,Segment,1,0,Image 1,1,1,100000004,510000001929,
2,,Segment,1,0,Image 1,1,1,100000004,510000001936,
2,,Segment,1,0,Image 1,1,1,100000004,510000001938,
4,,Segment,1,0,Image 1,1,1,100000004,510000001945,
4,,Segment,1,0,Image 1,1,1,100000004,510000001968,
27,,Segment,1,0,Image 1,1,1,100000004,510000001979,
5,,Segment,1,0,Image 1,1,1,100000004,510000001987,
312,,Segment,1,0,Image 1,1,1,100000004,510000001996,
312,,Segment,1,0,Image 1,1,1,100000004,510000002014,
71,,Segment,1,0,Image 1,1,1,100000004,510000002021,
82,,Segment,1,0,Image 1,1,1,100000004,510000002023,
56,,Segment,1,0,Image 1,1,1,100000004,510000002030,
5,,Segment,1,0,Image 1,1,1,100000004,510000002034,
4,,Segment,1,0,Image 1,1,1,100000004,510000002038,
4,,Segment,1,0,Image 1,1,1,100000004,510000002041,
71,,Segment,1,0,Image 1,1,1,100000004,510000002043,
3,,Segment,1,0,Image 1,1,1,100000004,510000002048,
6,,Segment,1,0,Image 1,1,1,100000004,510000002050,
1,,Segment,1,0,Image 1,1,1,100000004,510000002052,
3,,Segment,1,0,Image 1,1,1,100000004,510000002057,
2,,Segment,1,0,Image 1,1,1,100000004,510000002061,
3,,Segment,1,0,Image 1,1,1,100000004,510000002065,
3,,Segment,1,9,Image 1,3,1,100000001,510000002069,
82,,Segment,1,8,Image 1,3,1,100000001,510000002078,
2,,Segment,1,6,Image 1,2,1,100000001,510000002084,
4,,Segment,1,5,Image 1,2,1,100000001,510000002129,
3,,Segment,1,4,Image 1,2,1,100000001,510000002139,
1,,Segment,1,3,Image 1,2,1,100000001,510000002141,
3,,Segment,1,2,Image 1,2,1,100000001,510000002146,
6,,Segment,1,1,Image 1,2,1,100000001,510000002166,
4,,Segment,1,0,Image 1,1,1,100000001,510000002189,
2,,Segment,1,9,Image 1,4,1,100000001,510000002222,
5,,Segment,1,8,Image 1,2,1,100000001,510000002225,
1,,Segment,1,7,Image 1,3,1,100000001,510000002227,
2,,Segment,1,6,Image 1,3,1,100000001,510000002229,
2,,Segment,1,5,Image 1,3,1,100000001,510000002232,
10,,Segment,1,2,Image 1,3,1,100000001,510000002247,
1,,Segment,1,3,Image 1,3,1,100000001,510000002250,
1,,Segment,1,4,Image 1,3,1,100000001,510000002254,
4,,Segment,1,11,Image 1,4,1,100000003,510000002258,
5,,Segment,1,10,Image 1,4,1,100000003,510000002261,
126,,Segment,1,9,Image 1,3,1,100000003,510000002266,
161,,Segment,1,7,Image 1,3,1,100000003,510000002282,
32,,Segment,1,6,Image 1,2,1,100000003,510000002287,
18,,Segment,1,5,Image 1,2,1,100000003,510000002290,
