
Filament Area (sum)
 ==================== 
Filament Area (sum),Unit,Category,Time,ID,
275.389,µm^2,Filament,1,100000000,
310.84,µm^2,Filament,1,100000001,
210.437,µm^2,Filament,1,100000003,
119.915,µm^2,Filament,1,100000004,
0.24015,µm^2,Filament,1,100000005,
0.359385,µm^2,Filament,1,100000006,
0.0638817,µm^2,Filament,1,100000007,
0.191365,µm^2,Filament,1,100000008,
0.178495,µm^2,Filament,1,100000009,
0.0985445,µm^2,Filament,1,100000010,
