
Segment Number of Voxel Ch=5 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
376,,Segment,5,21,Image 1,9,1,100000001,510000000030,
354,,Segment,5,20,Image 1,8,1,100000001,510000000049,
199,,Segment,5,19,Image 1,8,1,100000001,510000000060,
574,,Segment,5,18,Image 1,8,1,100000001,510000000094,
99,,Segment,5,17,Image 1,8,1,100000001,510000000098,
445,,Segment,5,16,Image 1,7,1,100000001,510000000125,
682,,Segment,5,14,Image 1,6,1,100000001,510000000141,
590,,Segment,5,13,Image 1,6,1,100000001,510000000167,
446,,Segment,5,12,Image 1,5,1,100000001,510000000183,
250,,Segment,5,11,Image 1,5,1,100000001,510000000198,
201,,Segment,5,10,Image 1,5,1,100000001,510000000208,
555,,Segment,5,8,Image 1,5,1,100000001,510000000234,
151,,Segment,5,7,Image 1,5,1,100000001,510000000239,
367,,Segment,5,6,Image 1,4,1,100000001,510000000273,
283,,Segment,5,5,Image 1,4,1,100000001,510000000321,
421,,Segment,5,4,Image 1,3,1,100000001,510000000346,
451,,Segment,5,3,Image 1,2,1,100000001,510000000362,
717,,Segment,5,2,Image 1,1,1,100000001,510000000383,
411,,Segment,5,1,Image 1,1,1,100000001,510000000399,
392,,Segment,5,0,Image 1,1,1,100000001,510000000446,
333,,Segment,5,21,Image 1,8,1,100000001,510000000470,
149,,Segment,5,20,Image 1,9,1,100000001,510000000480,
84,,Segment,5,19,Image 1,9,1,100000001,510000000482,
170,,Segment,5,18,Image 1,9,1,100000001,510000000496,
347,,Segment,5,17,Image 1,7,1,100000001,510000000511,
159,,Segment,5,27,Image 1,11,1,100000001,510000000521,
294,,Segment,5,26,Image 1,10,1,100000001,510000000532,
420,,Segment,5,25,Image 1,10,1,100000001,510000000545,
244,,Segment,5,24,Image 1,9,1,100000001,510000000551,
392,,Segment,5,23,Image 1,9,1,100000001,510000000564,
396,,Segment,5,22,Image 1,8,1,100000001,510000000574,
688,,Segment,5,21,Image 1,8,1,100000001,510000000597,
219,,Segment,5,20,Image 1,7,1,100000001,510000000601,
377,,Segment,5,19,Image 1,7,1,100000001,510000000609,
569,,Segment,5,18,Image 1,7,1,100000001,510000000621,
188,,Segment,5,17,Image 1,7,1,100000001,510000000624,
566,,Segment,5,16,Image 1,6,1,100000001,510000000633,
494,,Segment,5,28,Image 1,11,1,100000001,510000000649,
510,,Segment,5,28,Image 1,10,1,100000001,510000000660,
183,,Segment,5,26,Image 1,11,1,100000001,510000000665,
244,,Segment,5,24,Image 1,10,1,100000001,510000000674,
243,,Segment,5,25,Image 1,9,1,100000001,510000000676,
258,,Segment,5,24,Image 1,8,1,100000001,510000000690,
269,,Segment,5,23,Image 1,8,1,100000001,510000000694,
215,,Segment,5,24,Image 1,9,1,100000001,510000000702,
137,,Segment,5,22,Image 1,8,1,100000001,510000000704,
227,,Segment,5,21,Image 1,8,1,100000001,510000000709,
354,,Segment,5,20,Image 1,8,1,100000001,510000000729,
140,,Segment,5,22,Image 1,9,1,100000001,510000000733,
103,,Segment,5,21,Image 1,9,1,100000001,510000000736,
1161,,Segment,5,15,Image 1,7,1,100000001,510000000809,
130,,Segment,5,22,Image 1,9,1,100000001,510000000815,
227,,Segment,5,22,Image 1,7,1,100000001,510000000819,
206,,Segment,5,22,Image 1,8,1,100000001,510000000822,
350,,Segment,5,19,Image 1,9,1,100000001,510000000832,
233,,Segment,5,18,Image 1,8,1,100000001,510000000836,
200,,Segment,5,19,Image 1,8,1,100000001,510000000840,
917,,Segment,5,15,Image 1,6,1,100000001,510000000893,
365,,Segment,5,13,Image 1,5,1,100000001,510000000900,
255,,Segment,5,17,Image 1,6,1,100000001,510000000903,
223,,Segment,5,19,Image 1,8,1,100000001,510000000906,
709,,Segment,5,12,Image 1,6,1,100000001,510000000938,
276,,Segment,5,14,Image 1,6,1,100000001,510000000947,
245,,Segment,5,14,Image 1,7,1,100000001,510000000954,
222,,Segment,5,16,Image 1,5,1,100000001,510000000959,
705,,Segment,5,9,Image 1,6,1,100000001,510000001009,
141,,Segment,5,16,Image 1,6,1,100000001,510000001011,
320,,Segment,5,10,Image 1,8,1,100000001,510000001034,
227,,Segment,5,9,Image 1,7,1,100000001,510000001045,
218,,Segment,5,8,Image 1,6,1,100000001,510000001053,
182,,Segment,5,11,Image 1,6,1,100000001,510000001065,
77,,Segment,5,11,Image 1,8,1,100000001,510000001069,
101,,Segment,5,11,Image 1,7,1,100000001,510000001072,
92,,Segment,5,10,Image 1,6,1,100000001,510000001075,
217,,Segment,5,9,Image 1,6,1,100000001,510000001084,
314,,Segment,5,7,Image 1,4,1,100000001,510000001089,
80,,Segment,5,6,Image 1,5,1,100000001,510000001092,
253,,Segment,5,0,Image 1,1,1,100000004,510000001094,
169,,Segment,5,0,Image 1,1,1,100000004,510000001116,
236,,Segment,5,0,Image 1,1,1,100000004,510000001125,
107,,Segment,5,0,Image 1,1,1,100000004,510000001139,
274,,Segment,5,0,Image 1,1,1,100000004,510000001142,
704,,Segment,5,0,Image 1,1,1,100000004,510000001155,
281,,Segment,5,0,Image 1,1,1,100000004,510000001197,
163,,Segment,5,0,Image 1,1,1,100000004,510000001214,
643,,Segment,5,0,Image 1,1,1,100000004,510000001223,
285,,Segment,5,0,Image 1,1,1,100000004,510000001232,
645,,Segment,5,0,Image 1,1,1,100000004,510000001236,
437,,Segment,5,0,Image 1,1,1,100000004,510000001264,
323,,Segment,5,0,Image 1,1,1,100000004,510000001278,
289,,Segment,5,0,Image 1,1,1,100000004,510000001289,
775,,Segment,5,0,Image 1,1,1,100000004,510000001297,
404,,Segment,5,0,Image 1,1,1,100000004,510000001344,
115,,Segment,5,0,Image 1,1,1,100000004,510000001365,
323,,Segment,5,0,Image 1,1,1,100000004,510000001370,
267,,Segment,5,0,Image 1,1,1,100000004,510000001386,
224,,Segment,5,8,Image 1,4,1,100000003,510000001473,
219,,Segment,5,7,Image 1,4,1,100000003,510000001482,
148,,Segment,5,6,Image 1,3,1,100000003,510000001490,
89,,Segment,5,5,Image 1,3,1,100000003,510000001493,
80,,Segment,5,4,Image 1,3,1,100000003,510000001495,
338,,Segment,5,3,Image 1,2,1,100000003,510000001508,
692,,Segment,5,2,Image 1,2,1,100000003,510000001534,
848,,Segment,5,1,Image 1,2,1,100000003,510000001558,
132,,Segment,5,0,Image 1,1,1,100000003,510000001563,
99,,Segment,5,0,Image 1,1,1,100000004,510000001575,
115,,Segment,5,0,Image 1,1,1,100000004,510000001577,
229,,Segment,5,0,Image 1,1,1,100000004,510000001589,
478,,Segment,5,0,Image 1,1,1,100000004,510000001606,
122,,Segment,5,0,Image 1,1,1,100000004,510000001608,
251,,Segment,5,0,Image 1,1,1,100000004,510000001612,
257,,Segment,5,0,Image 1,1,1,100000004,510000001614,
26,,Segment,5,0,Image 1,1,1,100000004,510000001617,
133,,Segment,5,0,Image 1,1,1,100000004,510000001622,
125,,Segment,5,0,Image 1,1,1,100000004,510000001625,
306,,Segment,5,0,Image 1,1,1,100000004,510000001645,
415,,Segment,5,0,Image 1,1,1,100000004,510000001664,
560,,Segment,5,0,Image 1,1,1,100000004,510000001684,
751,,Segment,5,0,Image 1,1,1,100000004,510000001709,
361,,Segment,5,0,Image 1,1,1,100000004,510000001718,
112,,Segment,5,0,Image 1,1,1,100000004,510000001728,
89,,Segment,5,0,Image 1,1,1,100000004,510000001735,
451,,Segment,5,0,Image 1,1,1,100000004,510000001761,
157,,Segment,5,0,Image 1,1,1,100000004,510000001777,
238,,Segment,5,0,Image 1,1,1,100000004,510000001791,
207,,Segment,5,0,Image 1,1,1,100000004,510000001802,
375,,Segment,5,0,Image 1,1,1,100000004,510000001824,
559,,Segment,5,0,Image 1,1,1,100000004,510000001854,
288,,Segment,5,0,Image 1,1,1,100000004,510000001859,
727,,Segment,5,0,Image 1,1,1,100000004,510000001872,
80,,Segment,5,0,Image 1,1,1,100000004,510000001876,
494,,Segment,5,0,Image 1,1,1,100000004,510000001898,
71,,Segment,5,0,Image 1,1,1,100000004,510000001900,
209,,Segment,5,0,Image 1,1,1,100000004,510000001910,
263,,Segment,5,0,Image 1,1,1,100000004,510000001922,
201,,Segment,5,0,Image 1,1,1,100000004,510000001929,
248,,Segment,5,0,Image 1,1,1,100000004,510000001936,
100,,Segment,5,0,Image 1,1,1,100000004,510000001938,
283,,Segment,5,0,Image 1,1,1,100000004,510000001945,
308,,Segment,5,0,Image 1,1,1,100000004,510000001968,
290,,Segment,5,0,Image 1,1,1,100000004,510000001979,
251,,Segment,5,0,Image 1,1,1,100000004,510000001987,
243,,Segment,5,0,Image 1,1,1,100000004,510000001996,
457,,Segment,5,0,Image 1,1,1,100000004,510000002014,
202,,Segment,5,0,Image 1,1,1,100000004,510000002021,
87,,Segment,5,0,Image 1,1,1,100000004,510000002023,
67,,Segment,5,0,Image 1,1,1,100000004,510000002030,
75,,Segment,5,0,Image 1,1,1,100000004,510000002034,
185,,Segment,5,0,Image 1,1,1,100000004,510000002038,
71,,Segment,5,0,Image 1,1,1,100000004,510000002041,
81,,Segment,5,0,Image 1,1,1,100000004,510000002043,
110,,Segment,5,0,Image 1,1,1,100000004,510000002048,
149,,Segment,5,0,Image 1,1,1,100000004,510000002050,
97,,Segment,5,0,Image 1,1,1,100000004,510000002052,
195,,Segment,5,0,Image 1,1,1,100000004,510000002057,
85,,Segment,5,0,Image 1,1,1,100000004,510000002061,
63,,Segment,5,0,Image 1,1,1,100000004,510000002065,
112,,Segment,5,9,Image 1,3,1,100000001,510000002069,
239,,Segment,5,8,Image 1,3,1,100000001,510000002078,
139,,Segment,5,6,Image 1,2,1,100000001,510000002084,
501,,Segment,5,5,Image 1,2,1,100000001,510000002129,
143,,Segment,5,4,Image 1,2,1,100000001,510000002139,
80,,Segment,5,3,Image 1,2,1,100000001,510000002141,
105,,Segment,5,2,Image 1,2,1,100000001,510000002146,
229,,Segment,5,1,Image 1,2,1,100000001,510000002166,
450,,Segment,5,0,Image 1,1,1,100000001,510000002189,
