
Segment Time Index
 ==================== 
Segment Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Segment,21,9,1,100000001,510000000030,
1,,Segment,20,8,1,100000001,510000000049,
1,,Segment,19,8,1,100000001,510000000060,
1,,Segment,18,8,1,100000001,510000000094,
1,,Segment,17,8,1,100000001,510000000098,
1,,Segment,16,7,1,100000001,510000000125,
1,,Segment,14,6,1,100000001,510000000141,
1,,Segment,13,6,1,100000001,510000000167,
1,,Segment,12,5,1,100000001,510000000183,
1,,Segment,11,5,1,100000001,510000000198,
1,,Segment,10,5,1,100000001,510000000208,
1,,Segment,8,5,1,100000001,510000000234,
1,,Segment,7,5,1,100000001,510000000239,
1,,Segment,6,4,1,100000001,510000000273,
1,,Segment,5,4,1,100000001,510000000321,
1,,Segment,4,3,1,100000001,510000000346,
1,,Segment,3,2,1,100000001,510000000362,
1,,Segment,2,1,1,100000001,510000000383,
1,,Segment,1,1,1,100000001,510000000399,
1,,Segment,0,1,1,100000001,510000000446,
1,,Segment,21,8,1,100000001,510000000470,
1,,Segment,20,9,1,100000001,510000000480,
1,,Segment,19,9,1,100000001,510000000482,
1,,Segment,18,9,1,100000001,510000000496,
1,,Segment,17,7,1,100000001,510000000511,
1,,Segment,27,11,1,100000001,510000000521,
1,,Segment,26,10,1,100000001,510000000532,
1,,Segment,25,10,1,100000001,510000000545,
1,,Segment,24,9,1,100000001,510000000551,
1,,Segment,23,9,1,100000001,510000000564,
1,,Segment,22,8,1,100000001,510000000574,
1,,Segment,21,8,1,100000001,510000000597,
1,,Segment,20,7,1,100000001,510000000601,
1,,Segment,19,7,1,100000001,510000000609,
1,,Segment,18,7,1,100000001,510000000621,
1,,Segment,17,7,1,100000001,510000000624,
1,,Segment,16,6,1,100000001,510000000633,
1,,Segment,28,11,1,100000001,510000000649,
1,,Segment,28,10,1,100000001,510000000660,
1,,Segment,26,11,1,100000001,510000000665,
1,,Segment,24,10,1,100000001,510000000674,
1,,Segment,25,9,1,100000001,510000000676,
1,,Segment,24,8,1,100000001,510000000690,
1,,Segment,23,8,1,100000001,510000000694,
1,,Segment,24,9,1,100000001,510000000702,
1,,Segment,22,8,1,100000001,510000000704,
1,,Segment,21,8,1,100000001,510000000709,
1,,Segment,20,8,1,100000001,510000000729,
1,,Segment,22,9,1,100000001,510000000733,
1,,Segment,21,9,1,100000001,510000000736,
1,,Segment,15,7,1,100000001,510000000809,
1,,Segment,22,9,1,100000001,510000000815,
1,,Segment,22,7,1,100000001,510000000819,
