
Segment Intensity Median Ch=1 Img=1
 ==================== 
Segment Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.00391,,Segment,1,21,Image 1,9,1,100000001,510000000030,
1.00781,,Segment,1,20,Image 1,8,1,100000001,510000000049,
2.00781,,Segment,1,19,Image 1,8,1,100000001,510000000060,
1.00781,,Segment,1,18,Image 1,8,1,100000001,510000000094,
1.00391,,Segment,1,17,Image 1,8,1,100000001,510000000098,
1.00391,,Segment,1,16,Image 1,7,1,100000001,510000000125,
2.125,,Segment,1,14,Image 1,6,1,100000001,510000000141,
1.00391,,Segment,1,13,Image 1,6,1,100000001,510000000167,
1.03125,,Segment,1,12,Image 1,5,1,100000001,510000000183,
2.03125,,Segment,1,11,Image 1,5,1,100000001,510000000198,
1.00781,,Segment,1,10,Image 1,5,1,100000001,510000000208,
1.00391,,Segment,1,8,Image 1,5,1,100000001,510000000234,
1.00391,,Segment,1,7,Image 1,5,1,100000001,510000000239,
1.00391,,Segment,1,6,Image 1,4,1,100000001,510000000273,
2.01562,,Segment,1,5,Image 1,4,1,100000001,510000000321,
1.00781,,Segment,1,4,Image 1,3,1,100000001,510000000346,
2.03125,,Segment,1,3,Image 1,2,1,100000001,510000000362,
2.0625,,Segment,1,2,Image 1,1,1,100000001,510000000383,
9.03125,,Segment,1,1,Image 1,1,1,100000001,510000000399,
6.03125,,Segment,1,0,Image 1,1,1,100000001,510000000446,
3.01562,,Segment,1,21,Image 1,8,1,100000001,510000000470,
1.00781,,Segment,1,20,Image 1,9,1,100000001,510000000480,
1.00391,,Segment,1,19,Image 1,9,1,100000001,510000000482,
2.00391,,Segment,1,18,Image 1,9,1,100000001,510000000496,
1.00391,,Segment,1,17,Image 1,7,1,100000001,510000000511,
1.00391,,Segment,1,27,Image 1,11,1,100000001,510000000521,
1.00391,,Segment,1,26,Image 1,10,1,100000001,510000000532,
1.00391,,Segment,1,25,Image 1,10,1,100000001,510000000545,
1.00391,,Segment,1,24,Image 1,9,1,100000001,510000000551,
1.00391,,Segment,1,23,Image 1,9,1,100000001,510000000564,
1.00391,,Segment,1,22,Image 1,8,1,100000001,510000000574,
1.00391,,Segment,1,21,Image 1,8,1,100000001,510000000597,
1.00391,,Segment,1,20,Image 1,7,1,100000001,510000000601,
2.00781,,Segment,1,19,Image 1,7,1,100000001,510000000609,
2.00781,,Segment,1,18,Image 1,7,1,100000001,510000000621,
1.00391,,Segment,1,17,Image 1,7,1,100000001,510000000624,
1.00781,,Segment,1,16,Image 1,6,1,100000001,510000000633,
1.00781,,Segment,1,28,Image 1,11,1,100000001,510000000649,
1.00391,,Segment,1,28,Image 1,10,1,100000001,510000000660,
1.00391,,Segment,1,26,Image 1,11,1,100000001,510000000665,
1.00391,,Segment,1,24,Image 1,10,1,100000001,510000000674,
1.00391,,Segment,1,25,Image 1,9,1,100000001,510000000676,
1.00391,,Segment,1,24,Image 1,8,1,100000001,510000000690,
1.00391,,Segment,1,23,Image 1,8,1,100000001,510000000694,
1.00391,,Segment,1,24,Image 1,9,1,100000001,510000000702,
3.01562,,Segment,1,22,Image 1,8,1,100000001,510000000704,
1.00781,,Segment,1,21,Image 1,8,1,100000001,510000000709,
1.00391,,Segment,1,20,Image 1,8,1,100000001,510000000729,
1.00781,,Segment,1,22,Image 1,9,1,100000001,510000000733,
7.25,,Segment,1,21,Image 1,9,1,100000001,510000000736,
1.01562,,Segment,1,15,Image 1,7,1,100000001,510000000809,
1.00391,,Segment,1,22,Image 1,9,1,100000001,510000000815,
0.00195312,,Segment,1,22,Image 1,7,1,100000001,510000000819,
0.00390625,,Segment,1,22,Image 1,8,1,100000001,510000000822,
1.00391,,Segment,1,19,Image 1,9,1,100000001,510000000832,
1.00391,,Segment,1,18,Image 1,8,1,100000001,510000000836,
2.0625,,Segment,1,19,Image 1,8,1,100000001,510000000840,
1.00391,,Segment,1,15,Image 1,6,1,100000001,510000000893,
1.00391,,Segment,1,13,Image 1,5,1,100000001,510000000900,
1.00391,,Segment,1,17,Image 1,6,1,100000001,510000000903,
1.00391,,Segment,1,19,Image 1,8,1,100000001,510000000906,
1.125,,Segment,1,12,Image 1,6,1,100000001,510000000938,
1.00391,,Segment,1,14,Image 1,6,1,100000001,510000000947,
1.00391,,Segment,1,14,Image 1,7,1,100000001,510000000954,
1.00781,,Segment,1,16,Image 1,5,1,100000001,510000000959,
1.00391,,Segment,1,9,Image 1,6,1,100000001,510000001009,
1.00391,,Segment,1,16,Image 1,6,1,100000001,510000001011,
1.00781,,Segment,1,10,Image 1,8,1,100000001,510000001034,
2.01562,,Segment,1,9,Image 1,7,1,100000001,510000001045,
1.00781,,Segment,1,8,Image 1,6,1,100000001,510000001053,
1.00391,,Segment,1,11,Image 1,6,1,100000001,510000001065,
2.00781,,Segment,1,11,Image 1,8,1,100000001,510000001069,
3.01562,,Segment,1,11,Image 1,7,1,100000001,510000001072,
1.00391,,Segment,1,10,Image 1,6,1,100000001,510000001075,
1.00781,,Segment,1,9,Image 1,6,1,100000001,510000001084,
1.00391,,Segment,1,7,Image 1,4,1,100000001,510000001089,
1.00391,,Segment,1,6,Image 1,5,1,100000001,510000001092,
0.00390625,,Segment,1,0,Image 1,1,1,100000004,510000001094,
1.00391,,Segment,1,0,Image 1,1,1,100000004,510000001116,
1.00391,,Segment,1,0,Image 1,1,1,100000004,510000001125,
1.00391,,Segment,1,0,Image 1,1,1,100000004,510000001139,
1.00391,,Segment,1,0,Image 1,1,1,100000004,510000001142,
1.00781,,Segment,1,0,Image 1,1,1,100000004,510000001155,
1.00391,,Segment,1,0,Image 1,1,1,100000004,510000001197,
0.00390625,,Segment,1,0,Image 1,1,1,100000004,510000001214,
1.00781,,Segment,1,0,Image 1,1,1,100000004,510000001223,
1.00781,,Segment,1,0,Image 1,1,1,100000004,510000001232,
