
Spine Terminal Pt Position X
 ==================== 
Spine Terminal Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
4597.48,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000002044,
4602.35,µm,Spine,Spine Terminal Pt Position,4,4,1,100000000,610000002048,
4605.34,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000002051,
4601.05,µm,Spine,Spine Terminal Pt Position,2,1,1,100000000,610000002053,
4592.03,µm,Spine,Spine Terminal Pt Position,6,4,1,100000000,610000002055,
4600.08,µm,Spine,Spine Terminal Pt Position,,,1,,610000002057,
4596.05,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002069,
4595.2,µm,Spine,Spine Terminal Pt Position,4,3,1,100000000,610000002071,
4600.53,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000002073,
4589.68,µm,Spine,Spine Terminal Pt Position,7,3,1,100000000,610000002075,
4615.94,µm,Spine,Spine Terminal Pt Position,3,1,1,100000001,610000002077,
4599.1,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002080,
4614.44,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000002084,
4600.27,µm,Spine,Spine Terminal Pt Position,2,1,1,100000000,610000002086,
4608.92,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000002088,
4590.65,µm,Spine,Spine Terminal Pt Position,7,3,1,100000000,610000002091,
4613.27,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000002094,
4600.3,µm,Spine,Spine Terminal Pt Position,,,1,,610000002096,
4578.43,µm,Spine,Spine Terminal Pt Position,2,1,1,100000002,610000002106,
4614.12,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000002108,
4598.45,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002111,
4600.01,µm,Spine,Spine Terminal Pt Position,2,1,1,100000000,610000002113,
4599.82,µm,Spine,Spine Terminal Pt Position,,,1,,610000002117,
4610.02,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000002125,
4594.94,µm,Spine,Spine Terminal Pt Position,4,3,1,100000000,610000002127,
4598.71,µm,Spine,Spine Terminal Pt Position,2,3,1,100000000,610000002129,
4597.87,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002132,
4600.86,µm,Spine,Spine Terminal Pt Position,,,1,,610000002134,
4593.71,µm,Spine,Spine Terminal Pt Position,6,2,1,100000000,610000002141,
4599.23,µm,Spine,Spine Terminal Pt Position,3,3,1,100000000,610000002144,
4600.21,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000002146,
4597.67,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000002148,
4615.94,µm,Spine,Spine Terminal Pt Position,3,1,1,100000001,610000002150,
4616,µm,Spine,Spine Terminal Pt Position,3,1,1,100000001,610000002155,
4599.62,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000002166,
4592.28,µm,Spine,Spine Terminal Pt Position,7,2,1,100000000,610000002171,
4610.28,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000002179,
4603.07,µm,Spine,Spine Terminal Pt Position,,,1,,610000002187,
4590.33,µm,Spine,Spine Terminal Pt Position,4,1,1,100000000,610000002217,
4612.49,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002269,
4599.04,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000002269,
4600.01,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002270,
4609.94,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000002270,
4608.01,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002271,
4577.26,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002271,
4600.81,µm,Spine,Spine Terminal Pt Position,4,4,1,,610000002271,
4599.95,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000002272,
4579.6,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002272,
4615.32,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000002272,
4612.62,µm,Spine,Spine Terminal Pt Position,,,1,,610000002273,
4600.01,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000002273,
