
Spine Center Intensity Mean Ch=1 Img=1
 ==================== 
Spine Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
25,,Spine,1,3,Image 1,2,1,100000000,610000002044,
54.6,,Spine,1,4,Image 1,4,1,100000000,610000002048,
9.75,,Spine,1,1,Image 1,1,1,100000000,610000002051,
11,,Spine,1,2,Image 1,1,1,100000000,610000002053,
0.666667,,Spine,1,6,Image 1,4,1,100000000,610000002055,
3.36364,,Spine,1,0,Image 1,1,1,100000000,610000002066,
2.5,,Spine,1,0,Image 1,1,1,100000000,610000002069,
7.66667,,Spine,1,4,Image 1,3,1,100000000,610000002071,
1.33333,,Spine,1,1,Image 1,1,1,100000000,610000002073,
6.33333,,Spine,1,7,Image 1,3,1,100000000,610000002075,
4.66667,,Spine,1,3,Image 1,1,1,100000001,610000002077,
2.5,,Spine,1,0,Image 1,1,1,100000000,610000002080,
2.4,,Spine,1,0,Image 1,1,1,100000001,610000002084,
25.3333,,Spine,1,2,Image 1,1,1,100000000,610000002086,
5.66667,,Spine,1,2,Image 1,2,1,100000000,610000002088,
8.66667,,Spine,1,7,Image 1,3,1,100000000,610000002091,
3.75,,Spine,1,1,Image 1,1,1,100000001,610000002094,
3.66667,,Spine,1,0,Image 1,1,1,100000000,610000002103,
2.25,,Spine,1,2,Image 1,1,1,100000002,610000002106,
4.66667,,Spine,1,2,Image 1,1,1,100000001,610000002108,
0.75,,Spine,1,0,Image 1,1,1,100000000,610000002111,
31.6667,,Spine,1,2,Image 1,1,1,100000000,610000002113,
1.75,,Spine,1,0,Image 1,1,1,100000000,610000002119,
3,,Spine,1,2,Image 1,2,1,100000000,610000002125,
13.6667,,Spine,1,4,Image 1,3,1,100000000,610000002127,
0.333333,,Spine,1,2,Image 1,3,1,100000000,610000002129,
2,,Spine,1,0,Image 1,1,1,100000000,610000002132,
1.25,,Spine,1,0,Image 1,1,1,100000000,610000002136,
3,,Spine,1,6,Image 1,2,1,100000000,610000002141,
3.75,,Spine,1,3,Image 1,3,1,100000000,610000002144,
2.33333,,Spine,1,1,Image 1,1,1,100000000,610000002146,
40,,Spine,1,2,Image 1,2,1,100000000,610000002148,
14.3333,,Spine,1,3,Image 1,1,1,100000001,610000002150,
7.66667,,Spine,1,3,Image 1,1,1,100000001,610000002155,
1.33333,,Spine,1,0,Image 1,1,1,100000000,610000002158,
2.66667,,Spine,1,2,Image 1,2,1,100000000,610000002166,
2.66667,,Spine,1,7,Image 1,2,1,100000000,610000002171,
0.5,,Spine,1,0,Image 1,1,1,100000000,610000002173,
3,,Spine,1,2,Image 1,2,1,100000000,610000002179,
2,,Spine,1,0,Image 1,1,1,100000000,610000002181,
2,,Spine,1,0,Image 1,1,1,100000000,610000002188,
2,,Spine,1,3,Image 1,1,1,100000001,610000002190,
0.5,,Spine,1,0,Image 1,1,1,100000000,610000002197,
0.5,,Spine,1,0,Image 1,1,1,100000000,610000002203,
0.5,,Spine,1,0,Image 1,1,1,100000000,610000002205,
1,,Spine,1,0,Image 1,1,1,100000000,610000002208,
1.33333,,Spine,1,4,Image 1,1,1,100000000,610000002217,
5,,Spine,1,4,Image 1,4,1,100000000,610000002220,
3.5,,Spine,1,3,Image 1,3,1,100000000,610000002221,
1,,Spine,1,1,Image 1,2,1,100000000,610000002222,
1,,Spine,1,3,Image 1,3,1,100000000,610000002229,
1.5,,Spine,1,2,Image 1,3,1,100000000,610000002230,
36,,Spine,1,2,Image 1,1,1,100000000,610000002231,
2,,Spine,1,1,Image 1,1,1,100000000,610000002232,
3,,Spine,1,7,Image 1,2,1,100000000,610000002233,
2,,Spine,1,5,Image 1,3,1,100000000,610000002234,
38.5,,Spine,1,4,Image 1,3,1,100000000,610000002235,
11,,Spine,1,4,Image 1,3,1,100000000,610000002236,
1,,Spine,1,4,Image 1,1,1,100000000,610000002237,
3,,Spine,1,4,Image 1,1,1,100000000,610000002238,
2.5,,Spine,1,2,Image 1,1,1,100000000,610000002239,
0,,Spine,1,3,Image 1,3,1,100000000,610000002240,
4,,Spine,1,0,Image 1,1,1,100000000,610000002241,
2,,Spine,1,0,Image 1,1,1,100000000,610000002242,
4.5,,Spine,1,2,Image 1,2,1,100000000,610000002243,
1.5,,Spine,1,2,Image 1,2,1,100000000,610000002244,
4,,Spine,1,2,Image 1,2,1,100000000,610000002245,
4.5,,Spine,1,2,Image 1,2,1,100000000,610000002246,
4,,Spine,1,2,Image 1,2,1,100000000,610000002247,
3,,Spine,1,2,Image 1,2,1,100000000,610000002248,
4.5,,Spine,1,2,Image 1,2,1,100000000,610000002249,
3,,Spine,1,1,Image 1,1,1,100000000,610000002250,
1,,Spine,1,0,Image 1,1,1,100000000,610000002251,
100.5,,Spine,1,0,Image 1,1,1,100000000,610000002252,
3.5,,Spine,1,0,Image 1,1,1,100000000,610000002253,
10,,Spine,1,1,Image 1,2,1,100000001,610000002258,
1,,Spine,1,1,Image 1,1,1,100000001,610000002259,
4.5,,Spine,1,0,Image 1,1,1,100000001,610000002260,
5,,Spine,1,3,Image 1,1,1,100000001,610000002263,
5,,Spine,1,0,Image 1,1,1,100000002,610000002265,
6.5,,Spine,1,0,Image 1,1,1,100000002,610000002266,
1.5,,Spine,1,2,Image 1,2,1,100000002,610000002267,
4,,Spine,1,1,Image 1,1,1,100000002,610000002268,
