
Soma Ellipticity (oblate)
 ==================== 
Soma Ellipticity (oblate),Unit,Category,Time,FilamentID,ID,
0.304695,,Soma,1,100000000,800000000,
0.309947,,Soma,1,100000001,800000001,
0.399829,,Soma,1,100000002,800000002,
