
Spine Branch Depth
 ==================== 
Spine Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
3,,Spine,3,2,1,100000000,610000002044,
4,,Spine,4,4,1,100000000,610000002048,
1,,Spine,1,1,1,100000000,610000002051,
2,,Spine,2,1,1,100000000,610000002053,
6,,Spine,6,4,1,100000000,610000002055,
-1,,Spine,3,3,1,100000000,610000002066,
0,,Spine,0,1,1,100000000,610000002069,
4,,Spine,4,3,1,100000000,610000002071,
1,,Spine,1,1,1,100000000,610000002073,
7,,Spine,7,3,1,100000000,610000002075,
3,,Spine,3,1,1,100000001,610000002077,
0,,Spine,0,1,1,100000000,610000002080,
0,,Spine,0,1,1,100000001,610000002084,
2,,Spine,2,1,1,100000000,610000002086,
2,,Spine,2,2,1,100000000,610000002088,
7,,Spine,7,3,1,100000000,610000002091,
1,,Spine,1,1,1,100000001,610000002094,
-1,,Spine,3,3,1,100000000,610000002103,
2,,Spine,2,1,1,100000002,610000002106,
2,,Spine,2,1,1,100000001,610000002108,
0,,Spine,0,1,1,100000000,610000002111,
2,,Spine,2,1,1,100000000,610000002113,
-1,,Spine,3,3,1,100000000,610000002119,
2,,Spine,2,2,1,100000000,610000002125,
4,,Spine,4,3,1,100000000,610000002127,
2,,Spine,2,3,1,100000000,610000002129,
0,,Spine,0,1,1,100000000,610000002132,
-1,,Spine,3,3,1,100000000,610000002136,
6,,Spine,6,2,1,100000000,610000002141,
3,,Spine,3,3,1,100000000,610000002144,
1,,Spine,1,1,1,100000000,610000002146,
2,,Spine,2,2,1,100000000,610000002148,
3,,Spine,3,1,1,100000001,610000002150,
3,,Spine,3,1,1,100000001,610000002155,
-1,,Spine,3,3,1,100000000,610000002158,
2,,Spine,2,2,1,100000000,610000002166,
7,,Spine,7,2,1,100000000,610000002171,
-1,,Spine,3,3,1,100000000,610000002173,
2,,Spine,2,2,1,100000000,610000002179,
-1,,Spine,3,3,1,100000000,610000002181,
-1,,Spine,3,3,1,100000000,610000002188,
-1,,Spine,3,1,1,100000001,610000002190,
-1,,Spine,3,3,1,100000000,610000002197,
-1,,Spine,3,3,1,100000000,610000002203,
-1,,Spine,3,3,1,100000000,610000002205,
-1,,Spine,3,3,1,100000000,610000002208,
4,,Spine,4,1,1,100000000,610000002217,
4,,Spine,4,4,1,100000000,610000002220,
3,,Spine,3,3,1,100000000,610000002221,
1,,Spine,1,2,1,100000000,610000002222,
3,,Spine,3,3,1,100000000,610000002229,
2,,Spine,2,3,1,100000000,610000002230,
2,,Spine,2,1,1,100000000,610000002231,
1,,Spine,1,1,1,100000000,610000002232,
7,,Spine,7,2,1,100000000,610000002233,
5,,Spine,5,3,1,100000000,610000002234,
4,,Spine,4,3,1,100000000,610000002235,
4,,Spine,4,3,1,100000000,610000002236,
4,,Spine,4,1,1,100000000,610000002237,
4,,Spine,4,1,1,100000000,610000002238,
2,,Spine,2,1,1,100000000,610000002239,
3,,Spine,3,3,1,100000000,610000002240,
0,,Spine,0,1,1,100000000,610000002241,
0,,Spine,0,1,1,100000000,610000002242,
2,,Spine,2,2,1,100000000,610000002243,
2,,Spine,2,2,1,100000000,610000002244,
2,,Spine,2,2,1,100000000,610000002245,
2,,Spine,2,2,1,100000000,610000002246,
2,,Spine,2,2,1,100000000,610000002247,
2,,Spine,2,2,1,100000000,610000002248,
2,,Spine,2,2,1,100000000,610000002249,
1,,Spine,1,1,1,100000000,610000002250,
0,,Spine,0,1,1,100000000,610000002251,
0,,Spine,0,1,1,100000000,610000002252,
0,,Spine,0,1,1,100000000,610000002253,
1,,Spine,1,2,1,100000001,610000002258,
1,,Spine,1,1,1,100000001,610000002259,
0,,Spine,0,1,1,100000001,610000002260,
3,,Spine,3,1,1,100000001,610000002263,
0,,Spine,0,1,1,100000002,610000002265,
0,,Spine,0,1,1,100000002,610000002266,
2,,Spine,2,2,1,100000002,610000002267,
1,,Spine,1,1,1,100000002,610000002268,
