
Segment Center Intensity Median Ch=1 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
4.03125,,Segment,1,7,Image 1,5,1,100000000,510000000032,
1.00195,,Segment,1,5,Image 1,4,1,100000000,510000000037,
6.03125,,Segment,1,4,Image 1,4,1,100000000,510000000089,
4.00781,,Segment,1,3,Image 1,3,1,100000000,510000000100,
3.00391,,Segment,1,2,Image 1,2,1,100000000,510000000128,
2.00391,,Segment,1,1,Image 1,1,1,100000000,510000000137,
1.50195,,Segment,1,0,Image 1,1,1,100000000,510000000152,
2.00195,,Segment,1,6,Image 1,5,1,100000000,510000000159,
1,,Segment,1,7,Image 1,4,1,100000000,510000000161,
2.00391,,Segment,1,6,Image 1,6,1,100000000,510000000164,
1.00391,,Segment,1,5,Image 1,5,1,100000000,510000000170,
4.51562,,Segment,1,7,Image 1,3,1,100000000,510000000194,
1.00391,,Segment,1,6,Image 1,3,1,100000000,510000000207,
1.00391,,Segment,1,5,Image 1,3,1,100000000,510000000245,
1.00391,,Segment,1,4,Image 1,3,1,100000000,510000000254,
1.00195,,Segment,1,3,Image 1,2,1,100000000,510000000258,
2.00391,,Segment,1,2,Image 1,2,1,100000000,510000000277,
4.00781,,Segment,1,1,Image 1,2,1,100000000,510000000321,
3.00781,,Segment,1,0,Image 1,1,1,100000000,510000000379,
3.50098,,Segment,1,7,Image 1,4,1,100000000,510000000393,
0.00195312,,Segment,1,6,Image 1,4,1,100000000,510000000399,
1.00098,,Segment,1,5,Image 1,4,1,100000000,510000000401,
1.00195,,Segment,1,4,Image 1,2,1,100000000,510000000407,
1.00195,,Segment,1,3,Image 1,3,1,100000000,510000000412,
2.50391,,Segment,1,2,Image 1,3,1,100000000,510000000419,
3.00781,,Segment,1,3,Image 1,2,1,100000000,510000000429,
5.01562,,Segment,1,2,Image 1,2,1,100000000,510000000479,
4.03125,,Segment,1,1,Image 1,1,1,100000000,510000000523,
4.0625,,Segment,1,0,Image 1,1,1,100000000,510000000552,
2.00391,,Segment,1,3,Image 1,3,1,100000000,510000000584,
18.0156,,Segment,1,2,Image 1,1,1,100000000,510000000588,
3.01562,,Segment,1,1,Image 1,2,1,100000001,510000000654,
2.00781,,Segment,1,0,Image 1,1,1,100000001,510000000723,
1.00195,,Segment,1,5,Image 1,1,1,100000001,510000000739,
6.51562,,Segment,1,4,Image 1,1,1,100000001,510000000744,
2.00391,,Segment,1,3,Image 1,1,1,100000001,510000000760,
1,,Segment,1,2,Image 1,1,1,100000001,510000000766,
1.00195,,Segment,1,5,Image 1,2,1,100000001,510000000770,
5.00391,,Segment,1,4,Image 1,2,1,100000001,510000000775,
1.50391,,Segment,1,3,Image 1,2,1,100000001,510000000782,
0.500977,,Segment,1,2,Image 1,2,1,100000001,510000000785,
7.00391,,Segment,1,9,Image 1,5,1,100000000,510000000794,
3.00391,,Segment,1,8,Image 1,4,1,100000000,510000000804,
2.00391,,Segment,1,7,Image 1,3,1,100000000,510000000807,
3.50098,,Segment,1,6,Image 1,3,1,100000000,510000000810,
8.53125,,Segment,1,5,Image 1,2,1,100000000,510000000825,
3.00391,,Segment,1,4,Image 1,2,1,100000000,510000000835,
3.01562,,Segment,1,3,Image 1,2,1,100000000,510000000839,
1.00195,,Segment,1,2,Image 1,1,1,100000000,510000000841,
3.00391,,Segment,1,1,Image 1,1,1,100000000,510000000843,
2.00781,,Segment,1,0,Image 1,1,1,100000000,510000000895,
3.00781,,Segment,1,7,Image 1,2,1,100000000,510000000914,
4.00391,,Segment,1,6,Image 1,2,1,100000000,510000000922,
3.00195,,Segment,1,9,Image 1,4,1,100000000,510000000926,
2.00391,,Segment,1,7,Image 1,4,1,100000000,510000000946,
3,,Segment,1,7,Image 1,3,1,100000000,510000000950,
2.00391,,Segment,1,8,Image 1,3,1,100000000,510000000953,
3.50781,,Segment,1,4,Image 1,3,1,100000000,510000000960,
4.00781,,Segment,1,3,Image 1,2,1,100000000,510000000964,
5.03125,,Segment,1,2,Image 1,2,1,100000002,510000000979,
7.00781,,Segment,1,1,Image 1,1,1,100000002,510000000994,
4.00781,,Segment,1,0,Image 1,1,1,100000002,510000001045,
3.00391,,Segment,1,3,Image 1,2,1,100000002,510000001070,
4.00781,,Segment,1,2,Image 1,1,1,100000002,510000001081,
1.00391,,Segment,1,3,Image 1,1,1,100000002,510000001088,
4.00391,,Segment,1,1,Image 1,2,1,100000002,510000001094,
2.50195,,Segment,1,5,Image 1,4,1,100000000,510000001099,
7.03125,,Segment,1,4,Image 1,3,1,100000000,510000001137,
2,,Segment,1,5,Image 1,3,1,100000000,510000001139,
7.53125,,Segment,1,3,Image 1,2,1,100000002,510000001148,
2.00391,,Segment,1,2,Image 1,1,1,100000002,510000001161,
3.00391,,Segment,1,1,Image 1,1,1,100000002,510000001177,
4.00781,,Segment,1,0,Image 1,1,1,100000002,510000001201,
2.00391,,Segment,1,3,Image 1,2,1,100000000,510000001205,
7.0625,,Segment,1,2,Image 1,1,1,100000000,510000001225,
3.00391,,Segment,1,1,Image 1,1,1,100000000,510000001234,
2.00391,,Segment,1,4,Image 1,1,1,100000000,510000001282,
3.03125,,Segment,1,3,Image 1,1,1,100000000,510000001310,
2.00781,,Segment,1,3,Image 1,3,1,100000000,510000001365,
8.00781,,Segment,1,2,Image 1,2,1,100000000,510000001369,
4.00391,,Segment,1,1,Image 1,2,1,100000000,510000001373,
1.00391,,Segment,1,0,Image 1,1,1,100000000,510000001400,
9.03125,,Segment,1,3,Image 1,1,1,100000001,510000001440,
5.03125,,Segment,1,2,Image 1,1,1,100000001,510000001464,
3.00781,,Segment,1,1,Image 1,1,1,100000001,510000001472,
2.00781,,Segment,1,0,Image 1,1,1,100000001,510000001518,
6.00195,,Segment,1,3,Image 1,1,1,100000000,510000001520,
2.00195,,Segment,1,3,Image 1,1,1,100000002,510000001523,
1.00391,,Segment,1,2,Image 1,2,1,100000002,510000001540,
4.00391,,Segment,1,2,Image 1,2,1,100000000,510000001548,
6.50391,,Segment,1,4,Image 1,3,1,100000000,510000001553,
1.00391,,Segment,1,3,Image 1,3,1,100000000,510000001569,
1.50391,,Segment,1,2,Image 1,3,1,100000000,510000001588,
1.00195,,Segment,1,1,Image 1,2,1,100000000,510000001600,
1.50195,,Segment,1,4,Image 1,2,1,100000000,510000001603,
1.00391,,Segment,1,4,Image 1,4,1,100000000,510000001609,
4.50781,,Segment,1,3,Image 1,2,1,100000001,510000001626,
3.50781,,Segment,1,2,Image 1,2,1,100000001,510000001643,
3.01562,,Segment,1,5,Image 1,3,1,100000000,510000001645,
5.00195,,Segment,1,1,Image 1,2,1,100000002,510000001647,
7.50781,,Segment,1,0,Image 1,1,1,100000002,510000001669,
2.00391,,Segment,1,1,Image 1,2,1,100000001,510000001687,
3,,Segment,1,3,Image 1,4,1,100000000,510000001690,
1.00391,,Segment,1,3,Image 1,3,1,100000000,510000001700,
2.00195,,Segment,1,2,Image 1,2,1,100000000,510000001714,
2.00391,,Segment,1,1,Image 1,2,1,100000000,510000001722,
15.0312,,Segment,1,2,Image 1,3,1,100000000,510000001729,
5.53125,,Segment,1,2,Image 1,2,1,100000000,510000001732,
2.00098,,Segment,1,3,Image 1,2,1,100000000,510000001734,
2.00195,,Segment,1,3,Image 1,2,1,100000000,510000001738,
2.50781,,Segment,1,1,Image 1,1,1,100000000,510000001744,
2.00195,,Segment,1,3,Image 1,1,1,100000000,510000001747,
15.0312,,Segment,1,3,Image 1,2,1,100000000,510000001751,
2.50391,,Segment,1,1,Image 1,2,1,100000000,510000001754,
2.00195,,Segment,1,2,Image 1,2,1,100000000,510000001758,
17,,Segment,1,2,Image 1,2,1,100000000,510000001760,
1,,Segment,1,2,Image 1,1,1,100000000,510000001762,
1,,Segment,1,0,Image 1,1,1,100000002,510000001786,
2.00195,,Segment,1,0,Image 1,1,1,100000000,510000001789,
0.500977,,Segment,1,6,Image 1,4,1,100000000,510000001873,
3.00195,,Segment,1,6,Image 1,5,1,100000000,510000001874,
3,,Segment,1,2,Image 1,1,1,100000000,510000001876,
0.500977,,Segment,1,1,Image 1,1,1,100000001,510000001878,
