
Segment Number of Voxel Ch=3 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
444,,Segment,3,7,Image 1,5,1,100000000,510000000032,
264,,Segment,3,5,Image 1,4,1,100000000,510000000037,
746,,Segment,3,4,Image 1,4,1,100000000,510000000089,
247,,Segment,3,3,Image 1,3,1,100000000,510000000100,
550,,Segment,3,2,Image 1,2,1,100000000,510000000128,
459,,Segment,3,1,Image 1,1,1,100000000,510000000137,
291,,Segment,3,0,Image 1,1,1,100000000,510000000152,
227,,Segment,3,6,Image 1,5,1,100000000,510000000159,
202,,Segment,3,7,Image 1,4,1,100000000,510000000161,
60,,Segment,3,6,Image 1,6,1,100000000,510000000164,
265,,Segment,3,5,Image 1,5,1,100000000,510000000170,
526,,Segment,3,7,Image 1,3,1,100000000,510000000194,
141,,Segment,3,6,Image 1,3,1,100000000,510000000207,
460,,Segment,3,5,Image 1,3,1,100000000,510000000245,
186,,Segment,3,4,Image 1,3,1,100000000,510000000254,
119,,Segment,3,3,Image 1,2,1,100000000,510000000258,
290,,Segment,3,2,Image 1,2,1,100000000,510000000277,
397,,Segment,3,1,Image 1,2,1,100000000,510000000321,
932,,Segment,3,0,Image 1,1,1,100000000,510000000379,
95,,Segment,3,7,Image 1,4,1,100000000,510000000393,
49,,Segment,3,6,Image 1,4,1,100000000,510000000399,
87,,Segment,3,5,Image 1,4,1,100000000,510000000401,
287,,Segment,3,4,Image 1,2,1,100000000,510000000407,
116,,Segment,3,3,Image 1,3,1,100000000,510000000412,
149,,Segment,3,2,Image 1,3,1,100000000,510000000419,
156,,Segment,3,3,Image 1,2,1,100000000,510000000429,
1127,,Segment,3,2,Image 1,2,1,100000000,510000000479,
524,,Segment,3,1,Image 1,1,1,100000000,510000000523,
449,,Segment,3,0,Image 1,1,1,100000000,510000000552,
132,,Segment,3,3,Image 1,3,1,100000000,510000000584,
190,,Segment,3,2,Image 1,1,1,100000000,510000000588,
1141,,Segment,3,1,Image 1,2,1,100000001,510000000654,
780,,Segment,3,0,Image 1,1,1,100000001,510000000723,
72,,Segment,3,5,Image 1,1,1,100000001,510000000739,
150,,Segment,3,4,Image 1,1,1,100000001,510000000744,
420,,Segment,3,3,Image 1,1,1,100000001,510000000760,
332,,Segment,3,2,Image 1,1,1,100000001,510000000766,
31,,Segment,3,5,Image 1,2,1,100000001,510000000770,
177,,Segment,3,4,Image 1,2,1,100000001,510000000775,
239,,Segment,3,3,Image 1,2,1,100000001,510000000782,
222,,Segment,3,2,Image 1,2,1,100000001,510000000785,
103,,Segment,3,9,Image 1,5,1,100000000,510000000794,
137,,Segment,3,8,Image 1,4,1,100000000,510000000804,
183,,Segment,3,7,Image 1,3,1,100000000,510000000807,
160,,Segment,3,6,Image 1,3,1,100000000,510000000810,
255,,Segment,3,5,Image 1,2,1,100000000,510000000825,
263,,Segment,3,4,Image 1,2,1,100000000,510000000835,
166,,Segment,3,3,Image 1,2,1,100000000,510000000839,
