
Soma Intensity Max Ch=5 Img=1
 ==================== 
Soma Intensity Max,Unit,Category,Channel,Image,Time,FilamentID,ID,
16,,Soma,5,Image 1,1,100000000,800000000,
78,,Soma,5,Image 1,1,100000001,800000001,
127,,Soma,5,Image 1,1,100000002,800000002,
