
Spine Center Intensity Median Ch=4 Img=1
 ==================== 
Spine Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.01563,,Spine,4,3,Image 1,2,1,100000000,610000002044,
8.03125,,Spine,4,4,Image 1,4,1,100000000,610000002048,
21.0313,,Spine,4,1,Image 1,1,1,100000000,610000002051,
20.0078,,Spine,4,2,Image 1,1,1,100000000,610000002053,
13.0078,,Spine,4,6,Image 1,4,1,100000000,610000002055,
82.0625,,Spine,4,0,Image 1,1,1,100000000,610000002066,
27.0625,,Spine,4,0,Image 1,1,1,100000000,610000002069,
7.01562,,Spine,4,4,Image 1,3,1,100000000,610000002071,
45.0312,,Spine,4,1,Image 1,1,1,100000000,610000002073,
40.0312,,Spine,4,7,Image 1,3,1,100000000,610000002075,
17.0078,,Spine,4,3,Image 1,1,1,100000001,610000002077,
34.5625,,Spine,4,0,Image 1,1,1,100000000,610000002080,
13.0625,,Spine,4,0,Image 1,1,1,100000001,610000002084,
25.0078,,Spine,4,2,Image 1,1,1,100000000,610000002086,
36.0625,,Spine,4,2,Image 1,2,1,100000000,610000002088,
30.0312,,Spine,4,7,Image 1,3,1,100000000,610000002091,
19.5625,,Spine,4,1,Image 1,1,1,100000001,610000002094,
87.0312,,Spine,4,0,Image 1,1,1,100000000,610000002103,
46.5312,,Spine,4,2,Image 1,1,1,100000002,610000002106,
23.0156,,Spine,4,2,Image 1,1,1,100000001,610000002108,
25.0625,,Spine,4,0,Image 1,1,1,100000000,610000002111,
33.0078,,Spine,4,2,Image 1,1,1,100000000,610000002113,
49.5312,,Spine,4,0,Image 1,1,1,100000000,610000002119,
39.0312,,Spine,4,2,Image 1,2,1,100000000,610000002125,
23.0156,,Spine,4,4,Image 1,3,1,100000000,610000002127,
32.0156,,Spine,4,2,Image 1,3,1,100000000,610000002129,
26.0625,,Spine,4,0,Image 1,1,1,100000000,610000002132,
72.0312,,Spine,4,0,Image 1,1,1,100000000,610000002136,
40.0312,,Spine,4,6,Image 1,2,1,100000000,610000002141,
60.5156,,Spine,4,3,Image 1,3,1,100000000,610000002144,
41.0078,,Spine,4,1,Image 1,1,1,100000000,610000002146,
48.0156,,Spine,4,2,Image 1,2,1,100000000,610000002148,
55.0625,,Spine,4,3,Image 1,1,1,100000001,610000002150,
