
Segment Center Number of Voxel Ch=2 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
31,,Segment,2,7,Image 1,5,1,100000000,510000000032,
5,,Segment,2,5,Image 1,4,1,100000000,510000000037,
53,,Segment,2,4,Image 1,4,1,100000000,510000000089,
12,,Segment,2,3,Image 1,3,1,100000000,510000000100,
29,,Segment,2,2,Image 1,2,1,100000000,510000000128,
10,,Segment,2,1,Image 1,1,1,100000000,510000000137,
6,,Segment,2,0,Image 1,1,1,100000000,510000000152,
5,,Segment,2,6,Image 1,5,1,100000000,510000000159,
3,,Segment,2,7,Image 1,4,1,100000000,510000000161,
4,,Segment,2,6,Image 1,6,1,100000000,510000000164,
7,,Segment,2,5,Image 1,5,1,100000000,510000000170,
24,,Segment,2,7,Image 1,3,1,100000000,510000000194,
14,,Segment,2,6,Image 1,3,1,100000000,510000000207,
39,,Segment,2,5,Image 1,3,1,100000000,510000000245,
10,,Segment,2,4,Image 1,3,1,100000000,510000000254,
5,,Segment,2,3,Image 1,2,1,100000000,510000000258,
20,,Segment,2,2,Image 1,2,1,100000000,510000000277,
45,,Segment,2,1,Image 1,2,1,100000000,510000000321,
51,,Segment,2,0,Image 1,1,1,100000000,510000000379,
4,,Segment,2,7,Image 1,4,1,100000000,510000000393,
7,,Segment,2,6,Image 1,4,1,100000000,510000000399,
3,,Segment,2,5,Image 1,4,1,100000000,510000000401,
7,,Segment,2,4,Image 1,2,1,100000000,510000000407,
6,,Segment,2,3,Image 1,3,1,100000000,510000000412,
8,,Segment,2,2,Image 1,3,1,100000000,510000000419,
11,,Segment,2,3,Image 1,2,1,100000000,510000000429,
51,,Segment,2,2,Image 1,2,1,100000000,510000000479,
45,,Segment,2,1,Image 1,1,1,100000000,510000000523,
28,,Segment,2,0,Image 1,1,1,100000000,510000000552,
5,,Segment,2,3,Image 1,3,1,100000000,510000000584,
4,,Segment,2,2,Image 1,1,1,100000000,510000000588,
67,,Segment,2,1,Image 1,2,1,100000001,510000000654,
42,,Segment,2,0,Image 1,1,1,100000001,510000000723,
5,,Segment,2,5,Image 1,1,1,100000001,510000000739,
6,,Segment,2,4,Image 1,1,1,100000001,510000000744,
17,,Segment,2,3,Image 1,1,1,100000001,510000000760,
7,,Segment,2,2,Image 1,1,1,100000001,510000000766,
4,,Segment,2,5,Image 1,2,1,100000001,510000000770,
6,,Segment,2,4,Image 1,2,1,100000001,510000000775,
8,,Segment,2,3,Image 1,2,1,100000001,510000000782,
4,,Segment,2,2,Image 1,2,1,100000001,510000000785,
10,,Segment,2,9,Image 1,5,1,100000000,510000000794,
11,,Segment,2,8,Image 1,4,1,100000000,510000000804,
