
Spine Intensity Median Ch=1 Img=1
 ==================== 
Spine Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
27.5625,,Spine,1,3,Image 1,2,1,100000000,610000002044,
10.0625,,Spine,1,4,Image 1,4,1,100000000,610000002048,
4.01562,,Spine,1,1,Image 1,1,1,100000000,610000002051,
4.0625,,Spine,1,2,Image 1,1,1,100000000,610000002053,
0.00195312,,Spine,1,6,Image 1,4,1,100000000,610000002055,
2.00781,,Spine,1,0,Image 1,1,1,100000000,610000002066,
2.00781,,Spine,1,0,Image 1,1,1,100000000,610000002069,
7.01562,,Spine,1,4,Image 1,3,1,100000000,610000002071,
3.01562,,Spine,1,1,Image 1,1,1,100000000,610000002073,
4.01562,,Spine,1,7,Image 1,3,1,100000000,610000002075,
6.01562,,Spine,1,3,Image 1,1,1,100000001,610000002077,
2.00781,,Spine,1,0,Image 1,1,1,100000000,610000002080,
2.00781,,Spine,1,0,Image 1,1,1,100000001,610000002084,
20.0625,,Spine,1,2,Image 1,1,1,100000000,610000002086,
4.03125,,Spine,1,2,Image 1,2,1,100000000,610000002088,
2.01562,,Spine,1,7,Image 1,3,1,100000000,610000002091,
3.01562,,Spine,1,1,Image 1,1,1,100000001,610000002094,
2.00781,,Spine,1,0,Image 1,1,1,100000000,610000002103,
2.00781,,Spine,1,2,Image 1,1,1,100000002,610000002106,
9.0625,,Spine,1,2,Image 1,1,1,100000001,610000002108,
1.00391,,Spine,1,0,Image 1,1,1,100000000,610000002111,
17.0625,,Spine,1,2,Image 1,1,1,100000000,610000002113,
1.00391,,Spine,1,0,Image 1,1,1,100000000,610000002119,
2.00391,,Spine,1,2,Image 1,2,1,100000000,610000002125,
8.03125,,Spine,1,4,Image 1,3,1,100000000,610000002127,
2.00391,,Spine,1,2,Image 1,3,1,100000000,610000002129,
2.01562,,Spine,1,0,Image 1,1,1,100000000,610000002132,
1.00391,,Spine,1,0,Image 1,1,1,100000000,610000002136,
2.00781,,Spine,1,6,Image 1,2,1,100000000,610000002141,
2.00391,,Spine,1,3,Image 1,3,1,100000000,610000002144,
3.00781,,Spine,1,1,Image 1,1,1,100000000,610000002146,
19.0625,,Spine,1,2,Image 1,2,1,100000000,610000002148,
7.01562,,Spine,1,3,Image 1,1,1,100000001,610000002150,
6.01562,,Spine,1,3,Image 1,1,1,100000001,610000002155,
1.00391,,Spine,1,0,Image 1,1,1,100000000,610000002158,
2.00781,,Spine,1,2,Image 1,2,1,100000000,610000002166,
3.00781,,Spine,1,7,Image 1,2,1,100000000,610000002171,
1.00195,,Spine,1,0,Image 1,1,1,100000000,610000002173,
2.00781,,Spine,1,2,Image 1,2,1,100000000,610000002179,
1.00391,,Spine,1,0,Image 1,1,1,100000000,610000002181,
1.00781,,Spine,1,0,Image 1,1,1,100000000,610000002188,
1.50781,,Spine,1,3,Image 1,1,1,100000001,610000002190,
1.00781,,Spine,1,0,Image 1,1,1,100000000,610000002197,
1.00391,,Spine,1,0,Image 1,1,1,100000000,610000002203,
1.00391,,Spine,1,0,Image 1,1,1,100000000,610000002205,
1.00391,,Spine,1,0,Image 1,1,1,100000000,610000002208,
1.00391,,Spine,1,4,Image 1,1,1,100000000,610000002217,
5.00781,,Spine,1,4,Image 1,4,1,100000000,610000002220,
2.00391,,Spine,1,3,Image 1,3,1,100000000,610000002221,
1.00391,,Spine,1,1,Image 1,2,1,100000000,610000002222,
2.00391,,Spine,1,3,Image 1,3,1,100000000,610000002229,
2.00391,,Spine,1,2,Image 1,3,1,100000000,610000002230,
20.0625,,Spine,1,2,Image 1,1,1,100000000,610000002231,
3.00781,,Spine,1,1,Image 1,1,1,100000000,610000002232,
3.00781,,Spine,1,7,Image 1,2,1,100000000,610000002233,
2.00391,,Spine,1,5,Image 1,3,1,100000000,610000002234,
15.0312,,Spine,1,4,Image 1,3,1,100000000,610000002235,
7.53125,,Spine,1,4,Image 1,3,1,100000000,610000002236,
2.00391,,Spine,1,4,Image 1,1,1,100000000,610000002237,
3.00781,,Spine,1,4,Image 1,1,1,100000000,610000002238,
2.00781,,Spine,1,2,Image 1,1,1,100000000,610000002239,
1.00195,,Spine,1,3,Image 1,3,1,100000000,610000002240,
2.03125,,Spine,1,0,Image 1,1,1,100000000,610000002241,
2.00781,,Spine,1,0,Image 1,1,1,100000000,610000002242,
4.00781,,Spine,1,2,Image 1,2,1,100000000,610000002243,
2.00781,,Spine,1,2,Image 1,2,1,100000000,610000002244,
3.01562,,Spine,1,2,Image 1,2,1,100000000,610000002245,
3.00781,,Spine,1,2,Image 1,2,1,100000000,610000002246,
3.00781,,Spine,1,2,Image 1,2,1,100000000,610000002247,
4.01562,,Spine,1,2,Image 1,2,1,100000000,610000002248,
3.00781,,Spine,1,2,Image 1,2,1,100000000,610000002249,
4.00391,,Spine,1,1,Image 1,1,1,100000000,610000002250,
3.03125,,Spine,1,0,Image 1,1,1,100000000,610000002251,
59.125,,Spine,1,0,Image 1,1,1,100000000,610000002252,
1.00391,,Spine,1,0,Image 1,1,1,100000000,610000002253,
8.01562,,Spine,1,1,Image 1,2,1,100000001,610000002258,
1.00391,,Spine,1,1,Image 1,1,1,100000001,610000002259,
3.03125,,Spine,1,0,Image 1,1,1,100000001,610000002260,
4.01562,,Spine,1,3,Image 1,1,1,100000001,610000002263,
3.00781,,Spine,1,0,Image 1,1,1,100000002,610000002265,
4.03125,,Spine,1,0,Image 1,1,1,100000002,610000002266,
2.00391,,Spine,1,2,Image 1,2,1,100000002,610000002267,
3.00781,,Spine,1,1,Image 1,1,1,100000002,610000002268,
