
Soma Center of Image Mass Ch=2 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
4601.05,19559.4,1416.93,µm,Soma,2,Soma Center of Image Mass,Image 1,1,100000000,800000000,
4614.28,19532.7,1419.51,µm,Soma,2,Soma Center of Image Mass,Image 1,1,100000001,800000001,
4578.29,19566.2,1419.4,µm,Soma,2,Soma Center of Image Mass,Image 1,1,100000002,800000002,
