
Segment Intensity Median Ch=5 Img=1
 ==================== 
Segment Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0.03125,,Segment,5,7,Image 1,5,1,100000000,510000000032,
0,,Segment,5,5,Image 1,4,1,100000000,510000000037,
0.015625,,Segment,5,4,Image 1,4,1,100000000,510000000089,
0.0078125,,Segment,5,3,Image 1,3,1,100000000,510000000100,
0.015625,,Segment,5,2,Image 1,2,1,100000000,510000000128,
0,,Segment,5,1,Image 1,1,1,100000000,510000000137,
0,,Segment,5,0,Image 1,1,1,100000000,510000000152,
0,,Segment,5,6,Image 1,5,1,100000000,510000000159,
0,,Segment,5,7,Image 1,4,1,100000000,510000000161,
0.00390625,,Segment,5,6,Image 1,6,1,100000000,510000000164,
0,,Segment,5,5,Image 1,5,1,100000000,510000000170,
0.0625,,Segment,5,7,Image 1,3,1,100000000,510000000194,
0,,Segment,5,6,Image 1,3,1,100000000,510000000207,
0,,Segment,5,5,Image 1,3,1,100000000,510000000245,
0,,Segment,5,4,Image 1,3,1,100000000,510000000254,
0,,Segment,5,3,Image 1,2,1,100000000,510000000258,
0,,Segment,5,2,Image 1,2,1,100000000,510000000277,
0,,Segment,5,1,Image 1,2,1,100000000,510000000321,
0.0625,,Segment,5,0,Image 1,1,1,100000000,510000000379,
0,,Segment,5,7,Image 1,4,1,100000000,510000000393,
0,,Segment,5,6,Image 1,4,1,100000000,510000000399,
0,,Segment,5,5,Image 1,4,1,100000000,510000000401,
0,,Segment,5,4,Image 1,2,1,100000000,510000000407,
0,,Segment,5,3,Image 1,3,1,100000000,510000000412,
0,,Segment,5,2,Image 1,3,1,100000000,510000000419,
0,,Segment,5,3,Image 1,2,1,100000000,510000000429,
0.0625,,Segment,5,2,Image 1,2,1,100000000,510000000479,
0.03125,,Segment,5,1,Image 1,1,1,100000000,510000000523,
0.125,,Segment,5,0,Image 1,1,1,100000000,510000000552,
0,,Segment,5,3,Image 1,3,1,100000000,510000000584,
0.0625,,Segment,5,2,Image 1,1,1,100000000,510000000588,
0.015625,,Segment,5,1,Image 1,2,1,100000001,510000000654,
0.03125,,Segment,5,0,Image 1,1,1,100000001,510000000723,
0,,Segment,5,5,Image 1,1,1,100000001,510000000739,
0.03125,,Segment,5,4,Image 1,1,1,100000001,510000000744,
0.015625,,Segment,5,3,Image 1,1,1,100000001,510000000760,
0,,Segment,5,2,Image 1,1,1,100000001,510000000766,
0,,Segment,5,5,Image 1,2,1,100000001,510000000770,
0.03125,,Segment,5,4,Image 1,2,1,100000001,510000000775,
0,,Segment,5,3,Image 1,2,1,100000001,510000000782,
0,,Segment,5,2,Image 1,2,1,100000001,510000000785,
0.015625,,Segment,5,9,Image 1,5,1,100000000,510000000794,
0,,Segment,5,8,Image 1,4,1,100000000,510000000804,
0,,Segment,5,7,Image 1,3,1,100000000,510000000807,
0,,Segment,5,6,Image 1,3,1,100000000,510000000810,
0.0625,,Segment,5,5,Image 1,2,1,100000000,510000000825,
0.0625,,Segment,5,4,Image 1,2,1,100000000,510000000835,
0.0625,,Segment,5,3,Image 1,2,1,100000000,510000000839,
0.03125,,Segment,5,2,Image 1,1,1,100000000,510000000841,
0,,Segment,5,1,Image 1,1,1,100000000,510000000843,
0.03125,,Segment,5,0,Image 1,1,1,100000000,510000000895,
0.03125,,Segment,5,7,Image 1,2,1,100000000,510000000914,
0.015625,,Segment,5,6,Image 1,2,1,100000000,510000000922,
0,,Segment,5,9,Image 1,4,1,100000000,510000000926,
0,,Segment,5,7,Image 1,4,1,100000000,510000000946,
0,,Segment,5,7,Image 1,3,1,100000000,510000000950,
0,,Segment,5,8,Image 1,3,1,100000000,510000000953,
0.03125,,Segment,5,4,Image 1,3,1,100000000,510000000960,
0.125,,Segment,5,3,Image 1,2,1,100000000,510000000964,
0.0625,,Segment,5,2,Image 1,2,1,100000002,510000000979,
0.03125,,Segment,5,1,Image 1,1,1,100000002,510000000994,
0,,Segment,5,0,Image 1,1,1,100000002,510000001045,
