
Segment Intensity Max Ch=1 Img=1
 ==================== 
Segment Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
60,,Segment,1,7,Image 1,5,1,100000000,510000000032,
5,,Segment,1,5,Image 1,4,1,100000000,510000000037,
140,,Segment,1,4,Image 1,4,1,100000000,510000000089,
15,,Segment,1,3,Image 1,3,1,100000000,510000000100,
30,,Segment,1,2,Image 1,2,1,100000000,510000000128,
10,,Segment,1,1,Image 1,1,1,100000000,510000000137,
7,,Segment,1,0,Image 1,1,1,100000000,510000000152,
5,,Segment,1,6,Image 1,5,1,100000000,510000000159,
5,,Segment,1,7,Image 1,4,1,100000000,510000000161,
8,,Segment,1,6,Image 1,6,1,100000000,510000000164,
6,,Segment,1,5,Image 1,5,1,100000000,510000000170,
94,,Segment,1,7,Image 1,3,1,100000000,510000000194,
6,,Segment,1,6,Image 1,3,1,100000000,510000000207,
7,,Segment,1,5,Image 1,3,1,100000000,510000000245,
5,,Segment,1,4,Image 1,3,1,100000000,510000000254,
6,,Segment,1,3,Image 1,2,1,100000000,510000000258,
11,,Segment,1,2,Image 1,2,1,100000000,510000000277,
18,,Segment,1,1,Image 1,2,1,100000000,510000000321,
86,,Segment,1,0,Image 1,1,1,100000000,510000000379,
6,,Segment,1,7,Image 1,4,1,100000000,510000000393,
3,,Segment,1,6,Image 1,4,1,100000000,510000000399,
4,,Segment,1,5,Image 1,4,1,100000000,510000000401,
7,,Segment,1,4,Image 1,2,1,100000000,510000000407,
6,,Segment,1,3,Image 1,3,1,100000000,510000000412,
9,,Segment,1,2,Image 1,3,1,100000000,510000000419,
15,,Segment,1,3,Image 1,2,1,100000000,510000000429,
79,,Segment,1,2,Image 1,2,1,100000000,510000000479,
53,,Segment,1,1,Image 1,1,1,100000000,510000000523,
132,,Segment,1,0,Image 1,1,1,100000000,510000000552,
15,,Segment,1,3,Image 1,3,1,100000000,510000000584,
69,,Segment,1,2,Image 1,1,1,100000000,510000000588,
26,,Segment,1,1,Image 1,2,1,100000001,510000000654,
47,,Segment,1,0,Image 1,1,1,100000001,510000000723,
6,,Segment,1,5,Image 1,1,1,100000001,510000000739,
61,,Segment,1,4,Image 1,1,1,100000001,510000000744,
21,,Segment,1,3,Image 1,1,1,100000001,510000000760,
7,,Segment,1,2,Image 1,1,1,100000001,510000000766,
6,,Segment,1,5,Image 1,2,1,100000001,510000000770,
37,,Segment,1,4,Image 1,2,1,100000001,510000000775,
10,,Segment,1,3,Image 1,2,1,100000001,510000000782,
7,,Segment,1,2,Image 1,2,1,100000001,510000000785,
27,,Segment,1,9,Image 1,5,1,100000000,510000000794,
6,,Segment,1,8,Image 1,4,1,100000000,510000000804,
12,,Segment,1,7,Image 1,3,1,100000000,510000000807,
12,,Segment,1,6,Image 1,3,1,100000000,510000000810,
94,,Segment,1,5,Image 1,2,1,100000000,510000000825,
91,,Segment,1,4,Image 1,2,1,100000000,510000000835,
64,,Segment,1,3,Image 1,2,1,100000000,510000000839,
45,,Segment,1,2,Image 1,1,1,100000000,510000000841,
9,,Segment,1,1,Image 1,1,1,100000000,510000000843,
33,,Segment,1,0,Image 1,1,1,100000000,510000000895,
33,,Segment,1,7,Image 1,2,1,100000000,510000000914,
21,,Segment,1,6,Image 1,2,1,100000000,510000000922,
7,,Segment,1,9,Image 1,4,1,100000000,510000000926,
12,,Segment,1,7,Image 1,4,1,100000000,510000000946,
15,,Segment,1,7,Image 1,3,1,100000000,510000000950,
6,,Segment,1,8,Image 1,3,1,100000000,510000000953,
50,,Segment,1,4,Image 1,3,1,100000000,510000000960,
148,,Segment,1,3,Image 1,2,1,100000000,510000000964,
100,,Segment,1,2,Image 1,2,1,100000002,510000000979,
53,,Segment,1,1,Image 1,1,1,100000002,510000000994,
17,,Segment,1,0,Image 1,1,1,100000002,510000001045,
7,,Segment,1,3,Image 1,2,1,100000002,510000001070,
22,,Segment,1,2,Image 1,1,1,100000002,510000001081,
7,,Segment,1,3,Image 1,1,1,100000002,510000001088,
11,,Segment,1,1,Image 1,2,1,100000002,510000001094,
7,,Segment,1,5,Image 1,4,1,100000000,510000001099,
103,,Segment,1,4,Image 1,3,1,100000000,510000001137,
22,,Segment,1,5,Image 1,3,1,100000000,510000001139,
49,,Segment,1,3,Image 1,2,1,100000002,510000001148,
10,,Segment,1,2,Image 1,1,1,100000002,510000001161,
18,,Segment,1,1,Image 1,1,1,100000002,510000001177,
24,,Segment,1,0,Image 1,1,1,100000002,510000001201,
10,,Segment,1,3,Image 1,2,1,100000000,510000001205,
117,,Segment,1,2,Image 1,1,1,100000000,510000001225,
21,,Segment,1,1,Image 1,1,1,100000000,510000001234,
11,,Segment,1,4,Image 1,1,1,100000000,510000001282,
58,,Segment,1,3,Image 1,1,1,100000000,510000001310,
23,,Segment,1,3,Image 1,3,1,100000000,510000001365,
22,,Segment,1,2,Image 1,2,1,100000000,510000001369,
40,,Segment,1,1,Image 1,2,1,100000000,510000001373,
40,,Segment,1,0,Image 1,1,1,100000000,510000001400,
82,,Segment,1,3,Image 1,1,1,100000001,510000001440,
83,,Segment,1,2,Image 1,1,1,100000001,510000001464,
37,,Segment,1,1,Image 1,1,1,100000001,510000001472,
17,,Segment,1,0,Image 1,1,1,100000001,510000001518,
11,,Segment,1,3,Image 1,1,1,100000000,510000001520,
10,,Segment,1,3,Image 1,1,1,100000002,510000001523,
6,,Segment,1,2,Image 1,2,1,100000002,510000001540,
21,,Segment,1,2,Image 1,2,1,100000000,510000001548,
