
Spine Part Max Diameter Ground
 ==================== 
Spine Part Max Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.251497,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000002044,
0.349324,µm,Spine,Spine Part Max Diameter,4,4,1,100000000,610000002048,
0.3055,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000002051,
0.237601,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000002053,
0.177101,µm,Spine,Spine Part Max Diameter,6,4,1,100000000,610000002055,
0.383779,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000002066,
0.420667,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000002069,
0.370339,µm,Spine,Spine Part Max Diameter,4,3,1,100000000,610000002071,
0.345963,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000002073,
0.447109,µm,Spine,Spine Part Max Diameter,7,3,1,100000000,610000002075,
0.301429,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000002077,
0.646856,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000002080,
0.513253,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002084,
0.442858,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000002086,
0.372226,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000002088,
0.364065,µm,Spine,Spine Part Max Diameter,7,3,1,100000000,610000002091,
0.433088,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000002094,
0.405599,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000002103,
0.299606,µm,Spine,Spine Part Max Diameter,2,1,1,100000002,610000002106,
0.392107,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000002108,
0.454154,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000002111,
0.442858,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000002113,
0.342207,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000002119,
0.509944,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000002125,
0.383796,µm,Spine,Spine Part Max Diameter,4,3,1,100000000,610000002127,
