
Spine Intensity Median Ch=1 Img=1
 ==================== 
Spine Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
25.0625,,Spine,1,8,Image 1,3,1,100000001,610000008355,
27.125,,Spine,1,7,Image 1,4,1,100000003,610000008367,
47.0625,,Spine,1,7,Image 1,3,1,100000003,610000008384,
38.0625,,Spine,1,3,Image 1,2,1,100000000,610000008395,
63.0625,,Spine,1,7,Image 1,3,1,100000003,610000008409,
64.625,,Spine,1,8,Image 1,4,1,100000003,610000008418,
38.125,,Spine,1,16,Image 1,7,1,100000001,610000008425,
42.0625,,Spine,1,12,Image 1,7,1,100000002,610000008434,
71.625,,Spine,1,12,Image 1,7,1,100000002,610000008448,
81.125,,Spine,1,1,Image 1,1,1,100000002,610000008458,
58.125,,Spine,1,4,Image 1,4,1,100000003,610000008464,
35.0312,,Spine,1,12,Image 1,7,1,100000002,610000008469,
58.125,,Spine,1,4,Image 1,4,1,100000003,610000008474,
71.5625,,Spine,1,7,Image 1,3,1,100000003,610000008482,
41.5625,,Spine,1,14,Image 1,6,1,100000001,610000008486,
56.5,,Spine,1,4,Image 1,4,1,100000003,610000008490,
55.0625,,Spine,1,9,Image 1,5,1,100000002,610000008494,
64.0625,,Spine,1,0,Image 1,1,1,100000001,610000008502,
30.0625,,Spine,1,5,Image 1,4,1,100000000,610000008507,
44.0625,,Spine,1,15,Image 1,5,1,100000001,610000008512,
54.5625,,Spine,1,7,Image 1,3,1,100000003,610000008518,
63.625,,Spine,1,4,Image 1,1,1,100000001,610000008522,
82.0625,,Spine,1,1,Image 1,1,1,100000002,610000008529,
50.0625,,Spine,1,4,Image 1,3,1,100000002,610000008533,
45.0625,,Spine,1,12,Image 1,7,1,100000002,610000008537,
46.0625,,Spine,1,14,Image 1,5,1,100000001,610000008541,
86.125,,Spine,1,12,Image 1,7,1,100000002,610000008552,
28.0625,,Spine,1,7,Image 1,6,1,100000000,610000008555,
103.125,,Spine,1,12,Image 1,7,1,100000002,610000008562,
59.125,,Spine,1,0,Image 1,1,1,100000003,610000008567,
41.0625,,Spine,1,2,Image 1,2,1,100000001,610000008570,
57.0625,,Spine,1,1,Image 1,2,1,100000001,610000008573,
31.0625,,Spine,1,0,Image 1,1,1,100000001,610000008575,
58.5625,,Spine,1,6,Image 1,3,1,100000003,610000008577,
50.5625,,Spine,1,4,Image 1,3,1,100000002,610000008580,
44.0625,,Spine,1,6,Image 1,3,1,100000002,610000008583,
59.5625,,Spine,1,12,Image 1,6,1,100000002,610000008586,
50.0625,,Spine,1,6,Image 1,2,1,100000001,610000008588,
72.125,,Spine,1,1,Image 1,1,1,100000003,610000008593,
38.5625,,Spine,1,5,Image 1,2,1,100000003,610000008596,
33.0625,,Spine,1,3,Image 1,2,1,100000002,610000008598,
41.0625,,Spine,1,16,Image 1,7,1,100000001,610000008600,
76.125,,Spine,1,5,Image 1,1,1,100000001,610000008603,
32.0625,,Spine,1,7,Image 1,3,1,100000003,610000008605,
49.125,,Spine,1,3,Image 1,2,1,100000002,610000008609,
59.0625,,Spine,1,3,Image 1,2,1,100000000,610000008612,
43.0625,,Spine,1,1,Image 1,1,1,100000001,610000008614,
70.0625,,Spine,1,15,Image 1,6,1,100000002,610000008616,
32.0625,,Spine,1,7,Image 1,2,1,100000001,610000008618,
72.5312,,Spine,1,0,Image 1,1,1,100000001,610000008623,
87.125,,Spine,1,0,Image 1,1,1,100000003,610000008626,
45.625,,Spine,1,0,Image 1,1,1,100000001,610000008631,
63.125,,Spine,1,0,Image 1,1,1,100000001,610000008634,
51.125,,Spine,1,9,Image 1,2,1,100000002,610000008637,
53.9375,,Spine,1,11,Image 1,5,1,100000002,610000008639,
54.125,,Spine,1,6,Image 1,4,1,100000001,610000008643,
83.5625,,Spine,1,0,Image 1,1,1,100000001,610000008648,
102.625,,Spine,1,12,Image 1,7,1,100000002,610000008654,
72,,Spine,1,10,Image 1,1,1,100000001,610000008656,
113.062,,Spine,1,0,Image 1,1,1,100000003,610000008659,
79.125,,Spine,1,0,Image 1,1,1,100000003,610000008664,
51.0625,,Spine,1,2,Image 1,2,1,100000001,610000008667,
72.125,,Spine,1,4,Image 1,2,1,100000003,610000008670,
50.125,,Spine,1,6,Image 1,1,1,100000002,610000008673,
81,,Spine,1,8,Image 1,3,1,100000002,610000008676,
67.125,,Spine,1,0,Image 1,1,1,100000003,610000008681,
61.0625,,Spine,1,5,Image 1,3,1,100000002,610000008684,
79.5625,,Spine,1,0,Image 1,1,1,100000003,610000008688,
85.0625,,Spine,1,14,Image 1,6,1,100000001,610000008691,
43.0625,,Spine,1,2,Image 1,2,1,100000003,610000008693,
41.0625,,Spine,1,0,Image 1,1,1,100000001,610000008695,
78.0625,,Spine,1,0,Image 1,1,1,100000001,610000008698,
46.0625,,Spine,1,6,Image 1,3,1,100000001,610000008700,
53.125,,Spine,1,7,Image 1,3,1,100000002,610000008703,
96.125,,Spine,1,0,Image 1,1,1,100000003,610000008711,
59.125,,Spine,1,15,Image 1,4,1,100000001,610000008713,
72.125,,Spine,1,0,Image 1,1,1,100000003,610000008716,
74.125,,Spine,1,5,Image 1,4,1,100000003,610000008719,
58.125,,Spine,1,3,Image 1,2,1,100000001,610000008721,
50.125,,Spine,1,7,Image 1,3,1,100000002,610000008726,
100.125,,Spine,1,1,Image 1,1,1,100000002,610000008730,
37.0625,,Spine,1,0,Image 1,1,1,100000003,610000008734,
125.062,,Spine,1,0,Image 1,1,1,100000003,610000008737,
51.0625,,Spine,1,1,Image 1,2,1,100000001,610000008740,
51.0625,,Spine,1,9,Image 1,3,1,100000000,610000008743,
40.0625,,Spine,1,6,Image 1,3,1,100000001,610000008746,
104.062,,Spine,1,0,Image 1,1,1,100000003,610000008750,
65.625,,Spine,1,1,Image 1,1,1,100000001,610000008752,
72.125,,Spine,1,0,Image 1,1,1,100000001,610000008754,
52.125,,Spine,1,4,Image 1,3,1,100000002,610000008756,
48.0625,,Spine,1,2,Image 1,1,1,100000001,610000008759,
108.062,,Spine,1,0,Image 1,1,1,100000003,610000008763,
66.125,,Spine,1,13,Image 1,5,1,100000001,610000008766,
40.0625,,Spine,1,12,Image 1,6,1,100000001,610000008768,
75.125,,Spine,1,0,Image 1,1,1,100000001,610000008770,
65.125,,Spine,1,2,Image 1,2,1,100000002,610000008774,
79.125,,Spine,1,1,Image 1,1,1,100000003,610000008777,
61.0625,,Spine,1,7,Image 1,4,1,100000001,610000008782,
63.125,,Spine,1,4,Image 1,3,1,100000001,610000008787,
76.125,,Spine,1,7,Image 1,3,1,100000002,610000008794,
56.125,,Spine,1,6,Image 1,1,1,100000002,610000008796,
66.0625,,Spine,1,14,Image 1,5,1,100000001,610000008798,
