
Segment Intensity Max Ch=3 Img=1
 ==================== 
Segment Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
205,,Segment,3,14,Image 1,7,1,100000001,510000000060,
0,,Segment,3,13,Image 1,6,1,100000001,510000000065,
0,,Segment,3,12,Image 1,5,1,100000001,510000000069,
43,,Segment,3,11,Image 1,5,1,100000001,510000000074,
32,,Segment,3,10,Image 1,5,1,100000001,510000000076,
25,,Segment,3,9,Image 1,5,1,100000001,510000000078,
25,,Segment,3,8,Image 1,5,1,100000001,510000000086,
0,,Segment,3,7,Image 1,4,1,100000001,510000000093,
50,,Segment,3,6,Image 1,4,1,100000001,510000000129,
0,,Segment,3,4,Image 1,3,1,100000001,510000000139,
25,,Segment,3,3,Image 1,3,1,100000001,510000000148,
25,,Segment,3,2,Image 1,2,1,100000001,510000000168,
0,,Segment,3,1,Image 1,2,1,100000001,510000000184,
0,,Segment,3,0,Image 1,1,1,100000001,510000000228,
23,,Segment,3,14,Image 1,6,1,100000002,510000000278,
41,,Segment,3,13,Image 1,6,1,100000002,510000000298,
0,,Segment,3,12,Image 1,6,1,100000002,510000000319,
0,,Segment,3,11,Image 1,5,1,100000002,510000000321,
0,,Segment,3,10,Image 1,5,1,100000002,510000000356,
0,,Segment,3,9,Image 1,5,1,100000002,510000000395,
0,,Segment,3,7,Image 1,4,1,100000002,510000000400,
0,,Segment,3,6,Image 1,4,1,100000002,510000000402,
0,,Segment,3,5,Image 1,3,1,100000002,510000000421,
20,,Segment,3,4,Image 1,3,1,100000002,510000000438,
23,,Segment,3,3,Image 1,3,1,100000002,510000000443,
0,,Segment,3,2,Image 1,2,1,100000002,510000000496,
0,,Segment,3,1,Image 1,2,1,100000002,510000000517,
0,,Segment,3,0,Image 1,1,1,100000002,510000000546,
0,,Segment,3,14,Image 1,7,1,100000002,510000000558,
0,,Segment,3,13,Image 1,7,1,100000002,510000000563,
0,,Segment,3,12,Image 1,5,1,100000002,510000000575,
46,,Segment,3,12,Image 1,7,1,100000002,510000000617,
0,,Segment,3,11,Image 1,6,1,100000002,510000000653,
0,,Segment,3,12,Image 1,6,1,100000002,510000000658,
0,,Segment,3,11,Image 1,6,1,100000002,510000000676,
0,,Segment,3,10,Image 1,6,1,100000002,510000000695,
22,,Segment,3,11,Image 1,7,1,100000002,510000000709,
0,,Segment,3,4,Image 1,4,1,100000002,510000000728,
0,,Segment,3,3,Image 1,3,1,100000002,510000000734,
109,,Segment,3,2,Image 1,3,1,100000002,510000000757,
30,,Segment,3,8,Image 1,4,1,100000003,510000000804,
27,,Segment,3,7,Image 1,3,1,100000003,510000000811,
0,,Segment,3,6,Image 1,3,1,100000003,510000000820,
0,,Segment,3,5,Image 1,3,1,100000003,510000000828,
137,,Segment,3,4,Image 1,2,1,100000003,510000000840,
137,,Segment,3,3,Image 1,2,1,100000003,510000000842,
36,,Segment,3,2,Image 1,2,1,100000003,510000000860,
29,,Segment,3,0,Image 1,1,1,100000003,510000000877,
42,,Segment,3,3,Image 1,4,1,100000002,510000000888,
0,,Segment,3,15,Image 1,6,1,100000002,510000000936,
0,,Segment,3,14,Image 1,6,1,100000002,510000000947,
0,,Segment,3,13,Image 1,6,1,100000002,510000000950,
0,,Segment,3,12,Image 1,6,1,100000002,510000000960,
0,,Segment,3,11,Image 1,6,1,100000002,510000000967,
0,,Segment,3,10,Image 1,5,1,100000002,510000000971,
0,,Segment,3,9,Image 1,5,1,100000002,510000000976,
0,,Segment,3,8,Image 1,5,1,100000002,510000000981,
0,,Segment,3,15,Image 1,7,1,100000002,510000000992,
0,,Segment,3,9,Image 1,4,1,100000002,510000001014,
0,,Segment,3,15,Image 1,7,1,100000002,510000001045,
0,,Segment,3,14,Image 1,7,1,100000002,510000001052,
0,,Segment,3,15,Image 1,8,1,100000002,510000001054,
0,,Segment,3,12,Image 1,7,1,100000002,510000001071,
0,,Segment,3,13,Image 1,7,1,100000002,510000001076,
0,,Segment,3,11,Image 1,5,1,100000002,510000001087,
0,,Segment,3,9,Image 1,6,1,100000002,510000001096,
0,,Segment,3,11,Image 1,6,1,100000002,510000001099,
0,,Segment,3,9,Image 1,5,1,100000002,510000001112,
0,,Segment,3,7,Image 1,5,1,100000002,510000001118,
0,,Segment,3,5,Image 1,4,1,100000002,510000001123,
0,,Segment,3,3,Image 1,2,1,100000002,510000001136,
106,,Segment,3,4,Image 1,4,1,100000002,510000001148,
0,,Segment,3,7,Image 1,3,1,100000003,510000001196,
0,,Segment,3,6,Image 1,2,1,100000003,510000001212,
0,,Segment,3,5,Image 1,1,1,100000003,510000001236,
0,,Segment,3,4,Image 1,1,1,100000003,510000001242,
0,,Segment,3,3,Image 1,1,1,100000003,510000001246,
0,,Segment,3,2,Image 1,1,1,100000003,510000001251,
0,,Segment,3,1,Image 1,1,1,100000003,510000001279,
0,,Segment,3,0,Image 1,1,1,100000003,510000001301,
38,,Segment,3,9,Image 1,7,1,100000003,510000001337,
0,,Segment,3,8,Image 1,6,1,100000003,510000001365,
0,,Segment,3,7,Image 1,6,1,100000003,510000001387,
0,,Segment,3,6,Image 1,5,1,100000003,510000001389,
55,,Segment,3,5,Image 1,5,1,100000003,510000001397,
0,,Segment,3,4,Image 1,5,1,100000003,510000001399,
0,,Segment,3,3,Image 1,4,1,100000003,510000001410,
21,,Segment,3,2,Image 1,3,1,100000003,510000001457,
0,,Segment,3,1,Image 1,2,1,100000003,510000001470,
0,,Segment,3,0,Image 1,1,1,100000003,510000001520,
31,,Segment,3,12,Image 1,9,1,100000001,510000001532,
0,,Segment,3,11,Image 1,8,1,100000001,510000001536,
0,,Segment,3,10,Image 1,7,1,100000001,510000001553,
50,,Segment,3,9,Image 1,6,1,100000001,510000001568,
0,,Segment,3,8,Image 1,5,1,100000001,510000001595,
0,,Segment,3,7,Image 1,4,1,100000001,510000001598,
0,,Segment,3,6,Image 1,3,1,100000001,510000001611,
0,,Segment,3,5,Image 1,2,1,100000001,510000001613,
26,,Segment,3,3,Image 1,2,1,100000001,510000001637,
48,,Segment,3,2,Image 1,2,1,100000001,510000001656,
0,,Segment,3,1,Image 1,2,1,100000001,510000001661,
0,,Segment,3,0,Image 1,1,1,100000001,510000001665,
0,,Segment,3,11,Image 1,8,1,100000001,510000001676,
0,,Segment,3,11,Image 1,7,1,100000001,510000001678,
0,,Segment,3,4,Image 1,4,1,100000000,510000001735,
0,,Segment,3,3,Image 1,3,1,100000000,510000001750,
0,,Segment,3,2,Image 1,2,1,100000000,510000001756,
0,,Segment,3,1,Image 1,2,1,100000000,510000001758,
17,,Segment,3,0,Image 1,1,1,100000000,510000001781,
28,,Segment,3,8,Image 1,3,1,100000001,510000001833,
0,,Segment,3,6,Image 1,2,1,100000001,510000001838,
0,,Segment,3,9,Image 1,6,1,100000003,510000001858,
0,,Segment,3,3,Image 1,3,1,100000002,510000001878,
43,,Segment,3,2,Image 1,2,1,100000002,510000001892,
0,,Segment,3,1,Image 1,1,1,100000002,510000001897,
0,,Segment,3,0,Image 1,1,1,100000002,510000001910,
92,,Segment,3,7,Image 1,4,1,100000003,510000001951,
34,,Segment,3,12,Image 1,7,1,100000002,510000002012,
0,,Segment,3,11,Image 1,6,1,100000002,510000002016,
0,,Segment,3,10,Image 1,5,1,100000002,510000002022,
0,,Segment,3,9,Image 1,4,1,100000002,510000002038,
0,,Segment,3,8,Image 1,3,1,100000002,510000002055,
0,,Segment,3,7,Image 1,3,1,100000002,510000002089,
0,,Segment,3,6,Image 1,3,1,100000002,510000002123,
0,,Segment,3,5,Image 1,2,1,100000002,510000002132,
0,,Segment,3,4,Image 1,1,1,100000002,510000002159,
0,,Segment,3,3,Image 1,1,1,100000002,510000002167,
0,,Segment,3,1,Image 1,1,1,100000002,510000002186,
0,,Segment,3,0,Image 1,1,1,100000002,510000002206,
0,,Segment,3,10,Image 1,6,1,100000001,510000002226,
0,,Segment,3,9,Image 1,5,1,100000001,510000002229,
0,,Segment,3,3,Image 1,1,1,100000003,510000002262,
0,,Segment,3,2,Image 1,1,1,100000003,510000002270,
0,,Segment,3,1,Image 1,1,1,100000003,510000002274,
0,,Segment,3,0,Image 1,1,1,100000003,510000002321,
0,,Segment,3,3,Image 1,2,1,100000003,510000002351,
0,,Segment,3,4,Image 1,4,1,100000003,510000002364,
47,,Segment,3,3,Image 1,3,1,100000003,510000002395,
27,,Segment,3,2,Image 1,2,1,100000003,510000002401,
0,,Segment,3,4,Image 1,3,1,100000003,510000002403,
0,,Segment,3,5,Image 1,4,1,100000003,510000002409,
0,,Segment,3,4,Image 1,3,1,100000003,510000002417,
15,,Segment,3,3,Image 1,2,1,100000003,510000002421,
25,,Segment,3,4,Image 1,2,1,100000003,510000002432,
0,,Segment,3,1,Image 1,2,1,100000003,510000002436,
0,,Segment,3,2,Image 1,2,1,100000003,510000002450,
21,,Segment,3,5,Image 1,2,1,100000003,510000002502,
0,,Segment,3,4,Image 1,2,1,100000003,510000002504,
0,,Segment,3,3,Image 1,4,1,100000000,510000002529,
0,,Segment,3,2,Image 1,3,1,100000000,510000002542,
22,,Segment,3,1,Image 1,2,1,100000003,510000002554,
28,,Segment,3,0,Image 1,1,1,100000003,510000002585,
22,,Segment,3,1,Image 1,1,1,100000003,510000002590,
0,,Segment,3,3,Image 1,3,1,100000003,510000002603,
28,,Segment,3,2,Image 1,2,1,100000003,510000002657,
6,,Segment,3,3,Image 1,3,1,100000003,510000002706,
0,,Segment,3,15,Image 1,6,1,100000001,510000002716,
22,,Segment,3,14,Image 1,6,1,100000001,510000002720,
32,,Segment,3,12,Image 1,6,1,100000001,510000002739,
0,,Segment,3,11,Image 1,6,1,100000001,510000002743,
0,,Segment,3,10,Image 1,6,1,100000001,510000002747,
25,,Segment,3,9,Image 1,6,1,100000001,510000002759,
23,,Segment,3,10,Image 1,2,1,100000000,510000002794,
0,,Segment,3,8,Image 1,2,1,100000000,510000002797,
0,,Segment,3,7,Image 1,2,1,100000000,510000002819,
42,,Segment,3,6,Image 1,2,1,100000000,510000002822,
92,,Segment,3,5,Image 1,2,1,100000000,510000002824,
92,,Segment,3,4,Image 1,2,1,100000000,510000002832,
0,,Segment,3,3,Image 1,2,1,100000000,510000002835,
0,,Segment,3,9,Image 1,7,1,100000000,510000002852,
0,,Segment,3,8,Image 1,6,1,100000000,510000002858,
0,,Segment,3,7,Image 1,6,1,100000000,510000002888,
0,,Segment,3,6,Image 1,5,1,100000000,510000002899,
0,,Segment,3,5,Image 1,4,1,100000000,510000002915,
0,,Segment,3,4,Image 1,3,1,100000000,510000002917,
126,,Segment,3,13,Image 1,4,1,100000000,510000002939,
0,,Segment,3,12,Image 1,4,1,100000000,510000002975,
203,,Segment,3,11,Image 1,3,1,100000000,510000002993,
159,,Segment,3,10,Image 1,3,1,100000000,510000002995,
0,,Segment,3,9,Image 1,3,1,100000000,510000003026,
0,,Segment,3,8,Image 1,7,1,100000000,510000003031,
0,,Segment,3,13,Image 1,3,1,100000000,510000003050,
0,,Segment,3,12,Image 1,3,1,100000000,510000003072,
0,,Segment,3,13,Image 1,5,1,100000000,510000003074,
0,,Segment,3,13,Image 1,4,1,100000000,510000003078,
0,,Segment,3,12,Image 1,6,1,100000000,510000003086,
0,,Segment,3,11,Image 1,5,1,100000000,510000003092,
37,,Segment,3,10,Image 1,4,1,100000000,510000003099,
0,,Segment,3,11,Image 1,4,1,100000000,510000003105,
0,,Segment,3,11,Image 1,5,1,100000000,510000003117,
0,,Segment,3,10,Image 1,4,1,100000000,510000003119,
0,,Segment,3,9,Image 1,3,1,100000000,510000003132,
0,,Segment,3,8,Image 1,3,1,100000000,510000003134,
0,,Segment,3,7,Image 1,5,1,100000000,510000003138,
0,,Segment,3,9,Image 1,4,1,100000000,510000003158,
23,,Segment,3,11,Image 1,4,1,100000000,510000003163,
0,,Segment,3,10,Image 1,3,1,100000000,510000003168,
0,,Segment,3,7,Image 1,4,1,100000000,510000003171,
0,,Segment,3,6,Image 1,4,1,100000000,510000003174,
51,,Segment,3,10,Image 1,3,1,100000000,510000003189,
0,,Segment,3,5,Image 1,3,1,100000000,510000003193,
92,,Segment,3,5,Image 1,3,1,100000000,510000003200,
0,,Segment,3,7,Image 1,3,1,100000000,510000003203,
42,,Segment,3,6,Image 1,3,1,100000000,510000003209,
0,,Segment,3,4,Image 1,3,1,100000000,510000003221,
0,,Segment,3,3,Image 1,4,1,100000000,510000003232,
0,,Segment,3,3,Image 1,3,1,100000000,510000003235,
0,,Segment,3,15,Image 1,9,1,100000001,510000003238,
0,,Segment,3,14,Image 1,8,1,100000001,510000003245,
32,,Segment,3,13,Image 1,7,1,100000001,510000003256,
55,,Segment,3,15,Image 1,8,1,100000001,510000003258,
71,,Segment,3,15,Image 1,5,1,100000001,510000003311,
52,,Segment,3,14,Image 1,5,1,100000001,510000003332,
67,,Segment,3,13,Image 1,5,1,100000001,510000003341,
37,,Segment,3,14,Image 1,7,1,100000001,510000003347,
0,,Segment,3,15,Image 1,7,1,100000001,510000003361,
49,,Segment,3,14,Image 1,7,1,100000001,510000003370,
0,,Segment,3,0,Image 1,1,1,100000000,510000003376,
127,,Segment,3,15,Image 1,7,1,100000001,510000003385,
52,,Segment,3,14,Image 1,6,1,100000001,510000003406,
0,,Segment,3,16,Image 1,7,1,100000001,510000003417,
91,,Segment,3,15,Image 1,6,1,100000001,510000003431,
83,,Segment,3,14,Image 1,6,1,100000001,510000003435,
0,,Segment,3,16,Image 1,7,1,100000001,510000003437,
0,,Segment,3,16,Image 1,6,1,100000001,510000003440,
