
Spine Attachment Pt Diameter
 ==================== 
Spine Attachment Pt Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.505186,µm,Spine,8,3,1,100000001,610000008355,
0.821561,µm,Spine,7,4,1,100000003,610000008367,
0.416667,µm,Spine,7,3,1,100000003,610000008384,
0.46875,µm,Spine,5,4,1,100000000,610000008395,
0.416667,µm,Spine,7,3,1,100000003,610000008409,
1.2588,µm,Spine,8,4,1,100000003,610000008418,
1.16241,µm,Spine,16,7,1,100000001,610000008425,
0.711301,µm,Spine,12,7,1,100000002,610000008434,
0.833333,µm,Spine,12,7,1,100000002,610000008448,
1.78186,µm,Spine,1,1,1,100000002,610000008458,
1.04167,µm,Spine,4,4,1,100000003,610000008464,
0.829337,µm,Spine,12,7,1,100000002,610000008469,
1.04167,µm,Spine,4,4,1,100000003,610000008474,
0.416667,µm,Spine,7,3,1,100000003,610000008482,
1.07442,µm,Spine,14,6,1,100000001,610000008486,
1.04167,µm,Spine,4,4,1,100000003,610000008490,
1.13505,µm,Spine,9,5,1,100000002,610000008494,
0.416667,µm,Spine,1,2,1,100000001,610000008502,
1.23337,µm,Spine,5,4,1,100000000,610000008507,
1.15692,µm,Spine,15,5,1,100000001,610000008512,
0.416667,µm,Spine,7,3,1,100000003,610000008518,
1.61763,µm,Spine,4,1,1,100000001,610000008522,
1.78186,µm,Spine,1,1,1,100000002,610000008529,
0.971274,µm,Spine,4,3,1,100000002,610000008533,
0.711301,µm,Spine,12,7,1,100000002,610000008537,
1.03521,µm,Spine,14,5,1,100000001,610000008541,
1.45833,µm,Spine,12,7,1,100000002,610000008552,
1.22281,µm,Spine,7,6,1,100000000,610000008555,
0.424024,µm,Spine,12,7,1,100000002,610000008562,
0.416667,µm,Spine,0,1,1,100000003,610000008567,
0.984315,µm,Spine,2,2,1,100000001,610000008570,
0.996174,µm,Spine,1,2,1,100000001,610000008573,
0.969032,µm,Spine,0,1,1,100000001,610000008575,
1.53871,µm,Spine,6,3,1,100000003,610000008577,
0.971274,µm,Spine,4,3,1,100000002,610000008580,
0.914994,µm,Spine,6,3,1,100000002,610000008583,
1.09421,µm,Spine,12,6,1,100000002,610000008586,
2.02309,µm,Spine,6,2,1,100000001,610000008588,
1.65794,µm,Spine,1,1,1,100000003,610000008593,
0.924442,µm,Spine,5,2,1,100000003,610000008596,
1.03969,µm,Spine,3,2,1,100000002,610000008598,
1.16241,µm,Spine,16,7,1,100000001,610000008600,
1.80482,µm,Spine,5,1,1,100000001,610000008603,
0.812923,µm,Spine,7,3,1,100000003,610000008605,
0.810802,µm,Spine,3,2,1,100000002,610000008609,
0.489393,µm,Spine,5,4,1,100000000,610000008612,
1.03403,µm,Spine,1,1,1,100000001,610000008614,
0.761288,µm,Spine,15,6,1,100000002,610000008616,
0.838998,µm,Spine,7,2,1,100000001,610000008618,
0.481771,µm,Spine,0,1,1,100000001,610000008623,
2.49995,µm,Spine,0,1,1,100000003,610000008626,
1.52137,µm,Spine,0,1,1,100000001,610000008631,
1.73026,µm,Spine,0,1,1,100000001,610000008634,
1.69771,µm,Spine,9,2,1,100000002,610000008637,
1.04167,µm,Spine,11,5,1,100000002,610000008639,
1.14028,µm,Spine,6,4,1,100000001,610000008643,
0.926107,µm,Spine,1,2,1,100000001,610000008648,
0.896245,µm,Spine,12,7,1,100000002,610000008654,
1.47162,µm,Spine,10,1,1,100000001,610000008656,
0.527344,µm,Spine,0,1,1,100000003,610000008659,
0.695202,µm,Spine,0,1,1,100000003,610000008664,
1.25,µm,Spine,2,2,1,100000001,610000008667,
1.43184,µm,Spine,4,2,1,100000003,610000008670,
1.04457,µm,Spine,6,1,1,100000002,610000008673,
0.919336,µm,Spine,8,3,1,100000002,610000008676,
2.19535,µm,Spine,0,1,1,100000003,610000008681,
1.60306,µm,Spine,5,3,1,100000002,610000008684,
0.930148,µm,Spine,0,1,1,100000003,610000008688,
0.416667,µm,Spine,14,6,1,100000001,610000008691,
0.882855,µm,Spine,2,2,1,100000003,610000008693,
0.969032,µm,Spine,0,1,1,100000001,610000008695,
0.416667,µm,Spine,1,2,1,100000001,610000008698,
1.00348,µm,Spine,6,3,1,100000001,610000008700,
1.2048,µm,Spine,7,3,1,100000002,610000008703,
1.50053,µm,Spine,0,1,1,100000003,610000008711,
1.22622,µm,Spine,15,4,1,100000001,610000008713,
0.695202,µm,Spine,0,1,1,100000003,610000008716,
1.00224,µm,Spine,5,4,1,100000003,610000008719,
1.02795,µm,Spine,3,2,1,100000001,610000008721,
1.2048,µm,Spine,7,3,1,100000002,610000008726,
1.81975,µm,Spine,1,1,1,100000002,610000008730,
0.751888,µm,Spine,0,1,1,100000003,610000008734,
0.416667,µm,Spine,0,1,1,100000003,610000008737,
0.996174,µm,Spine,1,2,1,100000001,610000008740,
1.33391,µm,Spine,9,3,1,100000000,610000008743,
1.58451,µm,Spine,6,3,1,100000001,610000008746,
0.544572,µm,Spine,0,1,1,100000003,610000008750,
1.15381,µm,Spine,1,1,1,100000001,610000008752,
1.24893,µm,Spine,0,1,1,100000001,610000008754,
0.872153,µm,Spine,4,3,1,100000002,610000008756,
1.56603,µm,Spine,2,1,1,100000001,610000008759,
0.537595,µm,Spine,0,1,1,100000003,610000008763,
1.47514,µm,Spine,13,5,1,100000001,610000008766,
1.20142,µm,Spine,12,6,1,100000001,610000008768,
1.5397,µm,Spine,0,1,1,100000001,610000008770,
1.13007,µm,Spine,2,2,1,100000002,610000008774,
1.92726,µm,Spine,1,1,1,100000003,610000008777,
1.23119,µm,Spine,7,4,1,100000001,610000008782,
0.934753,µm,Spine,4,3,1,100000001,610000008787,
1.32928,µm,Spine,7,3,1,100000002,610000008794,
1.04457,µm,Spine,6,1,1,100000002,610000008796,
1.27515,µm,Spine,14,5,1,100000001,610000008798,
1.22825,µm,Spine,15,4,1,100000001,610000008808,
0.880779,µm,Spine,3,2,1,100000002,610000008810,
0.891787,µm,Spine,0,1,1,100000003,610000008812,
0.977277,µm,Spine,14,5,1,100000001,610000008814,
0.95379,µm,Spine,14,7,1,100000001,610000008817,
0.821314,µm,Spine,12,7,1,100000001,610000008824,
1.04167,µm,Spine,2,2,1,100000001,610000008829,
0.837767,µm,Spine,3,3,1,100000003,610000008834,
0.481771,µm,Spine,0,1,1,100000001,610000008841,
1.18538,µm,Spine,0,1,1,100000001,610000008843,
1.08431,µm,Spine,2,2,1,100000003,610000008846,
1.50053,µm,Spine,0,1,1,100000003,610000008849,
0.890005,µm,Spine,0,1,1,100000003,610000008852,
1.23894,µm,Spine,4,1,1,100000002,610000008859,
0.616037,µm,Spine,0,1,1,100000003,610000008865,
2.00423,µm,Spine,5,2,1,100000001,610000008867,
1.5864,µm,Spine,1,1,1,100000002,610000008869,
1.73546,µm,Spine,0,1,1,100000002,610000008872,
1.61763,µm,Spine,4,1,1,100000001,610000008877,
0.416667,µm,Spine,14,6,1,100000001,610000008884,
1.14291,µm,Spine,4,2,1,100000002,610000008895,
2.19535,µm,Spine,0,1,1,100000003,610000008907,
1.1401,µm,Spine,2,1,1,100000001,610000008918,
0.625,µm,Spine,1,2,1,100000001,610000008921,
1.21517,µm,Spine,4,3,1,100000003,610000008938,
0.825897,µm,Spine,7,6,1,100000000,610000008993,
1.22729,µm,Spine,7,5,1,100000000,610000008994,
0.906199,µm,Spine,6,5,1,100000000,610000008995,
0.834772,µm,Spine,6,4,1,100000000,610000008996,
1.23337,µm,Spine,5,4,1,100000000,610000008997,
1.05446,µm,Spine,10,2,1,100000000,610000008998,
1.11269,µm,Spine,10,2,1,100000000,610000008999,
0.907948,µm,Spine,10,2,1,100000000,610000009000,
1.25163,µm,Spine,12,4,1,100000000,610000009001,
0.960781,µm,Spine,11,3,1,100000000,610000009002,
1.02248,µm,Spine,11,5,1,100000000,610000009003,
1.82406,µm,Spine,7,2,1,100000000,610000009004,
1.85668,µm,Spine,7,2,1,100000000,610000009005,
2.00041,µm,Spine,5,2,1,100000000,610000009006,
1.15698,µm,Spine,4,3,1,100000000,610000009007,
1.20944,µm,Spine,4,3,1,100000000,610000009008,
1.74776,µm,Spine,3,2,1,100000000,610000009009,
0.910663,µm,Spine,15,6,1,100000001,610000009010,
1.06329,µm,Spine,15,5,1,100000001,610000009011,
1.08159,µm,Spine,15,5,1,100000001,610000009012,
1.15692,µm,Spine,15,5,1,100000001,610000009013,
1.16241,µm,Spine,16,7,1,100000001,610000009014,
1.08619,µm,Spine,11,5,1,100000001,610000009015,
0.943344,µm,Spine,10,6,1,100000001,610000009016,
0.785532,µm,Spine,15,6,1,100000001,610000009017,
0.785532,µm,Spine,15,6,1,100000001,610000009018,
1.03416,µm,Spine,14,7,1,100000001,610000009019,
0.616107,µm,Spine,14,8,1,100000001,610000009020,
1.39287,µm,Spine,8,4,1,100000001,610000009021,
0.833603,µm,Spine,9,5,1,100000001,610000009022,
1.14028,µm,Spine,6,4,1,100000001,610000009023,
1.27087,µm,Spine,4,3,1,100000001,610000009024,
0.960893,µm,Spine,4,4,1,100000001,610000009025,
1.22065,µm,Spine,5,2,1,100000001,610000009026,
0.995292,µm,Spine,2,2,1,100000001,610000009027,
0.511267,µm,Spine,2,3,1,100000001,610000009028,
0.937916,µm,Spine,6,3,1,100000001,610000009029,
0.885074,µm,Spine,7,3,1,100000001,610000009030,
1.47062,µm,Spine,6,2,1,100000001,610000009031,
0.876222,µm,Spine,2,3,1,100000001,610000009032,
1.01124,µm,Spine,2,3,1,100000001,610000009033,
1.10503,µm,Spine,11,1,1,100000001,610000009037,
1.47162,µm,Spine,10,1,1,100000001,610000009038,
1.0542,µm,Spine,10,2,1,100000001,610000009039,
0.876401,µm,Spine,7,2,1,100000001,610000009040,
1.19143,µm,Spine,3,2,1,100000001,610000009041,
1.14322,µm,Spine,1,2,1,100000001,610000009042,
1.29149,µm,Spine,1,2,1,100000001,610000009043,
0.816037,µm,Spine,0,1,1,100000001,610000009044,
1.04489,µm,Spine,2,2,1,100000001,610000009045,
0.9834,µm,Spine,1,1,1,100000001,610000009046,
0.977186,µm,Spine,0,1,1,100000001,610000009047,
1.20406,µm,Spine,1,2,1,100000001,610000009048,
0.966455,µm,Spine,1,1,1,100000001,610000009049,
0.481771,µm,Spine,0,1,1,100000001,610000009050,
1.01095,µm,Spine,19,7,1,100000001,610000009051,
1.04167,µm,Spine,15,4,1,100000001,610000009052,
1.25,µm,Spine,15,4,1,100000001,610000009053,
1.06778,µm,Spine,14,5,1,100000001,610000009054,
0.948926,µm,Spine,12,4,1,100000001,610000009055,
0.889133,µm,Spine,12,4,1,100000001,610000009056,
1.55874,µm,Spine,12,3,1,100000001,610000009057,
1.30891,µm,Spine,9,3,1,100000001,610000009058,
1.01233,µm,Spine,7,2,1,100000001,610000009059,
1.36566,µm,Spine,7,2,1,100000001,610000009060,
0.976726,µm,Spine,7,3,1,100000001,610000009061,
