
Spine Part Length Neck
 ==================== 
Spine Part Length Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
2.14807,µm,Spine,Spine Part Length,8,3,1,100000001,610000008355,
1.06578,µm,Spine,Spine Part Length,7,4,1,100000003,610000008367,
1.85011,µm,Spine,Spine Part Length,7,3,1,100000003,610000008384,
1.99472,µm,Spine,Spine Part Length,5,4,1,100000000,610000008395,
1.52597,µm,Spine,Spine Part Length,7,3,1,100000003,610000008409,
0.587582,µm,Spine,Spine Part Length,8,4,1,100000003,610000008418,
1.07663,µm,Spine,Spine Part Length,16,7,1,100000001,610000008425,
0.973254,µm,Spine,Spine Part Length,12,7,1,100000002,610000008434,
1.64452,µm,Spine,Spine Part Length,12,7,1,100000002,610000008448,
1.38133,µm,Spine,Spine Part Length,1,1,1,100000002,610000008458,
0.879826,µm,Spine,Spine Part Length,4,4,1,100000003,610000008464,
0.263826,µm,Spine,Spine Part Length,12,7,1,100000002,610000008469,
0.541694,µm,Spine,Spine Part Length,4,4,1,100000003,610000008474,
0.959155,µm,Spine,Spine Part Length,7,3,1,100000003,610000008482,
0,µm,Spine,Spine Part Length,14,6,1,100000001,610000008486,
0,µm,Spine,Spine Part Length,4,4,1,100000003,610000008490,
0,µm,Spine,Spine Part Length,9,5,1,100000002,610000008494,
0.879487,µm,Spine,Spine Part Length,1,2,1,100000001,610000008502,
0.34809,µm,Spine,Spine Part Length,5,4,1,100000000,610000008507,
0.31337,µm,Spine,Spine Part Length,15,5,1,100000001,610000008512,
0.474916,µm,Spine,Spine Part Length,7,3,1,100000003,610000008518,
0,µm,Spine,Spine Part Length,4,1,1,100000001,610000008522,
0.93747,µm,Spine,Spine Part Length,1,1,1,100000002,610000008529,
0,µm,Spine,Spine Part Length,4,3,1,100000002,610000008533,
0,µm,Spine,Spine Part Length,12,7,1,100000002,610000008537,
0,µm,Spine,Spine Part Length,14,5,1,100000001,610000008541,
1.23293,µm,Spine,Spine Part Length,12,7,1,100000002,610000008552,
0,µm,Spine,Spine Part Length,7,6,1,100000000,610000008555,
0.777046,µm,Spine,Spine Part Length,12,7,1,100000002,610000008562,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000008567,
0.369897,µm,Spine,Spine Part Length,2,2,1,100000001,610000008570,
0.367329,µm,Spine,Spine Part Length,1,2,1,100000001,610000008573,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000008575,
0,µm,Spine,Spine Part Length,6,3,1,100000003,610000008577,
0.585737,µm,Spine,Spine Part Length,4,3,1,100000002,610000008580,
0,µm,Spine,Spine Part Length,6,3,1,100000002,610000008583,
0.544642,µm,Spine,Spine Part Length,12,6,1,100000002,610000008586,
0,µm,Spine,Spine Part Length,6,2,1,100000001,610000008588,
0,µm,Spine,Spine Part Length,1,1,1,100000003,610000008593,
0,µm,Spine,Spine Part Length,5,2,1,100000003,610000008596,
0,µm,Spine,Spine Part Length,3,2,1,100000002,610000008598,
0,µm,Spine,Spine Part Length,16,7,1,100000001,610000008600,
0.421619,µm,Spine,Spine Part Length,5,1,1,100000001,610000008603,
0,µm,Spine,Spine Part Length,7,3,1,100000003,610000008605,
0,µm,Spine,Spine Part Length,3,2,1,100000002,610000008609,
0,µm,Spine,Spine Part Length,5,4,1,100000000,610000008612,
0,µm,Spine,Spine Part Length,1,1,1,100000001,610000008614,
0,µm,Spine,Spine Part Length,15,6,1,100000002,610000008616,
0,µm,Spine,Spine Part Length,7,2,1,100000001,610000008618,
0.387181,µm,Spine,Spine Part Length,0,1,1,100000001,610000008623,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000008626,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000008631,
0.216314,µm,Spine,Spine Part Length,0,1,1,100000001,610000008634,
0,µm,Spine,Spine Part Length,9,2,1,100000002,610000008637,
0,µm,Spine,Spine Part Length,11,5,1,100000002,610000008639,
0.429441,µm,Spine,Spine Part Length,6,4,1,100000001,610000008643,
0,µm,Spine,Spine Part Length,1,2,1,100000001,610000008648,
0.43047,µm,Spine,Spine Part Length,12,7,1,100000002,610000008654,
0,µm,Spine,Spine Part Length,10,1,1,100000001,610000008656,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000008659,
0.461385,µm,Spine,Spine Part Length,0,1,1,100000003,610000008664,
0.31947,µm,Spine,Spine Part Length,2,2,1,100000001,610000008667,
0.357548,µm,Spine,Spine Part Length,4,2,1,100000003,610000008670,
0.50266,µm,Spine,Spine Part Length,6,1,1,100000002,610000008673,
0.909885,µm,Spine,Spine Part Length,8,3,1,100000002,610000008676,
0.406856,µm,Spine,Spine Part Length,0,1,1,100000003,610000008681,
0,µm,Spine,Spine Part Length,5,3,1,100000002,610000008684,
0.397819,µm,Spine,Spine Part Length,0,1,1,100000003,610000008688,
0.514679,µm,Spine,Spine Part Length,14,6,1,100000001,610000008691,
0,µm,Spine,Spine Part Length,2,2,1,100000003,610000008693,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000008695,
0,µm,Spine,Spine Part Length,1,2,1,100000001,610000008698,
0,µm,Spine,Spine Part Length,6,3,1,100000001,610000008700,
0.530709,µm,Spine,Spine Part Length,7,3,1,100000002,610000008703,
0.562756,µm,Spine,Spine Part Length,0,1,1,100000003,610000008711,
0,µm,Spine,Spine Part Length,15,4,1,100000001,610000008713,
0.273582,µm,Spine,Spine Part Length,0,1,1,100000003,610000008716,
