
Spine Part Length Neck
 ==================== 
Spine Part Length Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,Spine Part Length,5,4,1,100000003,610000008719,
0,µm,Spine,Spine Part Length,3,2,1,100000001,610000008721,
0.496053,µm,Spine,Spine Part Length,7,3,1,100000002,610000008726,
0.539326,µm,Spine,Spine Part Length,1,1,1,100000002,610000008730,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000008734,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000008737,
0.367111,µm,Spine,Spine Part Length,1,2,1,100000001,610000008740,
0,µm,Spine,Spine Part Length,9,3,1,100000000,610000008743,
0.32302,µm,Spine,Spine Part Length,6,3,1,100000001,610000008746,
0.471066,µm,Spine,Spine Part Length,0,1,1,100000003,610000008750,
0,µm,Spine,Spine Part Length,1,1,1,100000001,610000008752,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000008754,
0,µm,Spine,Spine Part Length,4,3,1,100000002,610000008756,
0,µm,Spine,Spine Part Length,2,1,1,100000001,610000008759,
0.436346,µm,Spine,Spine Part Length,0,1,1,100000003,610000008763,
0,µm,Spine,Spine Part Length,13,5,1,100000001,610000008766,
0,µm,Spine,Spine Part Length,12,6,1,100000001,610000008768,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000008770,
0.463311,µm,Spine,Spine Part Length,2,2,1,100000002,610000008774,
0,µm,Spine,Spine Part Length,1,1,1,100000003,610000008777,
0.363086,µm,Spine,Spine Part Length,7,4,1,100000001,610000008782,
0,µm,Spine,Spine Part Length,4,3,1,100000001,610000008787,
0,µm,Spine,Spine Part Length,7,3,1,100000002,610000008794,
0,µm,Spine,Spine Part Length,6,1,1,100000002,610000008796,
0,µm,Spine,Spine Part Length,14,5,1,100000001,610000008798,
0,µm,Spine,Spine Part Length,15,4,1,100000001,610000008808,
0,µm,Spine,Spine Part Length,3,2,1,100000002,610000008810,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000008812,
0,µm,Spine,Spine Part Length,14,5,1,100000001,610000008814,
0,µm,Spine,Spine Part Length,14,7,1,100000001,610000008817,
0,µm,Spine,Spine Part Length,12,7,1,100000001,610000008824,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000008829,
0,µm,Spine,Spine Part Length,3,3,1,100000003,610000008834,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000008841,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000008843,
0,µm,Spine,Spine Part Length,2,2,1,100000003,610000008846,
0.620426,µm,Spine,Spine Part Length,0,1,1,100000003,610000008849,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000008852,
0,µm,Spine,Spine Part Length,4,1,1,100000002,610000008859,
0.370177,µm,Spine,Spine Part Length,0,1,1,100000003,610000008865,
0,µm,Spine,Spine Part Length,5,2,1,100000001,610000008867,
0,µm,Spine,Spine Part Length,1,1,1,100000002,610000008869,
0.438339,µm,Spine,Spine Part Length,0,1,1,100000002,610000008872,
0,µm,Spine,Spine Part Length,4,1,1,100000001,610000008877,
0,µm,Spine,Spine Part Length,14,6,1,100000001,610000008884,
0,µm,Spine,Spine Part Length,4,2,1,100000002,610000008895,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000008907,
0,µm,Spine,Spine Part Length,2,1,1,100000001,610000008918,
0,µm,Spine,Spine Part Length,1,2,1,100000001,610000008921,
0,µm,Spine,Spine Part Length,4,3,1,100000003,610000008938,
0,µm,Spine,Spine Part Length,7,6,1,100000000,610000008993,
0,µm,Spine,Spine Part Length,7,5,1,100000000,610000008994,
0,µm,Spine,Spine Part Length,6,5,1,100000000,610000008995,
0,µm,Spine,Spine Part Length,6,4,1,100000000,610000008996,
0,µm,Spine,Spine Part Length,5,4,1,100000000,610000008997,
0,µm,Spine,Spine Part Length,10,2,1,100000000,610000008998,
0,µm,Spine,Spine Part Length,10,2,1,100000000,610000008999,
0,µm,Spine,Spine Part Length,10,2,1,100000000,610000009000,
0,µm,Spine,Spine Part Length,12,4,1,100000000,610000009001,
0,µm,Spine,Spine Part Length,11,3,1,100000000,610000009002,
0,µm,Spine,Spine Part Length,11,5,1,100000000,610000009003,
0,µm,Spine,Spine Part Length,7,2,1,100000000,610000009004,
0,µm,Spine,Spine Part Length,7,2,1,100000000,610000009005,
0,µm,Spine,Spine Part Length,5,2,1,100000000,610000009006,
0,µm,Spine,Spine Part Length,4,3,1,100000000,610000009007,
0,µm,Spine,Spine Part Length,4,3,1,100000000,610000009008,
0,µm,Spine,Spine Part Length,3,2,1,100000000,610000009009,
0,µm,Spine,Spine Part Length,15,6,1,100000001,610000009010,
0,µm,Spine,Spine Part Length,15,5,1,100000001,610000009011,
0,µm,Spine,Spine Part Length,15,5,1,100000001,610000009012,
0,µm,Spine,Spine Part Length,15,5,1,100000001,610000009013,
0,µm,Spine,Spine Part Length,16,7,1,100000001,610000009014,
0,µm,Spine,Spine Part Length,11,5,1,100000001,610000009015,
0,µm,Spine,Spine Part Length,10,6,1,100000001,610000009016,
0,µm,Spine,Spine Part Length,15,6,1,100000001,610000009017,
0,µm,Spine,Spine Part Length,15,6,1,100000001,610000009018,
0,µm,Spine,Spine Part Length,14,7,1,100000001,610000009019,
0,µm,Spine,Spine Part Length,14,8,1,100000001,610000009020,
0,µm,Spine,Spine Part Length,8,4,1,100000001,610000009021,
0,µm,Spine,Spine Part Length,9,5,1,100000001,610000009022,
0,µm,Spine,Spine Part Length,6,4,1,100000001,610000009023,
0,µm,Spine,Spine Part Length,4,3,1,100000001,610000009024,
0,µm,Spine,Spine Part Length,4,4,1,100000001,610000009025,
0,µm,Spine,Spine Part Length,5,2,1,100000001,610000009026,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000009027,
0,µm,Spine,Spine Part Length,2,3,1,100000001,610000009028,
0,µm,Spine,Spine Part Length,6,3,1,100000001,610000009029,
0,µm,Spine,Spine Part Length,7,3,1,100000001,610000009030,
0,µm,Spine,Spine Part Length,6,2,1,100000001,610000009031,
0,µm,Spine,Spine Part Length,2,3,1,100000001,610000009032,
0,µm,Spine,Spine Part Length,2,3,1,100000001,610000009033,
0,µm,Spine,Spine Part Length,11,1,1,100000001,610000009037,
0,µm,Spine,Spine Part Length,10,1,1,100000001,610000009038,
0,µm,Spine,Spine Part Length,10,2,1,100000001,610000009039,
0,µm,Spine,Spine Part Length,7,2,1,100000001,610000009040,
0,µm,Spine,Spine Part Length,3,2,1,100000001,610000009041,
0,µm,Spine,Spine Part Length,1,2,1,100000001,610000009042,
0,µm,Spine,Spine Part Length,1,2,1,100000001,610000009043,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000009044,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000009045,
0,µm,Spine,Spine Part Length,1,1,1,100000001,610000009046,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000009047,
0,µm,Spine,Spine Part Length,1,2,1,100000001,610000009048,
0,µm,Spine,Spine Part Length,1,1,1,100000001,610000009049,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000009050,
0,µm,Spine,Spine Part Length,19,7,1,100000001,610000009051,
0,µm,Spine,Spine Part Length,15,4,1,100000001,610000009052,
0,µm,Spine,Spine Part Length,15,4,1,100000001,610000009053,
0,µm,Spine,Spine Part Length,14,5,1,100000001,610000009054,
0,µm,Spine,Spine Part Length,12,4,1,100000001,610000009055,
0,µm,Spine,Spine Part Length,12,4,1,100000001,610000009056,
0,µm,Spine,Spine Part Length,12,3,1,100000001,610000009057,
0,µm,Spine,Spine Part Length,9,3,1,100000001,610000009058,
0,µm,Spine,Spine Part Length,7,2,1,100000001,610000009059,
0,µm,Spine,Spine Part Length,7,2,1,100000001,610000009060,
0,µm,Spine,Spine Part Length,7,3,1,100000001,610000009061,
0,µm,Spine,Spine Part Length,5,2,1,100000001,610000009062,
0,µm,Spine,Spine Part Length,4,2,1,100000001,610000009063,
0,µm,Spine,Spine Part Length,4,2,1,100000001,610000009064,
0,µm,Spine,Spine Part Length,8,5,1,100000001,610000009065,
0,µm,Spine,Spine Part Length,6,4,1,100000001,610000009066,
0,µm,Spine,Spine Part Length,9,5,1,100000001,610000009067,
0,µm,Spine,Spine Part Length,9,4,1,100000001,610000009068,
0,µm,Spine,Spine Part Length,5,2,1,100000001,610000009069,
0,µm,Spine,Spine Part Length,5,2,1,100000001,610000009070,
0,µm,Spine,Spine Part Length,4,2,1,100000001,610000009071,
0,µm,Spine,Spine Part Length,4,2,1,100000001,610000009072,
0,µm,Spine,Spine Part Length,3,2,1,100000001,610000009073,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000009074,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000009075,
0,µm,Spine,Spine Part Length,4,3,1,100000001,610000009076,
0,µm,Spine,Spine Part Length,3,3,1,100000001,610000009077,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000009078,
0,µm,Spine,Spine Part Length,4,2,1,100000001,610000009079,
0,µm,Spine,Spine Part Length,3,1,1,100000001,610000009080,
0,µm,Spine,Spine Part Length,3,1,1,100000001,610000009081,
0,µm,Spine,Spine Part Length,4,2,1,100000001,610000009082,
0,µm,Spine,Spine Part Length,4,2,1,100000001,610000009083,
0,µm,Spine,Spine Part Length,3,2,1,100000001,610000009084,
0,µm,Spine,Spine Part Length,4,2,1,100000001,610000009085,
0,µm,Spine,Spine Part Length,14,6,1,100000002,610000009089,
0,µm,Spine,Spine Part Length,14,7,1,100000002,610000009090,
0,µm,Spine,Spine Part Length,14,7,1,100000002,610000009091,
0,µm,Spine,Spine Part Length,11,7,1,100000002,610000009092,
0,µm,Spine,Spine Part Length,9,5,1,100000002,610000009093,
0,µm,Spine,Spine Part Length,9,5,1,100000002,610000009094,
0,µm,Spine,Spine Part Length,15,6,1,100000002,610000009095,
0,µm,Spine,Spine Part Length,14,6,1,100000002,610000009096,
0,µm,Spine,Spine Part Length,15,7,1,100000002,610000009097,
0,µm,Spine,Spine Part Length,12,6,1,100000002,610000009098,
0,µm,Spine,Spine Part Length,11,5,1,100000002,610000009099,
0,µm,Spine,Spine Part Length,11,5,1,100000002,610000009100,
0,µm,Spine,Spine Part Length,4,3,1,100000002,610000009101,
0,µm,Spine,Spine Part Length,1,2,1,100000002,610000009102,
0,µm,Spine,Spine Part Length,4,3,1,100000002,610000009103,
0,µm,Spine,Spine Part Length,1,1,1,100000002,610000009104,
0,µm,Spine,Spine Part Length,1,1,1,100000002,610000009105,
0,µm,Spine,Spine Part Length,3,3,1,100000002,610000009106,
0,µm,Spine,Spine Part Length,3,2,1,100000002,610000009107,
0,µm,Spine,Spine Part Length,4,1,1,100000002,610000009108,
0,µm,Spine,Spine Part Length,2,2,1,100000002,610000009109,
0,µm,Spine,Spine Part Length,12,7,1,100000002,610000009110,
0,µm,Spine,Spine Part Length,12,7,1,100000002,610000009111,
0,µm,Spine,Spine Part Length,12,7,1,100000002,610000009112,
0,µm,Spine,Spine Part Length,12,7,1,100000002,610000009113,
0,µm,Spine,Spine Part Length,12,7,1,100000002,610000009114,
0,µm,Spine,Spine Part Length,12,6,1,100000002,610000009115,
0,µm,Spine,Spine Part Length,11,5,1,100000002,610000009116,
0,µm,Spine,Spine Part Length,8,3,1,100000002,610000009117,
0,µm,Spine,Spine Part Length,7,3,1,100000002,610000009118,
0,µm,Spine,Spine Part Length,5,2,1,100000002,610000009119,
0,µm,Spine,Spine Part Length,11,3,1,100000002,610000009120,
0,µm,Spine,Spine Part Length,9,2,1,100000002,610000009121,
0,µm,Spine,Spine Part Length,13,2,1,100000002,610000009122,
0,µm,Spine,Spine Part Length,11,2,1,100000002,610000009123,
0,µm,Spine,Spine Part Length,12,2,1,100000002,610000009124,
0,µm,Spine,Spine Part Length,7,2,1,100000002,610000009125,
0,µm,Spine,Spine Part Length,7,2,1,100000002,610000009126,
0,µm,Spine,Spine Part Length,6,4,1,100000002,610000009127,
0,µm,Spine,Spine Part Length,6,4,1,100000002,610000009128,
0,µm,Spine,Spine Part Length,6,4,1,100000002,610000009129,
0,µm,Spine,Spine Part Length,4,2,1,100000002,610000009130,
0,µm,Spine,Spine Part Length,8,4,1,100000003,610000009131,
0,µm,Spine,Spine Part Length,7,3,1,100000003,610000009132,
0,µm,Spine,Spine Part Length,6,3,1,100000003,610000009133,
0,µm,Spine,Spine Part Length,3,3,1,100000003,610000009134,
0,µm,Spine,Spine Part Length,2,2,1,100000003,610000009135,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000009136,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000009137,
0,µm,Spine,Spine Part Length,7,3,1,100000003,610000009139,
0,µm,Spine,Spine Part Length,7,3,1,100000003,610000009140,
0,µm,Spine,Spine Part Length,9,3,1,100000003,610000009141,
0,µm,Spine,Spine Part Length,8,1,1,100000003,610000009142,
0,µm,Spine,Spine Part Length,7,1,1,100000003,610000009143,
0,µm,Spine,Spine Part Length,7,1,1,100000003,610000009144,
0,µm,Spine,Spine Part Length,5,1,1,100000003,610000009145,
0,µm,Spine,Spine Part Length,5,2,1,100000003,610000009146,
0,µm,Spine,Spine Part Length,5,3,1,100000003,610000009147,
0,µm,Spine,Spine Part Length,2,2,1,100000003,610000009148,
0,µm,Spine,Spine Part Length,1,1,1,100000003,610000009149,
0,µm,Spine,Spine Part Length,1,1,1,100000003,610000009150,
0,µm,Spine,Spine Part Length,3,3,1,100000003,610000009151,
0,µm,Spine,Spine Part Length,9,7,1,100000003,610000009152,
0,µm,Spine,Spine Part Length,6,5,1,100000003,610000009153,
0,µm,Spine,Spine Part Length,3,2,1,100000003,610000009154,
0,µm,Spine,Spine Part Length,3,2,1,100000003,610000009155,
0,µm,Spine,Spine Part Length,3,2,1,100000003,610000009156,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000009157,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000009158,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000009159,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000009160,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000009161,
0,µm,Spine,Spine Part Length,2,2,1,100000003,610000009162,
0,µm,Spine,Spine Part Length,2,2,1,100000003,610000009163,
0,µm,Spine,Spine Part Length,2,2,1,100000003,610000009164,
0,µm,Spine,Spine Part Length,2,1,1,100000003,610000009165,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000009166,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000009167,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000009168,
0,µm,Spine,Spine Part Length,0,1,1,100000003,610000009169,
