
Spine Center Number of Voxel Ch=5 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
15,,Spine,5,8,Image 1,3,1,100000001,610000008355,
13,,Spine,5,7,Image 1,4,1,100000003,610000008367,
18,,Spine,5,7,Image 1,3,1,100000003,610000008384,
11,,Spine,5,3,Image 1,2,1,100000000,610000008395,
15,,Spine,5,7,Image 1,3,1,100000003,610000008409,
10,,Spine,5,8,Image 1,4,1,100000003,610000008418,
8,,Spine,5,16,Image 1,7,1,100000001,610000008425,
10,,Spine,5,12,Image 1,7,1,100000002,610000008434,
14,,Spine,5,12,Image 1,7,1,100000002,610000008448,
11,,Spine,5,1,Image 1,1,1,100000002,610000008458,
7,,Spine,5,4,Image 1,4,1,100000003,610000008464,
6,,Spine,5,12,Image 1,7,1,100000002,610000008469,
6,,Spine,5,4,Image 1,4,1,100000003,610000008474,
8,,Spine,5,7,Image 1,3,1,100000003,610000008482,
5,,Spine,5,14,Image 1,6,1,100000001,610000008486,
5,,Spine,5,4,Image 1,4,1,100000003,610000008490,
5,,Spine,5,9,Image 1,5,1,100000002,610000008494,
8,,Spine,5,0,Image 1,1,1,100000001,610000008502,
6,,Spine,5,5,Image 1,4,1,100000000,610000008507,
6,,Spine,5,15,Image 1,5,1,100000001,610000008512,
7,,Spine,5,7,Image 1,3,1,100000003,610000008518,
5,,Spine,5,4,Image 1,1,1,100000001,610000008522,
8,,Spine,5,1,Image 1,1,1,100000002,610000008529,
5,,Spine,5,4,Image 1,3,1,100000002,610000008533,
5,,Spine,5,12,Image 1,7,1,100000002,610000008537,
5,,Spine,5,14,Image 1,5,1,100000001,610000008541,
11,,Spine,5,12,Image 1,7,1,100000002,610000008552,
3,,Spine,5,7,Image 1,6,1,100000000,610000008555,
7,,Spine,5,12,Image 1,7,1,100000002,610000008562,
5,,Spine,5,0,Image 1,1,1,100000003,610000008567,
4,,Spine,5,2,Image 1,2,1,100000001,610000008570,
4,,Spine,5,1,Image 1,2,1,100000001,610000008573,
3,,Spine,5,0,Image 1,1,1,100000001,610000008575,
